model,mass_GeV,ctau_m,ctau_min_m,coupling_squared,N_events,N_events_before_ECAL,epsilon_ECAL_weighted,passes_event_cut,N_events_primary,N_events_cascade,N_events_inclusive,N_events_before_ECAL_primary,N_events_before_ECAL_cascade,N_events_before_ECAL_inclusive,valid_mother_samples,samples_passing_ECAL,template_model_seed
ALP-photon-combined,0.5,70.99284999999999,5.0,4.4137195897970075e-15,14.283275787302482,68.24784736562242,0.20928536706488426,True,7.101797074403442,7.1814787128990405,,19.5522906340615,48.69555673156093,,1799748,826459,74321
ALP-photon-combined,0.5,81.0637782387454,5.0,3.865382783635843e-15,10.993504353849358,52.847089845522795,0.2080247821778729,True,5.468382705900041,5.525121647949318,,15.08133246498582,37.765757380536975,,1799820,826133,74321
ALP-photon-combined,0.5,83.79727559850718,5.0,3.7392926028027396e-15,10.293117878726562,49.564855626823345,0.20766968345926476,True,5.116689599720976,5.176428279005586,,14.132321910318995,35.43253371650435,,1799838,826423,74321
ALP-photon-combined,0.5,84.4949325400588,5.0,3.708418047815656e-15,10.116766329497763,48.77612640938392,0.2074122541955571,True,5.034890359616242,5.08187596988152,,13.904423878474704,34.87170253090922,,1799844,826227,74321
ALP-photon-combined,0.5,84.84593613495126,5.0,3.693076499057481e-15,10.060185179955248,48.38642261401536,0.20791339050226182,True,4.999204827958493,5.060980351996756,,13.791848966965274,34.59457364705008,,1799847,826733,74321
ALP-photon-combined,0.5,85.02198434840048,5.0,3.685429541335039e-15,10.013011826079982,48.19273683436593,0.20777014305067995,True,4.978768935011489,5.034242891068492,,13.735871444775594,34.45686538959034,,1799848,826478,74321
ALP-photon-combined,0.5,85.06605344801127,5.0,3.683520277239874e-15,10.002805889458376,48.144414082218724,0.2077666969292858,True,4.973657781568283,5.029148107890092,,13.721912261611557,34.42250182060717,,1799848,826479,74321
ALP-photon-combined,0.5,85.07707429153866,5.0,3.683043115784294e-15,10.000246532251767,48.13234084236234,0.20776563859637445,True,4.972380809575879,5.027865722675888,,13.718424661838363,34.41391618052398,,1799848,826479,74321
ALP-photon-combined,0.5,85.07982972551012,5.0,3.6829238350787224e-15,9.999606794637717,48.129322997713714,0.20776537403430187,False,4.97206161757814,5.0275451770595785,,13.717552899086598,34.411770098627116,,1799848,826479,74321
ALP-photon-combined,0.5,85.08258524872322,5.0,3.682804558236229e-15,9.99896709769358,48.12630533916889,0.20776510948069085,False,4.971742445977949,5.02722465171563,,13.71668119120462,34.409624147964266,,1799848,826479,74321
ALP-photon-combined,0.5,85.08809656288582,5.0,3.682566016139981e-15,9.99768782580482,48.12027058034596,0.20776458039885237,False,4.97110416396506,5.0265836618397595,,13.71493794003648,34.40533264030948,,1799848,826479,74321
ALP-photon-combined,0.5,85.11014538977938,5.0,3.681612002253127e-15,9.99257236453435,48.09613898697001,0.2077624644099081,False,4.968551851556784,5.024020512977566,,13.70796712947533,34.38817185749468,,1799848,826479,74321
ALP-photon-combined,0.5,85.19839784715235,5.0,3.677798417555495e-15,9.952676705726155,47.999895213536206,0.2073478840203687,False,4.939886230813212,5.0127904749129435,,13.680219782006889,34.31967543152932,,1799851,825527,74321
ALP-photon-combined,0.5,86.6229473915136,5.0,3.61731552915525e-15,9.643015248305032,46.483417051781935,0.20745065358604844,False,4.787633634808821,4.855381613496211,,13.242227728372368,33.241189323409564,,1799859,826080,74321
ALP-photon-combined,0.5,92.56335169443815,5.0,3.3851683959640823e-15,8.469234206369208,40.875345540647075,0.2071966388136651,False,4.207072229792592,4.262161976576617,,11.625351293456125,29.249994247190948,,1799899,826624,74321
ALP-photon-combined,0.5,120.68784499999998,5.0,2.596305641057063e-15,5.006750916551262,24.382894011438893,0.20533866546778307,False,2.482429781458337,2.5243211350929253,,6.895140952692879,17.487753058746012,,1800029,826289,74321
ALP-photon-combined,0.5,205.16933649999996,5.0,1.5272386123865078e-15,1.7515500097698333,8.600081059775444,0.2036666861155804,False,0.8645441481835212,0.8870058615863122,,2.4129272046384767,6.187153855136967,,1800216,827619,74321
ALP-photon-combined,0.5,348.7878720499999,5.0,8.983756543450047e-16,0.6082386722804354,3.009794561106399,0.20208644142703452,False,0.300114118201656,0.30812455407877937,,0.8405294828523016,2.169265078254097,,1800320,827744,74321
ALP-photon-combined,0.5,592.9393824849999,5.0,5.284562672617674e-16,0.2111209877957005,1.0484607427511599,0.2013627970864405,False,0.10410238398974715,0.10701860380595332,,0.29198384245607883,0.7564769002950811,,1800381,827717,74321
ALP-photon-combined,0.5,1000.0,5.0,3.1334253278052043e-16,0.07442982411521504,0.37005884327321453,0.20112969996034788,False,0.03659260914009245,0.037837214975122595,,0.10289245769936156,0.26716638557385297,,1800415,827925,74321
ALP-SU2L,0.6,6.0,6.0,5.673883339962018e-09,16990.118894906933,27559.649990634174,0.6164852928350261,True,,,16990.118894906933,,,27559.649990634174,611320,413397,84421
ALP-SU2L,0.6,10.2,6.0,3.3375784352717753e-09,6099.517320568705,9924.415150369166,0.6145971554144243,True,,,6099.517320568705,,,9924.415150369166,611696,414472,84421
ALP-SU2L,0.6,17.34,6.0,1.963281432512809e-09,2153.623748466912,3520.5378681431143,0.6117314538652661,True,,,2153.623748466912,,,3520.5378681431143,611930,414395,84421
ALP-SU2L,0.6,29.477999999999998,6.0,1.1548714308898876e-09,754.500328157615,1237.8912231457882,0.609504546158945,True,,,754.500328157615,,,1237.8912231457882,612067,414415,84421
ALP-SU2L,0.6,50.11259999999999,6.0,6.793361358175811e-10,263.0730977201807,432.87279064768427,0.6077376619735294,True,,,263.0730977201807,,,432.87279064768427,612177,414554,84421
ALP-SU2L,0.6,85.19141999999998,6.0,3.9960949165740063e-10,91.3763830153573,150.79135553698754,0.6059789216029936,True,,,91.3763830153573,,,150.79135553698754,612230,414657,84421
ALP-SU2L,0.6,144.82541399999997,6.0,2.350644068572945e-10,31.698649531988806,52.40319944332429,0.6048991257923458,True,,,31.698649531988806,,,52.40319944332429,612260,414559,84421
ALP-SU2L,0.6,246.20320379999993,6.0,1.382731805042909e-10,10.998151660356493,18.18110898369501,0.6049219368422322,True,,,10.998151660356493,,,18.18110898369501,612273,414889,84421
ALP-SU2L,0.6,254.50525709894828,6.0,1.3376265947440339e-10,10.29310460131416,17.016453816324585,0.6048912841898682,True,,,10.29310460131416,,,17.016453816324585,612273,414891,84421
ALP-SU2L,0.6,256.6241488887861,6.0,1.326582092417403e-10,10.11552047072736,16.73721044517994,0.6043731423380934,True,,,10.11552047072736,,,16.73721044517994,612275,414692,84421
ALP-SU2L,0.6,257.6902009712998,6.0,1.3210940855125365e-10,10.032106065645753,16.599270149358926,0.6043703111870372,True,,,10.032106065645753,,,16.599270149358926,612275,414693,84421
ALP-SU2L,0.6,257.95740523199635,6.0,1.3197256349029776e-10,10.011353703079545,16.56496292034687,0.6043692190087865,True,,,10.011353703079545,,,16.56496292034687,612275,414693,84421
ALP-SU2L,0.6,258.0911112454896,6.0,1.319041941254265e-10,10.000993617555864,16.54783588174041,0.6043686732832169,True,,,10.000993617555864,,,16.54783588174041,612275,414693,84421
ALP-SU2L,0.6,258.09947017204627,6.0,1.3189992221634247e-10,10.000346468120998,16.54676602947643,0.6043686391834131,True,,,10.000346468120998,,,16.54676602947643,612275,414693,84421
ALP-SU2L,0.6,258.1078293693277,6.0,1.3189565044561043e-10,9.999699360541701,16.545696246320848,0.6043686050845558,False,,,9.999699360541701,,,16.545696246320848,612275,414693,84421
ALP-SU2L,0.6,258.12454857609987,6.0,1.3188710731918438e-10,9.998405270939008,16.543556887317077,0.6043685368896798,False,,,9.998405270939008,,,16.543556887317077,612275,414693,84421
ALP-SU2L,0.6,258.15799023872705,6.0,1.31870022726359e-10,9.995817593881483,16.539278998414293,0.6043684005112819,False,,,9.995817593881483,,,16.539278998414293,612275,414693,84421
ALP-SU2L,0.6,258.2248865622775,6.0,1.318358601798115e-10,9.99064424775214,16.530726536029302,0.6043681277998991,False,,,9.99064424775214,,,16.530726536029302,612275,414693,84421
ALP-SU2L,0.6,258.76068158108797,6.0,1.3156287822307324e-10,9.949353704400034,16.46246571732559,0.6043659482873843,False,,,9.949353704400034,,,16.46246571732559,612275,414693,84421
ALP-SU2L,0.6,263.0872583754809,6.0,1.2939927326767435e-10,9.62511101023291,15.92642093993014,0.6043486509954779,False,,,9.62511101023291,,,15.92642093993014,612275,414693,84421
ALP-SU2L,0.6,281.12918293196907,6.0,1.2109486352404155e-10,8.422918109401916,13.951120651637716,0.6037449119482136,False,,,8.422918109401916,,,13.951120651637716,612277,414336,84421
ALP-SU2L,0.6,321.0097036763115,6.0,1.060506883433639e-10,6.459224498734515,10.704600264493317,0.6034064177211246,False,,,6.459224498734515,,,10.704600264493317,612278,414335,84421
ALP-SU2L,0.6,418.5454464599999,6.0,8.133716500252405e-11,3.802679485814685,6.301283059864875,0.6034770140759602,False,,,3.802679485814685,,,6.301283059864875,612278,414522,84421
ALP-SU2L,0.6,711.5272589819998,6.0,4.7845391177955323e-11,1.3190706941235546,2.182523085675119,0.6043788048709353,False,,,1.3190706941235546,,,2.182523085675119,612284,415044,84421
ALP-SU2L,0.6,1000.0,6.0,3.404330003977211e-11,0.6667267086625802,1.1050585895216456,0.6033405965842868,False,,,0.6667267086625802,,,1.1050585895216456,612281,414432,84421
ALP-photon-combined,0.6,6.0,6.0,3.0196615342202544e-14,598.3446532912434,1882.0819909359004,0.3179163586777138,True,360.3047262492168,238.0399270420266,,832.7982884614257,1049.2837024744747,,1824075,824554,84321
ALP-photon-combined,0.6,10.2,6.0,1.7762714907177967e-14,238.77121077058356,839.582643234869,0.28439274286401434,True,139.33430978759455,99.43690098298902,,343.4537048890661,496.12893834580285,,1827173,834131,84321
ALP-photon-combined,0.6,17.34,6.0,1.0448655827751746e-14,90.5275697874892,343.652467023394,0.2634276732293226,True,51.57620973092809,38.951360056561114,,133.06478323855964,210.5876837848344,,1829035,840666,84321
ALP-photon-combined,0.6,29.477999999999998,6.0,6.1462681339716156e-15,33.066742629230475,132.30110099094807,0.2499355060657649,True,18.577347028435515,14.489395600794959,,49.416073420192255,82.88502757075581,,1830101,843526,84321
ALP-photon-combined,0.6,50.11259999999999,6.0,3.615451843512715e-15,11.830052864166738,48.89864620271989,0.24193006929318048,True,6.599422466362418,5.23063039780432,,17.855540822667248,31.04310538005264,,1830762,845497,84321
ALP-photon-combined,0.6,53.54920789242436,6.0,3.3834243153921022e-15,10.397465098317932,43.08811277877528,0.24130704335325648,True,5.782902360867724,4.614562737450208,,15.70029602196788,27.387816756807407,,1830815,846043,84321
ALP-photon-combined,0.6,54.44457097003661,6.0,3.327782528636821e-15,10.062867795908783,41.74460134081641,0.2410579445651494,True,5.602238895672664,4.46062890023612,,15.202981407956212,26.541619932860197,,1830832,845427,84321
ALP-photon-combined,0.6,54.557538896232145,6.0,3.3208919558819744e-15,10.024299392626844,41.579690881784856,0.24108643378631436,True,5.580408571738773,4.44389082088807,,15.142017683723097,26.437673198061763,,1830837,845995,84321
ALP-photon-combined,0.6,54.614110728576726,6.0,3.317452021761353e-15,10.00192415650195,41.49739810671884,0.2410253320167208,True,5.569048824418361,4.432875332083588,,15.111556707891294,26.385841398827544,,1830838,845908,84321
ALP-photon-combined,0.6,54.61764841517918,6.0,3.317237144227951e-15,10.000652755852363,41.49225754658033,0.24102455125815603,True,5.568337797255444,4.432314958596918,,15.109654903324227,26.382602643256106,,1830838,845908,84321
ALP-photon-combined,0.6,54.6194173444135,6.0,3.317129710680563e-15,10.000017115557075,41.48968749988856,0.24102416089742623,True,5.567982317468654,4.432034798088422,,15.108704089496728,26.38098341039183,,1830838,845908,84321
ALP-photon-combined,0.6,54.62118633093901,6.0,3.3170222806125667e-15,9.999397492033605,41.48711760876964,0.24102415565066662,False,5.5676268602097565,4.4317706318238494,,15.107753334635136,26.379364274134502,,1830838,845909,84321
ALP-photon-combined,0.6,54.6282628499902,6.0,3.3165925951322423e-15,9.99685548697247,41.476839599840865,0.2410225943784498,False,5.566205256424886,4.430650230547584,,15.103950904776399,26.372888695064468,,1830838,845909,84321
ALP-photon-combined,0.6,54.642418638634325,6.0,3.315733391148139e-15,9.991791482543107,41.456291046720054,0.2410199086860579,False,5.5633631297650075,4.4284283527781,,15.096348874336066,26.35994217238399,,1830838,845910,84321
ALP-photon-combined,0.6,54.670741221415895,6.0,3.314015650884255e-15,9.98163495973153,41.4152237831596,0.24101366714793165,False,5.557683197556568,4.423951762174962,,15.081156124160637,26.334067658998958,,1830838,845910,84321
ALP-photon-combined,0.6,54.89785101519028,6.0,3.3003057260489615e-15,9.907666521622472,41.0884291117541,0.24113033123449837,False,5.517824238658393,4.3898422829640795,,14.960309203293628,26.128119908460476,,1830844,846195,84321
ALP-photon-combined,0.6,55.35490485809225,6.0,3.2730557936588863e-15,9.741632287813882,40.44204800271867,0.24087880730370065,False,5.42239621583401,4.319236071979873,,14.721214226825762,25.72083377589291,,1830851,845913,84321
ALP-photon-combined,0.6,57.221490521467345,6.0,3.1662875329198823e-15,9.137787368042067,37.954560802482206,0.2407559770114495,False,5.076278095878286,4.061509272163781,,13.802143413310082,24.152417389172125,,1830876,846583,84321
ALP-photon-combined,0.6,65.33883649019164,6.0,2.7729249828379346e-15,7.04091943875722,29.417966283410212,0.2393407950408806,False,3.916176544224905,3.1247428945323152,,10.65873470450406,18.759231578906153,,1830961,846749,84321
ALP-photon-combined,0.6,85.19141999999998,6.0,2.1267363785368916e-15,4.180395574479469,17.609301125551028,0.23739701789832712,False,2.3138046795008904,1.8665908949785783,,6.341731437530815,11.267569688020211,,1831120,847018,84321
ALP-photon-combined,0.6,144.82541399999997,6.0,1.251021399139348e-15,1.4616404611641218,6.240730284007057,0.23420984318290866,False,0.8077869486626872,0.6538535125014346,,2.2288364062105814,4.011893877796475,,1831339,847247,84321
ALP-photon-combined,0.6,246.20320379999993,6.0,7.358949406702047e-16,0.5103742317202333,2.1904388408036213,0.23300090475613958,False,0.28134063525697706,0.22903359646325622,,0.7784010976996775,1.4120377431039437,,1831487,848167,84321
ALP-photon-combined,0.6,418.5454464599999,6.0,4.328793768648263e-16,0.17713483883207287,0.7643429562750426,0.23174785268555853,False,0.09755858287067028,0.07957625596140261,,0.2708170615213237,0.49352589475371894,,1831543,848243,84321
ALP-photon-combined,0.6,711.5272589819998,6.0,2.546349275675449e-16,0.06150416416815482,0.26580283667057714,0.23139017227412076,False,0.03384478539771606,0.027659378770438767,,0.09401263583494877,0.17179020083562838,,1831599,848527,84321
ALP-photon-combined,0.6,1000.0,6.0,1.8117969205321526e-16,0.031159982381459676,0.1348438434180289,0.23108198039758276,False,0.01715644884677297,0.014003533534686707,,0.047658726328837,0.08718511708919191,,1831614,848824,84321
ALP-SU2L,0.75,7.5,7.5,2.3240226133333367e-09,6580.784372458838,11461.968866412513,0.574140834716694,True,,,6580.784372458838,,,11461.968866412513,609997,390293,94421
ALP-SU2L,0.75,12.75,7.5,1.3670721254901982e-09,2359.406174786076,4137.655167671213,0.5702278414162809,True,,,2359.406174786076,,,4137.655167671213,610415,390794,94421
ALP-SU2L,0.75,21.675,7.5,8.041600738177636e-10,833.379164278634,1471.8905011974957,0.566196441651479,True,,,833.379164278634,,,1471.8905011974957,610693,391028,94421
ALP-SU2L,0.75,36.847500000000004,7.5,4.730353375398609e-10,292.28354219809404,518.7443357052024,0.5634443059522795,True,,,292.28354219809404,,,518.7443357052024,610838,391417,94421
ALP-SU2L,0.75,62.640750000000004,7.5,2.7825608090580055e-10,101.63953024777867,181.71809885895598,0.5593253004846157,True,,,101.63953024777867,,,181.71809885895598,610916,390956,94421
ALP-SU2L,0.75,106.489275,7.5,1.6368004759164737e-10,35.353528074512134,63.387560716052924,0.5577360553891584,True,,,35.353528074512134,,,63.387560716052924,610963,391280,94421
ALP-SU2L,0.75,181.0317675,7.5,9.628238093626316e-11,12.26705806754748,22.05136529168928,0.55629471940999,True,,,12.26705806754748,,,22.05136529168928,610995,391445,94421
ALP-SU2L,0.75,193.44651351138305,7.5,9.010330185648125e-11,10.741736943981202,19.320551564560073,0.5559746525914355,True,,,10.741736943981202,,,19.320551564560073,610995,391340,94421
ALP-SU2L,0.75,199.9695937998583,7.5,8.716409964529505e-11,10.063475697616372,18.084909312334524,0.5564570727901156,True,,,10.063475697616372,,,18.084909312334524,610997,391728,94421
ALP-SU2L,0.75,200.3845139638204,7.5,8.698361592526585e-11,10.021908080673755,18.010352370669622,0.5564526375949602,True,,,10.021908080673755,,,18.010352370669622,610997,391728,94421
ALP-SU2L,0.75,200.59229678096642,7.5,8.689351425609639e-11,10.00118865294243,17.973189064532697,0.5564504227398479,True,,,10.00118865294243,,,17.973189064532697,610997,391728,94421
ALP-SU2L,0.75,200.5987934645156,7.5,8.689070008331476e-11,10.000541860973444,17.972028945766084,0.5564503535550674,True,,,10.000541860973444,,,17.972028945766084,610997,391728,94421
ALP-SU2L,0.75,200.60529035847617,7.5,8.688788600167418e-11,9.999895110800994,17.970868901766178,0.5564502843720708,False,,,9.999895110800994,,,17.970868901766178,610997,391728,94421
ALP-SU2L,0.75,200.6182847776586,7.5,8.688225811180446e-11,9.998601735834916,17.968549038047243,0.5564501460114293,False,,,9.998601735834916,,,17.968549038047243,610997,391728,94421
ALP-SU2L,0.75,200.6442761412596,7.5,8.687100342562806e-11,9.9960154873425,17.963910207598246,0.556449869311552,False,,,9.9960154873425,,,17.963910207598246,610997,391728,94421
ALP-SU2L,0.75,200.69626897093292,7.5,8.684849842686641e-11,9.99084499551257,17.95463613357916,0.5564493159974135,False,,,9.99084499551257,,,17.95463613357916,610997,391728,94421
ALP-SU2L,0.75,200.80029505238207,7.5,8.680350591842048e-11,9.980512027642064,17.93610232444803,0.5564482097115382,False,,,9.980512027642064,,,17.93610232444803,610997,391728,94421
ALP-SU2L,0.75,201.63444715239635,7.5,8.644440395061174e-11,9.891445917927399,17.78853400368982,0.5560573971905526,False,,,9.891445917927399,,,17.78853400368982,610998,391443,94421
ALP-SU2L,0.75,203.31316129563152,7.5,8.573065063237762e-11,9.729024732917686,17.496992479369258,0.5560398305245431,False,,,9.729024732917686,,,17.496992479369258,610998,391443,94421
ALP-SU2L,0.75,206.71263450880082,7.5,8.432077527055045e-11,9.40222908123928,16.92816628100461,0.555419230007782,False,,,9.40222908123928,,,16.92816628100461,610999,391053,94421
ALP-SU2L,0.75,236.03654682081734,7.5,7.384521522097935e-11,7.219710615673561,12.99424255868476,0.5556084229663879,False,,,7.219710615673561,,,12.99424255868476,610997,391469,94421
ALP-SU2L,0.75,307.75400475,7.5,5.66366946683901e-11,4.24755596536662,7.654607683738359,0.5549018500830858,False,,,4.24755596536662,,,7.654607683738359,611005,391113,94421
ALP-SU2L,0.75,523.1818080749999,7.5,3.331570274611183e-11,1.4729039448893875,2.6539358228831316,0.554988531444322,False,,,1.4729039448893875,,,2.6539358228831316,611013,391542,94421
ALP-SU2L,0.75,889.4090737274998,7.5,1.9597472203595192e-11,0.5093530204069612,0.9194290811817848,0.5539883726021219,False,,,0.5093530204069612,,,0.9194290811817848,611018,391205,94421
ALP-SU2L,0.75,1000.0,7.5,1.7430169600000025e-11,0.40328482486420164,0.727452824474945,0.5543793512043634,False,,,0.40328482486420164,,,0.727452824474945,611019,391707,94421
ALP-photon-combined,0.75,7.5,7.5,1.2354707228089e-14,136.04630726653733,406.334012289935,0.3348139785292279,True,89.31177883884357,46.734528427693775,,210.62010243734156,195.71390985259345,,1857342,858915,94321
ALP-photon-combined,0.75,12.75,7.5,7.267474840052352e-15,52.7887250322764,170.68819118226816,0.30926993054783936,True,33.939549991216325,18.849175041060075,,84.24290146670042,86.44528971556774,,1859296,866655,94321
ALP-photon-combined,0.75,21.675,7.5,4.274985200030796e-15,19.633615638191788,66.90997243984864,0.2934333242453836,True,12.447360299498198,7.186255338693589,,31.9376786457376,34.97229379411104,,1860483,872818,94321
ALP-photon-combined,0.75,28.260742426553485,7.5,3.278763976264293e-15,11.841079691521177,41.11252760424978,0.28801633909507357,True,7.472659639325157,4.3684200521960195,,19.388764085720247,21.72376351852953,,1860880,874247,94321
ALP-photon-combined,0.75,30.198799730881458,7.5,3.068343942024708e-15,10.425869561046067,36.34234606311473,0.2868793760023019,True,6.560884310716148,3.8649852503299202,,17.09442919358748,19.247916869527252,,1860938,875014,94321
ALP-photon-combined,0.75,30.703735122672065,7.5,3.0178837799524216e-15,10.09062820121411,35.23573154659643,0.2863748745465966,True,6.3553823413792845,3.7352458598348264,,16.563449941620206,18.672281604976227,,1860948,874770,94321
ALP-photon-combined,0.75,30.831282669971124,7.5,3.005398938556528e-15,10.007748987066568,34.964192142442144,0.2862285204902079,True,6.302451290971205,3.7052976960953634,,16.433270152215307,18.530921990226837,,1860951,874741,94321
ALP-photon-combined,0.75,30.84726332341652,7.5,3.0038419693564184e-15,10.003533971879925,34.93043175440677,0.286384492531155,True,6.296093564167767,3.7074404077121583,,16.417060226804697,18.513371527602075,,1860952,875316,94321
ALP-photon-combined,0.75,30.849261487420765,7.5,3.0036474049289992e-15,10.00227928765016,34.926207415786415,0.28638320698769015,True,6.295299293329176,3.706979994320983,,16.4150350828719,18.511172332914516,,1860952,875316,94321
ALP-photon-combined,0.75,30.850260617959805,7.5,3.003550127441203e-15,9.998062028326228,34.924134600927246,0.28627944951457085,False,6.294902194979891,3.7031598333463367,,16.414022602267327,18.51011199865992,,1860953,874905,94321
ALP-photon-combined,0.75,30.85125978085819,7.5,3.0034528531038795e-15,9.997435011352154,34.92202273748182,0.28627880711565723,False,6.294505121341938,3.7029298900102163,,16.41301018256595,18.509012554915866,,1860953,874905,94321
ALP-photon-combined,0.75,30.855256756066115,7.5,3.0030637872572742e-15,9.994927330199838,34.91357651580877,0.286276237717272,False,6.292917073873324,3.7020102563265134,,16.408961112721933,18.50461540308684,,1860953,874905,94321
ALP-photon-combined,0.75,30.86325226004907,7.5,3.0022858067557453e-15,9.990317300609995,34.89673572869742,0.2862822866378998,False,6.289742164622333,3.7005751359876613,,16.400865895316727,18.495869833380695,,1860954,874781,94321
ALP-photon-combined,0.75,30.895255000051417,7.5,2.9991758996814654e-15,9.961305554589062,34.82945737046089,0.28600231834324574,False,6.277111582884566,3.684193971704496,,16.36852395644115,18.46093341401974,,1860959,874681,94321
ALP-photon-combined,0.75,30.95936006736031,7.5,2.9929657463545887e-15,9.930699135352047,34.695072426508986,0.28622794076557206,False,6.25179746868463,3.678901666667416,,16.30408280419319,18.390989622315796,,1860963,875029,94321
ALP-photon-combined,0.75,31.21711322583381,7.5,2.9682534557354975e-15,9.788057530187466,34.16221103990183,0.2865170968809633,False,6.1661355230091806,3.6219220071782847,,16.048685720127047,18.11352531977478,,1860974,875384,94321
ALP-photon-combined,0.75,32.26976458796112,7.5,2.8714279572165297e-15,9.171648001417452,32.10837502006221,0.2856465951854228,False,5.771374765059681,3.40027323635777,,15.065482450946954,17.04289256911526,,1861007,875712,94321
ALP-photon-combined,0.75,36.847500000000004,7.5,2.5146971764887033e-15,7.098221425208083,25.024131565261897,0.28365505538908375,False,4.456645701059798,2.6415757241482845,,11.68869032332607,13.335441241935825,,1861125,875849,94321
ALP-photon-combined,0.75,62.640750000000004,7.5,1.479233633228649e-15,2.5201164057758696,9.08023218378974,0.27753876275045536,False,1.5745949888319009,0.9455214169439687,,4.184497076828034,4.895735106961706,,1861522,877602,94321
ALP-photon-combined,0.75,106.489275,7.5,8.7013743131097e-16,0.8857981763228987,3.233128993463659,0.2739755135392668,False,0.5526203439093484,0.33317783241355026,,1.477725584533184,1.755403408930475,,1861769,878574,94321
ALP-photon-combined,0.75,181.0317675,7.5,5.118455478299824e-16,0.3094296813235978,1.1379699272834571,0.27191375967400405,False,0.19251494752276288,0.11691473380083496,,0.5175344452076965,0.6204354820757607,,1861889,879389,94321
ALP-photon-combined,0.75,307.75400475,7.5,3.010856163705779e-16,0.10763863819957192,0.39776833864122696,0.2706063498348424,False,0.06685422183997486,0.04078441635959707,,0.18036423892661269,0.21740409971461425,,1861968,879731,94321
ALP-photon-combined,0.75,523.1818080749999,7.5,1.7710918610033995e-16,0.03740403112051104,0.1384608079178967,0.27014165006671464,False,0.023213617608112292,0.014190413512398749,,0.06267390606534569,0.075786901852551,,1862011,880429,94321
ALP-photon-combined,0.75,889.4090737274998,7.5,1.0418187417667056e-16,0.012951999772359227,0.048079761044352395,0.269385693502331,False,0.00804069831510103,0.004911301457258198,,0.02174059051685001,0.026339170527502384,,1862041,879841,94321
ALP-photon-combined,0.75,1000.0,7.5,9.26603042106675e-17,0.010259535930808632,0.038054611961399164,0.2696003296844921,False,0.006370568153003897,0.0038889677778047357,,0.017204647274856,0.020849964686543165,,1862045,880596,94321
ALP-SU2L,0.9,9.0,9.0,1.120767075325222e-09,3023.113350748776,5700.648047663664,0.530310470927557,True,,,3023.113350748776,,,5700.648047663664,610764,367869,104421
ALP-SU2L,0.9,15.299999999999999,9.0,6.59274750191307e-10,1084.1371467988718,2065.269477486443,0.5249373791735554,True,,,1084.1371467988718,,,2065.269477486443,611211,368587,104421
ALP-SU2L,0.9,26.009999999999998,9.0,3.8780867658312176e-10,383.01403345477644,736.7897595110429,0.5198416895872124,True,,,383.01403345477644,,,736.7897595110429,611439,368735,104421
ALP-SU2L,0.9,44.217,9.0,2.2812275093124808e-10,134.04566643662184,260.18126525874874,0.515201070697055,True,,,134.04566643662184,,,260.18126525874874,611600,368611,104421
ALP-SU2L,0.9,75.1689,9.0,1.3418985348896948e-10,46.77950091829054,91.23259106142784,0.5127498887628152,True,,,46.77950091829054,,,91.23259106142784,611695,369202,104421
ALP-SU2L,0.9,127.78712999999999,9.0,7.893520793468793e-11,16.252770051554954,31.831421973951485,0.5105888786512596,True,,,16.252770051554954,,,31.831421973951485,611750,369067,104421
ALP-SU2L,0.9,145.91480082974175,9.0,6.912872183334391e-11,12.470525698089224,24.451396021402843,0.5100128306446593,True,,,12.470525698089224,,,24.451396021402843,611758,368936,104421
ALP-SU2L,0.9,155.9213053047245,9.0,6.46922731836658e-11,10.917364766801475,21.42860783705148,0.5094761568189525,True,,,10.917364766801475,,,21.42860783705148,611764,368887,104421
ALP-SU2L,0.9,161.17902318614154,9.0,6.258198789477641e-11,10.21887569046383,20.059973690424112,0.5094162060313141,True,,,10.21887569046383,,,20.059973690424112,611765,368978,104421
ALP-SU2L,0.9,162.52092438227447,9.0,6.206526154257547e-11,10.047089446778442,19.731632823455545,0.5091869252115407,True,,,10.047089446778442,,,19.731632823455545,611765,368742,104421
ALP-SU2L,0.9,162.85814169271947,9.0,6.193674797640116e-11,10.005618998744326,19.650397206761,0.5091815139137111,True,,,10.005618998744326,,,19.650397206761,611765,368742,104421
ALP-SU2L,0.9,162.90034302427392,9.0,6.192070250228963e-11,10.000447229258146,19.64026624585214,0.5091808381859465,True,,,10.000447229258146,,,19.64026624585214,611765,368742,104421
ALP-SU2L,0.9,162.9056189595699,9.0,6.191869711032114e-11,9.999800945848179,19.63900024221585,0.509180753730665,False,,,9.999800945848179,,,19.63900024221585,611765,368742,104421
ALP-SU2L,0.9,162.91089506574022,9.0,6.19166917833002e-11,9.999154704157206,19.637734320001595,0.5091806692777578,False,,,9.999154704157206,,,19.637734320001595,611765,368742,104421
ALP-SU2L,0.9,162.92144779072612,9.0,6.191268132409248e-11,9.997862345921495,19.6352027198182,0.5091805003790694,False,,,9.997862345921495,,,19.6352027198182,611765,368742,104421
ALP-SU2L,0.9,162.94255529143385,9.0,6.190466118495492e-11,9.995278129959704,19.630140496285865,0.5091801626101896,False,,,9.995278129959704,,,19.630140496285865,611765,368742,104421
ALP-SU2L,0.9,163.02701264390578,9.0,6.187259101630887e-11,9.98498049251103,19.609904620494508,0.5091804721005948,False,,,9.98498049251103,,,19.609904620494508,611765,368743,104421
