profile,benchmark_source,selection_name,panel_label,mass_GeV,ctau_m,model_id,model_label,source,bin_index,energy_low_GeV,energy_high_GeV,bin_probability,density_per_GeV,density_error_per_GeV,bin_N_eff,expected_events,expected_events_before_ECAL,weighted_ECAL_efficiency,total_N_eff,accepted_samples,cache_key
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_photon_combined,"ALP-photon, primary + cascade",combined,43,146.07253565764043,168.68145673647828,0.0003609454226524761,1.5964734513153047e-05,2.536089075682396e-07,3962.7291991075963,368.4925027417885,2280.4967418337565,0.16158431449697325,357283.49078724755,804667,cbefba2fc5322f6a31f4f5a48d8d340a58eb245391184bf43c4df2c5070be82d
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_photon_combined,"ALP-photon, primary + cascade",combined,44,168.68145673647828,194.78975783256428,0.00022268081378873042,8.529119262459916e-06,1.6012261078062543e-07,2837.285568894488,368.4925027417885,2280.4967418337565,0.16158431449697325,357283.49078724755,804667,cbefba2fc5322f6a31f4f5a48d8d340a58eb245391184bf43c4df2c5070be82d
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_photon_combined,"ALP-photon, primary + cascade",combined,45,194.78975783256428,224.93906852930118,0.00013087096872186108,4.3407615530004606e-06,9.762040696622098e-08,1977.2001371944814,368.4925027417885,2280.4967418337565,0.16158431449697325,357283.49078724755,804667,cbefba2fc5322f6a31f4f5a48d8d340a58eb245391184bf43c4df2c5070be82d
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_photon_combined,"ALP-photon, primary + cascade",combined,46,224.93906852930118,259.7548511473678,7.015510223271281e-05,2.0150373467781225e-06,5.7387775386948726e-08,1232.898771692162,368.4925027417885,2280.4967418337565,0.16158431449697325,357283.49078724755,804667,cbefba2fc5322f6a31f4f5a48d8d340a58eb245391184bf43c4df2c5070be82d
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_photon_combined,"ALP-photon, primary + cascade",combined,47,259.7548511473678,299.95937626905464,3.579619140826988e-05,8.903522998947433e-07,3.3094759915116435e-08,723.7778698431424,368.4925027417885,2280.4967418337565,0.16158431449697325,357283.49078724755,804667,cbefba2fc5322f6a31f4f5a48d8d340a58eb245391184bf43c4df2c5070be82d
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_photon_combined,"ALP-photon, primary + cascade",combined,48,299.95937626905464,346.38670659773004,9.728761011358143e-06,2.095481463716484e-07,1.3919582806189972e-08,226.6288573716856,368.4925027417885,2280.4967418337565,0.16158431449697325,357283.49078724755,804667,cbefba2fc5322f6a31f4f5a48d8d340a58eb245391184bf43c4df2c5070be82d
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_photon_combined,"ALP-photon, primary + cascade",combined,49,346.38670659773004,400.0,6.175688089088904e-07,1.1518949307500347e-08,2.8801243339534947e-09,15.995700395875776,368.4925027417885,2280.4967418337565,0.16158431449697325,357283.49078724755,804667,cbefba2fc5322f6a31f4f5a48d8d340a58eb245391184bf43c4df2c5070be82d
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_su2l,ALP-$SU(2)_L$,inclusive,0,0.3,0.3464336180180258,0.0,0.0,0.0,0.0,1518.9761914141081,2165.9089709044742,0.7013111870439275,394872.9029607436,461971,a588c09e5db95159ccbafc38c8e7073a7b3fd4b3362a1ead4e46277806057723
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_su2l,ALP-$SU(2)_L$,inclusive,1,0.3464336180180258,0.4000541723101981,0.0,0.0,0.0,0.0,1518.9761914141081,2165.9089709044742,0.7013111870439275,394872.9029607436,461971,a588c09e5db95159ccbafc38c8e7073a7b3fd4b3362a1ead4e46277806057723
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_su2l,ALP-$SU(2)_L$,inclusive,2,0.4000541723101981,0.4619740477220955,0.0,0.0,0.0,0.0,1518.9761914141081,2165.9089709044742,0.7013111870439275,394872.9029607436,461971,a588c09e5db95159ccbafc38c8e7073a7b3fd4b3362a1ead4e46277806057723
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_su2l,ALP-$SU(2)_L$,inclusive,3,0.4619740477220955,0.5334778026093256,0.0,0.0,0.0,0.0,1518.9761914141081,2165.9089709044742,0.7013111870439275,394872.9029607436,461971,a588c09e5db95159ccbafc38c8e7073a7b3fd4b3362a1ead4e46277806057723
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_su2l,ALP-$SU(2)_L$,inclusive,4,0.5334778026093256,0.6160488176341831,0.0,0.0,0.0,0.0,1518.9761914141081,2165.9089709044742,0.7013111870439275,394872.9029607436,461971,a588c09e5db95159ccbafc38c8e7073a7b3fd4b3362a1ead4e46277806057723
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_su2l,ALP-$SU(2)_L$,inclusive,5,0.6160488176341831,0.7114000692291235,0.0,0.0,0.0,0.0,1518.9761914141081,2165.9089709044742,0.7013111870439275,394872.9029607436,461971,a588c09e5db95159ccbafc38c8e7073a7b3fd4b3362a1ead4e46277806057723
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_su2l,ALP-$SU(2)_L$,inclusive,6,0.7114000692291235,0.8215096661377309,0.0,0.0,0.0,0.0,1518.9761914141081,2165.9089709044742,0.7013111870439275,394872.9029607436,461971,a588c09e5db95159ccbafc38c8e7073a7b3fd4b3362a1ead4e46277806057723
production,stored_same_lifetime_midpoint,diphoton_ecal,After diphoton ECAL requirement,0.3,44.25045011669211,alp_su2l,ALP-$SU(2)_L$,inclusive,7,0.8215096661377309,0.9486618862562488,0.0,0.0,0.0,0.0,1518.9761914141081,2165.9089709044742,0.7013111870439275,394872.9029607436,461971,a588c09e5db95159ccbafc38c8e7073a7b3fd4b3362a1ead4e46277806057723
