1.00000000e-02	4.63712961e-08
2.00000000e-02	5.79737482e-09
5.00000000e-02	3.71049332e-10
7.50000000e-02	1.09941087e-10
1.00000000e-01	4.63814763e-11
1.50000000e-01	1.37426765e-11
2.00000000e-01	5.79769405e-12
2.50000000e-01	2.95223629e-12
3.00000000e-01	1.70919250e-12
4.00000000e-01	7.22254474e-13
5.00000000e-01	3.70192030e-13
7.50000000e-01	1.09821343e-13
1.00000000e+00	4.63524817e-14
1.25000000e+00	2.37377295e-14
1.50000000e+00	1.37387821e-14
1.75000000e+00	8.65246319e-15
2.00000000e+00	5.79674945e-15
2.50000000e+00	2.96809848e-15
3.00000000e+00	1.71769820e-15
3.50000000e+00	1.08171587e-15
4.00000000e+00	7.21737663e-16
4.50000000e+00	5.06786542e-16
4.75000000e+00	4.30959509e-16
5.00000000e+00	3.69560237e-16
5.10000000e+00	3.48272458e-16
