mass_GeV,photon_ctau_m,su2_ctau_m,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,absolute_probability_difference,D_TV_bin_contribution
0.5,4.999999999999999,162.76721762560175,0,0.5,24.14138581622472,0.6181332735763385,0.001482485369612132,0.6166507882067264,0.3083253941033632
0.5,4.999999999999999,162.76721762560175,1,24.14138581622472,27.594593229224305,0.0723946448282603,0.004287532372729839,0.06810711245553046,0.03405355622776523
0.5,4.999999999999999,162.76721762560175,2,27.594593229224305,31.541750804321904,0.06304215748715762,0.011634030415279844,0.05140812707187778,0.02570406353593889
0.5,4.999999999999999,162.76721762560175,3,31.541750804321904,36.05351365528748,0.053585093537092406,0.02434465414991386,0.029240439387178546,0.014620219693589273
0.5,4.999999999999999,162.76721762560175,4,36.05351365528748,41.21064347239382,0.04527888548339095,0.042036038259789986,0.0032428472236009642,0.0016214236118004821
0.5,4.999999999999999,162.76721762560175,5,41.21064347239382,47.10545417699352,0.03796826944255577,0.06233345363709581,0.024365184194540042,0.012182592097270021
0.5,4.999999999999999,162.76721762560175,6,47.10545417699352,53.84346436393915,0.029548680322433126,0.08699718791840237,0.05744850759596924,0.02872425379798462
0.5,4.999999999999999,162.76721762560175,7,53.84346436393915,61.54528611098124,0.02339149091815199,0.10658798065197293,0.08319648973382095,0.04159824486691047
0.5,4.999999999999999,162.76721762560175,8,61.54528611098124,70.34878396530846,0.017408839442407648,0.12212238177022902,0.10471354232782137,0.05235677116391069
0.5,4.999999999999999,162.76721762560175,9,70.34878396530846,80.41154275363142,0.01230806123873674,0.12864999701498106,0.11634193577624433,0.05817096788812216
0.5,4.999999999999999,162.76721762560175,10,80.41154275363142,91.91368839023166,0.009047649519112844,0.12119284139656579,0.11214519187745295,0.056072595938726474
0.5,4.999999999999999,162.76721762560175,11,91.91368839023166,105.06111217615067,0.006496468961624726,0.10394502434003107,0.09744855537840634,0.04872427768920317
0.5,4.999999999999999,162.76721762560175,12,105.06111217615067,120.0891563052843,0.004236481033034728,0.07909139687009574,0.07485491583706101,0.037427457918530506
0.5,4.999999999999999,162.76721762560175,13,120.0891563052843,137.26682654886946,0.002862815290060298,0.05344766289318947,0.05058484760312917,0.025292423801564583
0.5,4.999999999999999,162.76721762560175,14,137.26682654886946,156.90160752647654,0.00167347635242936,0.030628983969715553,0.028955507617286193,0.014477753808643096
0.5,4.999999999999999,162.76721762560175,15,156.90160752647654,179.34496675806818,0.00106151692342081,0.014103830076151666,0.013042313152730856,0.006521156576365428
0.5,4.999999999999999,162.76721762560175,16,179.34496675806818,204.9986460210415,0.0007311212442821988,0.005211728911730934,0.004480607667448735,0.0022403038337243677
0.5,4.999999999999999,162.76721762560175,17,204.9986460210415,234.3218526291303,0.0004381386700368355,0.0015224747651311453,0.0010843360950943098,0.0005421680475471549
0.5,4.999999999999999,162.76721762560175,18,234.3218526291303,400.0,0.0003929357294731396,0.0003803152173819448,1.2620512091194832e-05,6.310256045597416e-06
