mass_GeV,photon_lifetime_index,photon_ctau_m,photon_N_events,su2_lifetime_index,su2_ctau_m,su2_N_events,D_TV
0.3,0,3.0000000000000004,42039.876177269885,0,3.0000000000000004,305112.9766442093,0.8580947506965343
0.3,0,3.0000000000000004,42039.876177269885,1,3.9434983368143994,179992.7829029946,0.8576230662447515
0.3,0,3.0000000000000004,42039.876177269885,2,5.1837263774859785,105838.95494569323,0.8569338041716502
0.3,0,3.0000000000000004,42039.876177269885,3,6.814005449372293,61999.20066140259,0.856045030956808
0.3,0,3.0000000000000004,42039.876177269885,4,8.957006385547963,36258.69679777422,0.8556403053854365
0.3,0,3.0000000000000004,42039.876177269885,5,11.773979928081449,21096.650825392888,0.8557050556169362
0.3,0,3.0000000000000004,42039.876177269885,6,15.476890088025105,12273.94497708653,0.8552463341503559
0.3,0,3.0000000000000004,42039.876177269885,7,20.34436344039542,7141.630628029952,0.8548518871409333
0.3,0,3.0000000000000004,42039.876177269885,8,26.742654463582337,4145.785207999004,0.855347180011695
0.3,0,3.0000000000000004,42039.876177269885,9,35.153204466379705,2403.4410028267466,0.8546528943173739
0.3,0,3.0000000000000004,42039.876177269885,10,46.208867782288266,1393.466703253645,0.8549891949245755
0.3,0,3.0000000000000004,42039.876177269885,11,60.74153108184345,807.3272470339829,0.8547611818530927
0.3,0,3.0000000000000004,42039.876177269885,12,79.84470893226988,468.40312374854926,0.8545186856265761
0.3,0,3.0000000000000004,42039.876177269885,13,104.95582562594541,270.9201199086895,0.8549718529614277
0.3,0,3.0000000000000004,42039.876177269885,14,137.9643745982992,156.85316448970985,0.8545366656761505
0.3,0,3.0000000000000004,42039.876177269885,15,181.35409392267732,90.8478056532811,0.854534873949936
0.3,0,3.0000000000000004,42039.876177269885,16,238.38985591952,52.632030247578356,0.854522901776738
0.3,0,3.0000000000000004,42039.876177269885,17,313.36333344401726,30.466740767608414,0.8546916545743147
0.3,0,3.0000000000000004,42039.876177269885,18,411.9159280850325,17.640263823726364,0.8546270303522571
0.3,0,3.0000000000000004,42039.876177269885,19,541.4632591035622,10.210375625826991,0.854580018626202
0.3,1,3.8038567214123518,29636.020039344123,0,3.0000000000000004,305112.9766442093,0.8684756933758871
0.3,1,3.8038567214123518,29636.020039344123,1,3.9434983368143994,179992.7829029946,0.86800291464756
0.3,1,3.8038567214123518,29636.020039344123,2,5.1837263774859785,105838.95494569323,0.8673127260323442
0.3,1,3.8038567214123518,29636.020039344123,3,6.814005449372293,61999.20066140259,0.8664237010828597
0.3,1,3.8038567214123518,29636.020039344123,4,8.957006385547963,36258.69679777422,0.8660189755114884
0.3,1,3.8038567214123518,29636.020039344123,5,11.773979928081449,21096.650825392888,0.8660837257429882
0.3,1,3.8038567214123518,29636.020039344123,6,15.476890088025105,12273.94497708653,0.8656250042764079
0.3,1,3.8038567214123518,29636.020039344123,7,20.34436344039542,7141.630628029952,0.8652305572669852
0.3,1,3.8038567214123518,29636.020039344123,8,26.742654463582337,4145.785207999004,0.8657258501377469
0.3,1,3.8038567214123518,29636.020039344123,9,35.153204466379705,2403.4410028267466,0.8650315644434259
0.3,1,3.8038567214123518,29636.020039344123,10,46.208867782288266,1393.466703253645,0.8653678650506275
0.3,1,3.8038567214123518,29636.020039344123,11,60.74153108184345,807.3272470339829,0.8651398519791444
0.3,1,3.8038567214123518,29636.020039344123,12,79.84470893226988,468.40312374854926,0.864897355752628
0.3,1,3.8038567214123518,29636.020039344123,13,104.95582562594541,270.9201199086895,0.8653505230874798
0.3,1,3.8038567214123518,29636.020039344123,14,137.9643745982992,156.85316448970985,0.8649153358022023
0.3,1,3.8038567214123518,29636.020039344123,15,181.35409392267732,90.8478056532811,0.8649135440759881
0.3,1,3.8038567214123518,29636.020039344123,16,238.38985591952,52.632030247578356,0.86490157190279
0.3,1,3.8038567214123518,29636.020039344123,17,313.36333344401726,30.466740767608414,0.8650703247003668
0.3,1,3.8038567214123518,29636.020039344123,18,411.9159280850325,17.640263823726364,0.865005700478309
0.3,1,3.8038567214123518,29636.020039344123,19,541.4632591035622,10.210375625826991,0.8649586887522539
0.3,2,4.823108652344642,20460.943792296115,0,3.0000000000000004,305112.9766442093,0.876490553079862
0.3,2,4.823108652344642,20460.943792296115,1,3.9434983368143994,179992.7829029946,0.8760177743515349
0.3,2,4.823108652344642,20460.943792296115,2,5.1837263774859785,105838.95494569323,0.8753275857363193
0.3,2,4.823108652344642,20460.943792296115,3,6.814005449372293,61999.20066140259,0.8744381159109634
0.3,2,4.823108652344642,20460.943792296115,4,8.957006385547963,36258.69679777422,0.874032768653929
0.3,2,4.823108652344642,20460.943792296115,5,11.773979928081449,21096.650825392888,0.8740972474153196
0.3,2,4.823108652344642,20460.943792296115,6,15.476890088025105,12273.94497708653,0.8736382293568176
0.3,2,4.823108652344642,20460.943792296115,7,20.34436344039542,7141.630628029952,0.873242849308868
0.3,2,4.823108652344642,20460.943792296115,8,26.742654463582337,4145.785207999004,0.8737385762078171
0.3,2,4.823108652344642,20460.943792296115,9,35.153204466379705,2403.4410028267466,0.8730442065869423
0.3,2,4.823108652344642,20460.943792296115,10,46.208867782288266,1393.466703253645,0.8733804056564696
0.3,2,4.823108652344642,20460.943792296115,11,60.74153108184345,807.3272470339829,0.8731523374318418
0.3,2,4.823108652344642,20460.943792296115,12,79.84470893226988,468.40312374854926,0.8729096729382434
0.3,2,4.823108652344642,20460.943792296115,13,104.95582562594541,270.9201199086895,0.8733628992470117
0.3,2,4.823108652344642,20460.943792296115,14,137.9643745982992,156.85316448970985,0.8729276941176588
0.3,2,4.823108652344642,20460.943792296115,15,181.35409392267732,90.8478056532811,0.8729258519069787
0.3,2,4.823108652344642,20460.943792296115,16,238.38985591952,52.632030247578356,0.8729138082919427
0.3,2,4.823108652344642,20460.943792296115,17,313.36333344401726,30.466740767608414,0.8730825494013799
0.3,2,4.823108652344642,20460.943792296115,18,411.9159280850325,17.640263823726364,0.8730178943974873
0.3,2,4.823108652344642,20460.943792296115,19,541.4632591035622,10.210375625826991,0.8729708757721156
0.3,3,6.115471421774413,13918.923980521042,0,3.0000000000000004,305112.9766442093,0.882963074532395
0.3,3,6.115471421774413,13918.923980521042,1,3.9434983368143994,179992.7829029946,0.8824902958040678
0.3,3,6.115471421774413,13918.923980521042,2,5.1837263774859785,105838.95494569323,0.8818001071888522
0.3,3,6.115471421774413,13918.923980521042,3,6.814005449372293,61999.20066140259,0.8809106373634964
0.3,3,6.115471421774413,13918.923980521042,4,8.957006385547963,36258.69679777422,0.8805052901064618
0.3,3,6.115471421774413,13918.923980521042,5,11.773979928081449,21096.650825392888,0.8805697688678527
0.3,3,6.115471421774413,13918.923980521042,6,15.476890088025105,12273.94497708653,0.8801107508093505
0.3,3,6.115471421774413,13918.923980521042,7,20.34436344039542,7141.630628029952,0.8797153707614009
0.3,3,6.115471421774413,13918.923980521042,8,26.742654463582337,4145.785207999004,0.8802110976603499
0.3,3,6.115471421774413,13918.923980521042,9,35.153204466379705,2403.4410028267466,0.8795167280394751
0.3,3,6.115471421774413,13918.923980521042,10,46.208867782288266,1393.466703253645,0.8798529271090028
0.3,3,6.115471421774413,13918.923980521042,11,60.74153108184345,807.3272470339829,0.8796248588843748
0.3,3,6.115471421774413,13918.923980521042,12,79.84470893226988,468.40312374854926,0.8793821943907764
0.3,3,6.115471421774413,13918.923980521042,13,104.95582562594541,270.9201199086895,0.8798354206995447
0.3,3,6.115471421774413,13918.923980521042,14,137.9643745982992,156.85316448970985,0.8794002155701917
0.3,3,6.115471421774413,13918.923980521042,15,181.35409392267732,90.8478056532811,0.8793983733595117
0.3,3,6.115471421774413,13918.923980521042,16,238.38985591952,52.632030247578356,0.8793863297444755
0.3,3,6.115471421774413,13918.923980521042,17,313.36333344401726,30.466740767608414,0.8795550708539128
0.3,3,6.115471421774413,13918.923980521042,18,411.9159280850325,17.640263823726364,0.8794904158500205
0.3,3,6.115471421774413,13918.923980521042,19,541.4632591035622,10.210375625826991,0.8794433972246486
0.3,4,7.7541256907739164,9309.239031653331,0,3.0000000000000004,305112.9766442093,0.8877653385775042
0.3,4,7.7541256907739164,9309.239031653331,1,3.9434983368143994,179992.7829029946,0.8872925598491769
0.3,4,7.7541256907739164,9309.239031653331,2,5.1837263774859785,105838.95494569323,0.8866023712339615
0.3,4,7.7541256907739164,9309.239031653331,3,6.814005449372293,61999.20066140259,0.8857129014086056
0.3,4,7.7541256907739164,9309.239031653331,4,8.957006385547963,36258.69679777422,0.885307554151571
0.3,4,7.7541256907739164,9309.239031653331,5,11.773979928081449,21096.650825392888,0.8853720329129618
0.3,4,7.7541256907739164,9309.239031653331,6,15.476890088025105,12273.94497708653,0.8849130148544597
0.3,4,7.7541256907739164,9309.239031653331,7,20.34436344039542,7141.630628029952,0.8845176348065101
0.3,4,7.7541256907739164,9309.239031653331,8,26.742654463582337,4145.785207999004,0.885013361705459
0.3,4,7.7541256907739164,9309.239031653331,9,35.153204466379705,2403.4410028267466,0.8843189920845844
0.3,4,7.7541256907739164,9309.239031653331,10,46.208867782288266,1393.466703253645,0.8846551911541117
0.3,4,7.7541256907739164,9309.239031653331,11,60.74153108184345,807.3272470339829,0.884427122929484
0.3,4,7.7541256907739164,9309.239031653331,12,79.84470893226988,468.40312374854926,0.8841844584358856
0.3,4,7.7541256907739164,9309.239031653331,13,104.95582562594541,270.9201199086895,0.8846376847446539
0.3,4,7.7541256907739164,9309.239031653331,14,137.9643745982992,156.85316448970985,0.8842024796153009
0.3,4,7.7541256907739164,9309.239031653331,15,181.35409392267732,90.8478056532811,0.884200637404621
0.3,4,7.7541256907739164,9309.239031653331,16,238.38985591952,52.632030247578356,0.8841885937895846
0.3,4,7.7541256907739164,9309.239031653331,17,313.36333344401726,30.466740767608414,0.884357334899022
0.3,4,7.7541256907739164,9309.239031653331,18,411.9159280850325,17.640263823726364,0.8842926798951296
0.3,4,7.7541256907739164,9309.239031653331,19,541.4632591035622,10.210375625826991,0.8842456612697577
0.3,5,9.831861042508852,6150.7895405807885,0,3.0000000000000004,305112.9766442093,0.8917311890649312
0.3,5,9.831861042508852,6150.7895405807885,1,3.9434983368143994,179992.7829029946,0.8912584103366041
0.3,5,9.831861042508852,6150.7895405807885,2,5.1837263774859785,105838.95494569323,0.8905682217213884
0.3,5,9.831861042508852,6150.7895405807885,3,6.814005449372293,61999.20066140259,0.8896787518960325
0.3,5,9.831861042508852,6150.7895405807885,4,8.957006385547963,36258.69679777422,0.8892734046389982
0.3,5,9.831861042508852,6150.7895405807885,5,11.773979928081449,21096.650825392888,0.889337883400389
0.3,5,9.831861042508852,6150.7895405807885,6,15.476890088025105,12273.94497708653,0.8888788653418866
0.3,5,9.831861042508852,6150.7895405807885,7,20.34436344039542,7141.630628029952,0.8884834852939371
0.3,5,9.831861042508852,6150.7895405807885,8,26.742654463582337,4145.785207999004,0.8889792121928861
0.3,5,9.831861042508852,6150.7895405807885,9,35.153204466379705,2403.4410028267466,0.8882848425720117
0.3,5,9.831861042508852,6150.7895405807885,10,46.208867782288266,1393.466703253645,0.8886210416415388
0.3,5,9.831861042508852,6150.7895405807885,11,60.74153108184345,807.3272470339829,0.8883929734169109
0.3,5,9.831861042508852,6150.7895405807885,12,79.84470893226988,468.40312374854926,0.8881503089233127
0.3,5,9.831861042508852,6150.7895405807885,13,104.95582562594541,270.9201199086895,0.8886035352320809
0.3,5,9.831861042508852,6150.7895405807885,14,137.9643745982992,156.85316448970985,0.888168330102728
0.3,5,9.831861042508852,6150.7895405807885,15,181.35409392267732,90.8478056532811,0.888166487892048
0.3,5,9.831861042508852,6150.7895405807885,16,238.38985591952,52.632030247578356,0.8881544442770117
0.3,5,9.831861042508852,6150.7895405807885,17,313.36333344401726,30.466740767608414,0.8883231853864489
0.3,5,9.831861042508852,6150.7895405807885,18,411.9159280850325,17.640263823726364,0.8882585303825565
0.3,5,9.831861042508852,6150.7895405807885,19,541.4632591035622,10.210375625826991,0.8882115117571847
0.3,6,12.466330236846515,4037.3795659716616,0,3.0000000000000004,305112.9766442093,0.8950918825147547
0.3,6,12.466330236846515,4037.3795659716616,1,3.9434983368143994,179992.7829029946,0.8946191037864274
0.3,6,12.466330236846515,4037.3795659716616,2,5.1837263774859785,105838.95494569323,0.8939289151712119
0.3,6,12.466330236846515,4037.3795659716616,3,6.814005449372293,61999.20066140259,0.893039445345856
0.3,6,12.466330236846515,4037.3795659716616,4,8.957006385547963,36258.69679777422,0.8926340980888214
0.3,6,12.466330236846515,4037.3795659716616,5,11.773979928081449,21096.650825392888,0.8926985768502125
0.3,6,12.466330236846515,4037.3795659716616,6,15.476890088025105,12273.94497708653,0.8922395587917101
0.3,6,12.466330236846515,4037.3795659716616,7,20.34436344039542,7141.630628029952,0.8918441787437605
0.3,6,12.466330236846515,4037.3795659716616,8,26.742654463582337,4145.785207999004,0.8923399056427096
0.3,6,12.466330236846515,4037.3795659716616,9,35.153204466379705,2403.4410028267466,0.8916455360218348
0.3,6,12.466330236846515,4037.3795659716616,10,46.208867782288266,1393.466703253645,0.891981735091362
0.3,6,12.466330236846515,4037.3795659716616,11,60.74153108184345,807.3272470339829,0.8917536668667345
0.3,6,12.466330236846515,4037.3795659716616,12,79.84470893226988,468.40312374854926,0.8915110023731362
0.3,6,12.466330236846515,4037.3795659716616,13,104.95582562594541,270.9201199086895,0.8919642286819045
0.3,6,12.466330236846515,4037.3795659716616,14,137.9643745982992,156.85316448970985,0.8915290235525515
0.3,6,12.466330236846515,4037.3795659716616,15,181.35409392267732,90.8478056532811,0.8915271813418715
0.3,6,12.466330236846515,4037.3795659716616,16,238.38985591952,52.632030247578356,0.8915151377268353
0.3,6,12.466330236846515,4037.3795659716616,17,313.36333344401726,30.466740767608414,0.8916838788362723
0.3,6,12.466330236846515,4037.3795659716616,18,411.9159280850325,17.640263823726364,0.8916192238323802
0.3,6,12.466330236846515,4037.3795659716616,19,541.4632591035622,10.210375625826991,0.8915722052070083
0.3,7,15.806711354258216,2609.6168075034666,0,3.0000000000000004,305112.9766442093,0.897363092715247
0.3,7,15.806711354258216,2609.6168075034666,1,3.9434983368143994,179992.7829029946,0.8968903139869198
0.3,7,15.806711354258216,2609.6168075034666,2,5.1837263774859785,105838.95494569323,0.8962001253717041
0.3,7,15.806711354258216,2609.6168075034666,3,6.814005449372293,61999.20066140259,0.8953106555463481
0.3,7,15.806711354258216,2609.6168075034666,4,8.957006385547963,36258.69679777422,0.8949053082893138
0.3,7,15.806711354258216,2609.6168075034666,5,11.773979928081449,21096.650825392888,0.8949697870507047
0.3,7,15.806711354258216,2609.6168075034666,6,15.476890088025105,12273.94497708653,0.8945107689922023
0.3,7,15.806711354258216,2609.6168075034666,7,20.34436344039542,7141.630628029952,0.8941153889442528
0.3,7,15.806711354258216,2609.6168075034666,8,26.742654463582337,4145.785207999004,0.8946111158432019
0.3,7,15.806711354258216,2609.6168075034666,9,35.153204466379705,2403.4410028267466,0.8939167462223273
0.3,7,15.806711354258216,2609.6168075034666,10,46.208867782288266,1393.466703253645,0.8942529452918544
0.3,7,15.806711354258216,2609.6168075034666,11,60.74153108184345,807.3272470339829,0.8940248770672266
0.3,7,15.806711354258216,2609.6168075034666,12,79.84470893226988,468.40312374854926,0.8937822125736284
0.3,7,15.806711354258216,2609.6168075034666,13,104.95582562594541,270.9201199086895,0.8942354388823965
0.3,7,15.806711354258216,2609.6168075034666,14,137.9643745982992,156.85316448970985,0.8938002337530436
0.3,7,15.806711354258216,2609.6168075034666,15,181.35409392267732,90.8478056532811,0.8937983915423638
0.3,7,15.806711354258216,2609.6168075034666,16,238.38985591952,52.632030247578356,0.8937863479273276
0.3,7,15.806711354258216,2609.6168075034666,17,313.36333344401726,30.466740767608414,0.8939550890367647
0.3,7,15.806711354258216,2609.6168075034666,18,411.9159280850325,17.640263823726364,0.8938904340328723
0.3,7,15.806711354258216,2609.6168075034666,19,541.4632591035622,10.210375625826991,0.8938434154075006
0.3,8,20.04215507610668,1674.5468999946752,0,3.0000000000000004,305112.9766442093,0.8990872336836239
0.3,8,20.04215507610668,1674.5468999946752,1,3.9434983368143994,179992.7829029946,0.8986144549552966
0.3,8,20.04215507610668,1674.5468999946752,2,5.1837263774859785,105838.95494569323,0.8979242663400809
0.3,8,20.04215507610668,1674.5468999946752,3,6.814005449372293,61999.20066140259,0.897034796514725
0.3,8,20.04215507610668,1674.5468999946752,4,8.957006385547963,36258.69679777422,0.8966294492576906
0.3,8,20.04215507610668,1674.5468999946752,5,11.773979928081449,21096.650825392888,0.8966939280190814
0.3,8,20.04215507610668,1674.5468999946752,6,15.476890088025105,12273.94497708653,0.896234909960579
0.3,8,20.04215507610668,1674.5468999946752,7,20.34436344039542,7141.630628029952,0.8958395299126297
0.3,8,20.04215507610668,1674.5468999946752,8,26.742654463582337,4145.785207999004,0.8963352568115786
0.3,8,20.04215507610668,1674.5468999946752,9,35.153204466379705,2403.4410028267466,0.895640887190704
0.3,8,20.04215507610668,1674.5468999946752,10,46.208867782288266,1393.466703253645,0.8959770862602313
0.3,8,20.04215507610668,1674.5468999946752,11,60.74153108184345,807.3272470339829,0.8957490180356034
0.3,8,20.04215507610668,1674.5468999946752,12,79.84470893226988,468.40312374854926,0.8955526041657551
0.3,8,20.04215507610668,1674.5468999946752,13,104.95582562594541,270.9201199086895,0.8959595798507733
0.3,8,20.04215507610668,1674.5468999946752,14,137.9643745982992,156.85316448970985,0.8955243747214204
0.3,8,20.04215507610668,1674.5468999946752,15,181.35409392267732,90.8478056532811,0.8956723808637387
0.3,8,20.04215507610668,1674.5468999946752,16,238.38985591952,52.632030247578356,0.8956243774798618
0.3,8,20.04215507610668,1674.5468999946752,17,313.36333344401726,30.466740767608414,0.8956792300051415
0.3,8,20.04215507610668,1674.5468999946752,18,411.9159280850325,17.640263823726364,0.895676928191053
0.3,8,20.04215507610668,1674.5468999946752,19,541.4632591035622,10.210375625826991,0.8955675563758774
0.3,9,25.41249543261236,1070.4981565003814,0,3.0000000000000004,305112.9766442093,0.9006596495706225
0.3,9,25.41249543261236,1070.4981565003814,1,3.9434983368143994,179992.7829029946,0.9001868708422952
0.3,9,25.41249543261236,1070.4981565003814,2,5.1837263774859785,105838.95494569323,0.8994966822270798
0.3,9,25.41249543261236,1070.4981565003814,3,6.814005449372293,61999.20066140259,0.8986072124017238
0.3,9,25.41249543261236,1070.4981565003814,4,8.957006385547963,36258.69679777422,0.8982018651446894
0.3,9,25.41249543261236,1070.4981565003814,5,11.773979928081449,21096.650825392888,0.8983022167551701
0.3,9,25.41249543261236,1070.4981565003814,6,15.476890088025105,12273.94497708653,0.8979861818955605
0.3,9,25.41249543261236,1070.4981565003814,7,20.34436344039542,7141.630628029952,0.897890366603647
0.3,9,25.41249543261236,1070.4981565003814,8,26.742654463582337,4145.785207999004,0.8979076726985774
0.3,9,25.41249543261236,1070.4981565003814,9,35.153204466379705,2403.4410028267466,0.8976417925313954
0.3,9,25.41249543261236,1070.4981565003814,10,46.208867782288266,1393.466703253645,0.8978871219533389
0.3,9,25.41249543261236,1070.4981565003814,11,60.74153108184345,807.3272470339829,0.8976781020865802
0.3,9,25.41249543261236,1070.4981565003814,12,79.84470893226988,468.40312374854926,0.8976667609669795
0.3,9,25.41249543261236,1070.4981565003814,13,104.95582562594541,270.9201199086895,0.897776123444834
0.3,9,25.41249543261236,1070.4981565003814,14,137.9643745982992,156.85316448970985,0.8976326987091294
0.3,9,25.41249543261236,1070.4981565003814,15,181.35409392267732,90.8478056532811,0.8977865376649627
0.3,9,25.41249543261236,1070.4981565003814,16,238.38985591952,52.632030247578356,0.8977385342810861
0.3,9,25.41249543261236,1070.4981565003814,17,313.36333344401726,30.466740767608414,0.8976265914707046
0.3,9,25.41249543261236,1070.4981565003814,18,411.9159280850325,17.640263823726364,0.8977910849922771
0.3,9,25.41249543261236,1070.4981565003814,19,541.4632591035622,10.210375625826991,0.8975700399484848
0.3,10,32.221830519734404,680.3954117285898,0,3.0000000000000004,305112.9766442093,0.9019046080320785
0.3,10,32.221830519734404,680.3954117285898,1,3.9434983368143994,179992.7829029946,0.9014318293037517
0.3,10,32.221830519734404,680.3954117285898,2,5.1837263774859785,105838.95494569323,0.9007416406885359
0.3,10,32.221830519734404,680.3954117285898,3,6.814005449372293,61999.20066140259,0.8999331474259946
0.3,10,32.221830519734404,680.3954117285898,4,8.957006385547963,36258.69679777422,0.8997472721385094
0.3,10,32.221830519734404,680.3954117285898,5,11.773979928081449,21096.650825392888,0.8999035583567685
0.3,10,32.221830519734404,680.3954117285898,6,15.476890088025105,12273.94497708653,0.8995875234971589
0.3,10,32.221830519734404,680.3954117285898,7,20.34436344039542,7141.630628029952,0.8994917082052453
0.3,10,32.221830519734404,680.3954117285898,8,26.742654463582337,4145.785207999004,0.8995089481363285
0.3,10,32.221830519734404,680.3954117285898,9,35.153204466379705,2403.4410028267466,0.8992431341329937
0.3,10,32.221830519734404,680.3954117285898,10,46.208867782288266,1393.466703253645,0.8994884635549373
0.3,10,32.221830519734404,680.3954117285898,11,60.74153108184345,807.3272470339829,0.8992794436881786
0.3,10,32.221830519734404,680.3954117285898,12,79.84470893226988,468.40312374854926,0.8992681025685779
0.3,10,32.221830519734404,680.3954117285898,13,104.95582562594541,270.9201199086895,0.8993774650464323
0.3,10,32.221830519734404,680.3954117285898,14,137.9643745982992,156.85316448970985,0.8992340403107276
0.3,10,32.221830519734404,680.3954117285898,15,181.35409392267732,90.8478056532811,0.899387879266561
0.3,10,32.221830519734404,680.3954117285898,16,238.38985591952,52.632030247578356,0.8993398758826844
0.3,10,32.221830519734404,680.3954117285898,17,313.36333344401726,30.466740767608414,0.8992279330723029
0.3,10,32.221830519734404,680.3954117285898,18,411.9159280850325,17.640263823726364,0.8993924265938756
0.3,10,32.221830519734404,680.3954117285898,19,541.4632591035622,10.210375625826991,0.8991713815500831
0.3,11,40.85574219956714,429.3595967169982,0,3.0000000000000004,305112.9766442093,0.9027393430814219
0.3,11,40.85574219956714,429.3595967169982,1,3.9434983368143994,179992.7829029946,0.9022665643530949
0.3,11,40.85574219956714,429.3595967169982,2,5.1837263774859785,105838.95494569323,0.9015763757378792
0.3,11,40.85574219956714,429.3595967169982,3,6.814005449372293,61999.20066140259,0.9010170308792695
0.3,11,40.85574219956714,429.3595967169982,4,8.957006385547963,36258.69679777422,0.9008311555917844
0.3,11,40.85574219956714,429.3595967169982,5,11.773979928081449,21096.650825392888,0.9009874418100434
0.3,11,40.85574219956714,429.3595967169982,6,15.476890088025105,12273.94497708653,0.9006714069504339
0.3,11,40.85574219956714,429.3595967169982,7,20.34436344039542,7141.630628029952,0.9005755916585205
0.3,11,40.85574219956714,429.3595967169982,8,26.742654463582337,4145.785207999004,0.9005928315896036
0.3,11,40.85574219956714,429.3595967169982,9,35.153204466379705,2403.4410028267466,0.9003270175862688
0.3,11,40.85574219956714,429.3595967169982,10,46.208867782288266,1393.466703253645,0.9005723470082123
0.3,11,40.85574219956714,429.3595967169982,11,60.74153108184345,807.3272470339829,0.9003633271414536
0.3,11,40.85574219956714,429.3595967169982,12,79.84470893226988,468.40312374854926,0.9003519860218528
0.3,11,40.85574219956714,429.3595967169982,13,104.95582562594541,270.9201199086895,0.9004613484997073
0.3,11,40.85574219956714,429.3595967169982,14,137.9643745982992,156.85316448970985,0.9003179237640027
0.3,11,40.85574219956714,429.3595967169982,15,181.35409392267732,90.8478056532811,0.900471762719836
0.3,11,40.85574219956714,429.3595967169982,16,238.38985591952,52.632030247578356,0.9004237593359593
0.3,11,40.85574219956714,429.3595967169982,17,313.36333344401726,30.466740767608414,0.900311816525578
0.3,11,40.85574219956714,429.3595967169982,18,411.9159280850325,17.640263823726364,0.9004763100471506
0.3,11,40.85574219956714,429.3595967169982,19,541.4632591035622,10.210375625826991,0.9002552650033582
0.3,12,51.80312985803788,271.3612740229137,0,3.0000000000000004,305112.9766442093,0.9035681338330777
0.3,12,51.80312985803788,271.3612740229137,1,3.9434983368143994,179992.7829029946,0.9030953551047505
0.3,12,51.80312985803788,271.3612740229137,2,5.1837263774859785,105838.95494569323,0.9026614740395894
0.3,12,51.80312985803788,271.3612740229137,3,6.814005449372293,61999.20066140259,0.9021510132667852
0.3,12,51.80312985803788,271.3612740229137,4,8.957006385547963,36258.69679777422,0.9019651379792998
0.3,12,51.80312985803788,271.3612740229137,5,11.773979928081449,21096.650825392888,0.9021214241975588
0.3,12,51.80312985803788,271.3612740229137,6,15.476890088025105,12273.94497708653,0.9018053893379491
0.3,12,51.80312985803788,271.3612740229137,7,20.34436344039542,7141.630628029952,0.9017095740460357
0.3,12,51.80312985803788,271.3612740229137,8,26.742654463582337,4145.785207999004,0.9017268139771188
0.3,12,51.80312985803788,271.3612740229137,9,35.153204466379705,2403.4410028267466,0.9014609999737843
0.3,12,51.80312985803788,271.3612740229137,10,46.208867782288266,1393.466703253645,0.9017063293957276
0.3,12,51.80312985803788,271.3612740229137,11,60.74153108184345,807.3272470339829,0.9014973095289688
0.3,12,51.80312985803788,271.3612740229137,12,79.84470893226988,468.40312374854926,0.9014859684093682
