mass_GeV,photon_lifetime_index,photon_ctau_m,photon_N_events,su2_lifetime_index,su2_ctau_m,su2_N_events,D_TV
1.05,0,10.5,12.940166274848433,0,10.5,1559.587498585852,0.5464421847161461
1.05,0,10.5,12.940166274848433,1,12.013892726046072,1204.752024539538,0.5455366698771447
1.05,0,10.5,12.940166274848433,2,13.74605889837549,928.2834887422221,0.5436243737217333
1.05,0,10.5,12.940166274848433,3,15.727969239142302,714.3666099122523,0.5426409466468354
1.05,0,10.5,12.940166274848433,4,17.995631927391237,550.6483236017118,0.5412825412097865
1.05,0,10.5,12.940166274848433,5,20.59024681077029,422.37682322911616,0.5412880332058996
1.05,0,10.5,12.940166274848433,6,23.558953941657748,325.0188815167174,0.5403173803231887
1.05,0,10.5,12.940166274848433,7,26.95569003742252,249.59669988277747,0.5383796758865022
1.05,0,10.5,12.940166274848433,8,30.842168425346934,191.40588660068764,0.5399864494594401
1.05,0,10.5,12.940166274848433,9,35.28900027626318,146.56671371043316,0.5381483220636233
1.05,0,10.5,12.940166274848433,10,40.376977497946264,112.34820240626834,0.5382164329931024
1.05,0,10.5,12.940166274848433,11,46.19854059640977,86.045196140133,0.5373825755762549
1.05,0,10.5,12.940166274848433,12,52.85945817382395,66.01027413381584,0.5364821437192254
1.05,0,10.5,12.940166274848433,13,60.48074857687998,50.49502469853122,0.536491672067135
1.05,0,10.5,12.940166274848433,14,69.20087860891422,38.62785785639561,0.5364837126800805
1.05,0,10.5,12.940166274848433,15,79.17827925291732,29.481212873640015,0.5366486793304847
1.05,0,10.5,12.940166274848433,16,90.5942241121398,22.57328816067527,0.5372209696050301
1.05,0,10.5,12.940166274848433,17,103.65612286501181,17.28880203845392,0.5359368674885265
1.05,0,10.5,12.940166274848433,18,118.60128957124793,13.208327560407058,0.5370244913534388
1.05,0,10.5,12.940166274848433,19,135.70125429330454,10.105463607517459,0.5358399636443427
1.05,1,10.578886748946001,12.778478307446631,0,10.5,1559.587498585852,0.5471173027236597
1.05,1,10.578886748946001,12.778478307446631,1,12.013892726046072,1204.752024539538,0.5462117878846585
1.05,1,10.578886748946001,12.778478307446631,2,13.74605889837549,928.2834887422221,0.5442994917292471
1.05,1,10.578886748946001,12.778478307446631,3,15.727969239142302,714.3666099122523,0.5433160646543492
1.05,1,10.578886748946001,12.778478307446631,4,17.995631927391237,550.6483236017118,0.5419576592173002
1.05,1,10.578886748946001,12.778478307446631,5,20.59024681077029,422.37682322911616,0.5419631512134131
1.05,1,10.578886748946001,12.778478307446631,6,23.558953941657748,325.0188815167174,0.5409924983307024
1.05,1,10.578886748946001,12.778478307446631,7,26.95569003742252,249.59669988277747,0.5390547938940157
1.05,1,10.578886748946001,12.778478307446631,8,30.842168425346934,191.40588660068764,0.5406615674669536
1.05,1,10.578886748946001,12.778478307446631,9,35.28900027626318,146.56671371043316,0.5388234400711369
1.05,1,10.578886748946001,12.778478307446631,10,40.376977497946264,112.34820240626834,0.5388915510006161
1.05,1,10.578886748946001,12.778478307446631,11,46.19854059640977,86.045196140133,0.5380576935837686
1.05,1,10.578886748946001,12.778478307446631,12,52.85945817382395,66.01027413381584,0.537157261726739
1.05,1,10.578886748946001,12.778478307446631,13,60.48074857687998,50.49502469853122,0.5371667900746486
1.05,1,10.578886748946001,12.778478307446631,14,69.20087860891422,38.62785785639561,0.5371588306875942
1.05,1,10.578886748946001,12.778478307446631,15,79.17827925291732,29.481212873640015,0.5373237973379983
1.05,1,10.578886748946001,12.778478307446631,16,90.5942241121398,22.57328816067527,0.5378960876125437
1.05,1,10.578886748946001,12.778478307446631,17,103.65612286501181,17.28880203845392,0.5366119854960401
1.05,1,10.578886748946001,12.778478307446631,18,118.60128957124793,13.208327560407058,0.5376996093609525
1.05,1,10.578886748946001,12.778478307446631,19,135.70125429330454,10.105463607517459,0.5365150816518566
1.05,2,10.658366175907164,12.602269846079135,0,10.5,1559.587498585852,0.5472181355664437
1.05,2,10.658366175907164,12.602269846079135,1,12.013892726046072,1204.752024539538,0.5463126207274425
1.05,2,10.658366175907164,12.602269846079135,2,13.74605889837549,928.2834887422221,0.544400324572031
1.05,2,10.658366175907164,12.602269846079135,3,15.727969239142302,714.3666099122523,0.5434168974971332
1.05,2,10.658366175907164,12.602269846079135,4,17.995631927391237,550.6483236017118,0.5420584920600842
1.05,2,10.658366175907164,12.602269846079135,5,20.59024681077029,422.37682322911616,0.5420639840561973
1.05,2,10.658366175907164,12.602269846079135,6,23.558953941657748,325.0188815167174,0.5410933311734863
1.05,2,10.658366175907164,12.602269846079135,7,26.95569003742252,249.59669988277747,0.5391556267368001
1.05,2,10.658366175907164,12.602269846079135,8,30.842168425346934,191.40588660068764,0.5407624003097379
1.05,2,10.658366175907164,12.602269846079135,9,35.28900027626318,146.56671371043316,0.538924272913921
1.05,2,10.658366175907164,12.602269846079135,10,40.376977497946264,112.34820240626834,0.5389923838434003
1.05,2,10.658366175907164,12.602269846079135,11,46.19854059640977,86.045196140133,0.5381585264265526
1.05,2,10.658366175907164,12.602269846079135,12,52.85945817382395,66.01027413381584,0.5372580945695232
1.05,2,10.658366175907164,12.602269846079135,13,60.48074857687998,50.49502469853122,0.5372676229174327
1.05,2,10.658366175907164,12.602269846079135,14,69.20087860891422,38.62785785639561,0.5372596635303782
1.05,2,10.658366175907164,12.602269846079135,15,79.17827925291732,29.481212873640015,0.5374246301807822
1.05,2,10.658366175907164,12.602269846079135,16,90.5942241121398,22.57328816067527,0.5379969204553279
1.05,2,10.658366175907164,12.602269846079135,17,103.65612286501181,17.28880203845392,0.5367128183388242
1.05,2,10.658366175907164,12.602269846079135,18,118.60128957124793,13.208327560407058,0.5378004422037365
1.05,2,10.658366175907164,12.602269846079135,19,135.70125429330454,10.105463607517459,0.5366159144946406
1.05,3,10.738442733687481,12.430499064418186,0,10.5,1559.587498585852,0.5469951904811649
1.05,3,10.738442733687481,12.430499064418186,1,12.013892726046072,1204.752024539538,0.5460896756421636
1.05,3,10.738442733687481,12.430499064418186,2,13.74605889837549,928.2834887422221,0.5441773794867523
1.05,3,10.738442733687481,12.430499064418186,3,15.727969239142302,714.3666099122523,0.5431939524118542
1.05,3,10.738442733687481,12.430499064418186,4,17.995631927391237,550.6483236017118,0.5418355469748054
1.05,3,10.738442733687481,12.430499064418186,5,20.59024681077029,422.37682322911616,0.5418410389709184
1.05,3,10.738442733687481,12.430499064418186,6,23.558953941657748,325.0188815167174,0.5408703860882075
1.05,3,10.738442733687481,12.430499064418186,7,26.95569003742252,249.59669988277747,0.538932681651521
1.05,3,10.738442733687481,12.430499064418186,8,30.842168425346934,191.40588660068764,0.5405394552244588
1.05,3,10.738442733687481,12.430499064418186,9,35.28900027626318,146.56671371043316,0.5387013278286421
1.05,3,10.738442733687481,12.430499064418186,10,40.376977497946264,112.34820240626834,0.5387694387581213
1.05,3,10.738442733687481,12.430499064418186,11,46.19854059640977,86.045196140133,0.5379355813412738
1.05,3,10.738442733687481,12.430499064418186,12,52.85945817382395,66.01027413381584,0.5370351494842442
1.05,3,10.738442733687481,12.430499064418186,13,60.48074857687998,50.49502469853122,0.5370446778321538
1.05,3,10.738442733687481,12.430499064418186,14,69.20087860891422,38.62785785639561,0.5370367184450991
1.05,3,10.738442733687481,12.430499064418186,15,79.17827925291732,29.481212873640015,0.5372016850955035
1.05,3,10.738442733687481,12.430499064418186,16,90.5942241121398,22.57328816067527,0.5377739753700488
1.05,3,10.738442733687481,12.430499064418186,17,103.65612286501181,17.28880203845392,0.5364898732535454
1.05,3,10.738442733687481,12.430499064418186,18,118.60128957124793,13.208327560407058,0.5375774971184576
1.05,3,10.738442733687481,12.430499064418186,19,135.70125429330454,10.105463607517459,0.5363929694093617
1.05,4,10.81912090854495,12.2611629452126,0,10.5,1559.587498585852,0.5474934287979846
1.05,4,10.81912090854495,12.2611629452126,1,12.013892726046072,1204.752024539538,0.5465879139589831
1.05,4,10.81912090854495,12.2611629452126,2,13.74605889837549,928.2834887422221,0.5446756178035717
1.05,4,10.81912090854495,12.2611629452126,3,15.727969239142302,714.3666099122523,0.5436921907286739
1.05,4,10.81912090854495,12.2611629452126,4,17.995631927391237,550.6483236017118,0.5423337852916249
1.05,4,10.81912090854495,12.2611629452126,5,20.59024681077029,422.37682322911616,0.542339277287738
1.05,4,10.81912090854495,12.2611629452126,6,23.558953941657748,325.0188815167174,0.5413686244050271
1.05,4,10.81912090854495,12.2611629452126,7,26.95569003742252,249.59669988277747,0.5394309199683405
1.05,4,10.81912090854495,12.2611629452126,8,30.842168425346934,191.40588660068764,0.5410376935412784
1.05,4,10.81912090854495,12.2611629452126,9,35.28900027626318,146.56671371043316,0.5391995661454618
1.05,4,10.81912090854495,12.2611629452126,10,40.376977497946264,112.34820240626834,0.539267677074941
1.05,4,10.81912090854495,12.2611629452126,11,46.19854059640977,86.045196140133,0.5384338196580933
1.05,4,10.81912090854495,12.2611629452126,12,52.85945817382395,66.01027413381584,0.5375333878010639
1.05,4,10.81912090854495,12.2611629452126,13,60.48074857687998,50.49502469853122,0.5375429161489732
1.05,4,10.81912090854495,12.2611629452126,14,69.20087860891422,38.62785785639561,0.5375349567619189
1.05,4,10.81912090854495,12.2611629452126,15,79.17827925291732,29.481212873640015,0.537699923412323
1.05,4,10.81912090854495,12.2611629452126,16,90.5942241121398,22.57328816067527,0.5382722136868684
1.05,4,10.81912090854495,12.2611629452126,17,103.65612286501181,17.28880203845392,0.536988111570365
1.05,4,10.81912090854495,12.2611629452126,18,118.60128957124793,13.208327560407058,0.538075735435277
1.05,4,10.81912090854495,12.2611629452126,19,135.70125429330454,10.105463607517459,0.5368912077261812
1.05,5,10.900405220442927,12.098023618240555,0,10.5,1559.587498585852,0.5476192766440562
1.05,5,10.900405220442927,12.098023618240555,1,12.013892726046072,1204.752024539538,0.5467137618050548
1.05,5,10.900405220442927,12.098023618240555,2,13.74605889837549,928.2834887422221,0.5448014656496433
1.05,5,10.900405220442927,12.098023618240555,3,15.727969239142302,714.3666099122523,0.5438180385747456
1.05,5,10.900405220442927,12.098023618240555,4,17.995631927391237,550.6483236017118,0.5424596331376965
1.05,5,10.900405220442927,12.098023618240555,5,20.59024681077029,422.37682322911616,0.5424651251338096
1.05,5,10.900405220442927,12.098023618240555,6,23.558953941657748,325.0188815167174,0.5414944722510988
1.05,5,10.900405220442927,12.098023618240555,7,26.95569003742252,249.59669988277747,0.5395567678144122
1.05,5,10.900405220442927,12.098023618240555,8,30.842168425346934,191.40588660068764,0.54116354138735
1.05,5,10.900405220442927,12.098023618240555,9,35.28900027626318,146.56671371043316,0.5393254139915333
1.05,5,10.900405220442927,12.098023618240555,10,40.376977497946264,112.34820240626834,0.5393935249210126
