mass_GeV,photon_ctau_m,su2_ctau_m,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,absolute_probability_difference,D_TV_bin_contribution
0.9,9.000000000000002,139.10878977701455,0,0.9,27.353965781033647,0.3822031848329663,0.003544507299025049,0.3786586775339412,0.1893293387669706
0.9,9.000000000000002,139.10878977701455,1,27.353965781033647,30.901292785480532,0.0829690586341909,0.006704845507660729,0.07626421312653017,0.038132106563265086
0.9,9.000000000000002,139.10878977701455,2,30.901292785480532,34.908645549161314,0.08033701905877512,0.015023590805318444,0.06531342825345668,0.03265671412672834
0.9,9.000000000000002,139.10878977701455,3,34.908645549161314,39.43568130099609,0.07841121035685643,0.027278771538825387,0.05113243881803104,0.02556621940901552
0.9,9.000000000000002,139.10878977701455,4,39.43568130099609,44.54979376050573,0.07136029956239028,0.04342577875337766,0.027934520809012618,0.013967260404506309
0.9,9.000000000000002,139.10878977701455,5,44.54979376050573,50.327116424218204,0.06506136289457741,0.06242180640792031,0.002639556486657098,0.001319778243328549
0.9,9.000000000000002,139.10878977701455,6,50.327116424218204,56.85365596063,0.05457193915281795,0.0829339121339518,0.028361972981133854,0.014180986490566927
0.9,9.000000000000002,139.10878977701455,7,56.85365596063,64.2265725865078,0.04620724953899654,0.09994740100889662,0.053740151469900084,0.026870075734950042
0.9,9.000000000000002,139.10878977701455,8,64.2265725865078,72.55562648541846,0.03675093742248563,0.11553281804046316,0.07878188061797753,0.039390940308988764
0.9,9.000000000000002,139.10878977701455,9,72.55562648541846,81.96481180123634,0.028094966431295856,0.11927859765758732,0.09118363122629146,0.04559181561314573
0.9,9.000000000000002,139.10878977701455,10,81.96481180123634,92.59420253179483,0.02194814194443632,0.1155843502282614,0.09363620828382507,0.04681810414191254
0.9,9.000000000000002,139.10878977701455,11,92.59420253179483,104.60203780239394,0.01649258669233528,0.10191836864472567,0.0854257819523904,0.0427128909761952
0.9,9.000000000000002,139.10878977701455,12,104.60203780239394,118.16707756251117,0.012093405021689941,0.08017282867146361,0.06807942364977367,0.03403971182488683
0.9,9.000000000000002,139.10878977701455,13,118.16707756251117,133.4912637748339,0.008589969167136868,0.05756629271477704,0.04897632354764017,0.024488161773820086
0.9,9.000000000000002,139.10878977701455,14,133.4912637748339,150.80272671358435,0.005227451886010067,0.036320970396455314,0.03109351851044525,0.015546759255222625
0.9,9.000000000000002,139.10878977701455,15,150.80272671358435,170.35918112672243,0.0036334958164545026,0.019562159073277945,0.015928663256823444,0.007964331628411722
0.9,9.000000000000002,139.10878977701455,16,170.35918112672243,192.45176282049985,0.0024533181951109685,0.008709493279575379,0.00625617508446441,0.003128087542232205
0.9,9.000000000000002,139.10878977701455,17,192.45176282049985,217.4093627813773,0.0016927048850867864,0.0029889393368687897,0.0012962344517820034,0.0006481172258910017
0.9,9.000000000000002,139.10878977701455,18,217.4093627813773,245.60352335712483,0.0009628980375897748,0.0008715662939081316,9.133174368164323e-05,4.5665871840821614e-05
0.9,9.000000000000002,139.10878977701455,19,245.60352335712483,400.0,0.0009388004687970913,0.0002130022076602051,0.0007257982611368861,0.00036289913056844307
