mass_GeV,photon_lifetime_index,photon_ctau_m,photon_N_events,su2_lifetime_index,su2_ctau_m,su2_N_events,D_TV
0.75,0,7.499999999999999,136.04630726653738,0,7.499999999999999,6580.784372458838,0.672178079328347
0.75,0,7.499999999999999,136.04630726653738,1,8.913144807036554,4723.4817176708275,0.6706273238495802
0.75,0,7.499999999999999,136.04630726653738,2,10.592553380160359,3383.352725465628,0.6700750855257619
0.75,0,7.499999999999999,136.04630726653738,3,12.588394953817843,2420.5265806849934,0.6685814731538233
0.75,0,7.499999999999999,136.04630726653738,4,14.960291614872897,1726.2502677080406,0.6685312928341279
0.75,0,7.499999999999999,136.04630726653738,5,17.779099402514248,1229.6148153326008,0.668054856157836
0.75,0,7.499999999999999,136.04630726653738,6,21.129025001774206,875.025369287983,0.6675765445691542
0.75,0,7.499999999999999,136.04630726653738,7,25.110141262974583,623.1850917167995,0.6667997398901023
0.75,0,7.499999999999999,136.04630726653738,8,29.84137669360484,442.802838238792,0.6661114149024119
0.75,0,7.499999999999999,136.04630726653738,9,35.46406822819008,314.9310866046746,0.6659607361549257
0.75,0,7.499999999999999,136.04630726653738,10,42.14618340859766,223.43095495910822,0.6654789800236824
0.75,0,7.499999999999999,136.04630726653738,11,50.08733810463367,158.64941753153346,0.6654118750227446
0.75,0,7.499999999999999,136.04630726653738,12,59.52475967007999,112.66865992709971,0.6645879500127028
0.75,0,7.499999999999999,136.04630726653738,13,70.74037367246298,79.9739384068031,0.6641656439964175
0.75,0,7.499999999999999,136.04630726653738,14,84.0692258995385,56.61735369224291,0.664991643072283
0.75,0,7.499999999999999,136.04630726653738,15,99.90949123440735,40.196741827535355,0.6641115838347654
0.75,0,7.499999999999999,136.04630726653738,16,118.73436839594959,28.477037184163446,0.6644418356673095
0.75,0,7.499999999999999,136.04630726653738,17,141.10621587801643,20.183044686007495,0.663627227906597
0.75,0,7.499999999999999,136.04630726653738,18,167.69335137249612,14.280045206321738,0.6643487708649929
