mass_GeV,photon_ctau_m,su2_ctau_m,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,absolute_probability_difference,D_TV_bin_contribution
1.05,10.5,135.70125429330454,0,1.05,25.99318351000891,0.25036983771722865,0.0022700608880934937,0.24809977682913514,0.12404988841456757
1.05,10.5,135.70125429330454,1,25.99318351000891,29.273650720911974,0.07507189093838079,0.0038935035591670603,0.07117838737921373,0.03558919368960686
1.05,10.5,135.70125429330454,2,29.273650720911974,32.96812897889077,0.07921542639005678,0.009246284271635558,0.06996914211842123,0.034984571059210615
1.05,10.5,135.70125429330454,3,32.96812897889077,37.12886850809964,0.08192027062266488,0.018992807828427875,0.062927462794237,0.0314637313971185
1.05,10.5,135.70125429330454,4,37.12886850809964,41.81471376717891,0.08128650025322484,0.03226451709129488,0.04902198316192996,0.02451099158096498
1.05,10.5,135.70125429330454,5,41.81471376717891,47.09193567398029,0.0789605443403398,0.04859340947272387,0.030367134867615934,0.015183567433807967
1.05,10.5,135.70125429330454,6,47.09193567398029,53.0351688611335,0.07062771586452152,0.0679612930310882,0.002666422833433324,0.001333211416716662
1.05,10.5,135.70125429330454,7,53.0351688611335,59.728467217860896,0.06202861879478938,0.08679685543018631,0.02476823663539693,0.012384118317698464
1.05,10.5,135.70125429330454,8,59.728467217860896,67.26649264634462,0.05346222601379547,0.10348436824459174,0.05002214223079627,0.025011071115398135
1.05,10.5,135.70125429330454,9,67.26649264634462,75.75585384497646,0.04222673614569597,0.11371997506834867,0.0714932389226527,0.03574661946132635
1.05,10.5,135.70125429330454,10,75.75585384497646,85.31661405261771,0.033717789838185776,0.11801775767529678,0.084299967837111,0.0421499839185555
1.05,10.5,135.70125429330454,11,85.31661405261771,96.08398907757821,0.02658249515133203,0.11059315233901633,0.0840106571876843,0.04200532859384215
1.05,10.5,135.70125429330454,12,96.08398907757821,108.21025962617777,0.019982310147205196,0.09601897416958068,0.07603666402237548,0.03801833201118774
1.05,10.5,135.70125429330454,13,108.21025962617777,121.86692497654921,0.014753350579976036,0.07513763051976527,0.06038427993978923,0.030192139969894616
1.05,10.5,135.70125429330454,14,121.86692497654921,137.24712845663515,0.010398743336304089,0.052709320508475,0.04231057717217091,0.021155288586085456
1.05,10.5,135.70125429330454,15,137.24712845663515,154.56838902940137,0.006646875298033351,0.03225970861821255,0.025612833320179197,0.012806416660089599
1.05,10.5,135.70125429330454,16,154.56838902940137,174.0756776174966,0.004748924637034495,0.017090009839250648,0.012341085202216152,0.006170542601108076
1.05,10.5,135.70125429330454,17,174.0756776174966,196.04488167516982,0.0032074690127199207,0.007361122710564931,0.00415365369784501,0.002076826848922505
1.05,10.5,135.70125429330454,18,196.04488167516982,220.7867070061503,0.0022236938927947133,0.0026303213689204217,0.0004066274761257084,0.0002033137380628542
1.05,10.5,135.70125429330454,19,220.7867070061503,248.65107201007712,0.0012834406449239101,0.000764714296655074,0.0005187263482688361,0.00025936317413441807
1.05,10.5,135.70125429330454,20,248.65107201007712,400.0,0.0012851403807924127,0.00019421306870480727,0.0010909273120876055,0.0005454636560438028
