"m_S [GeV]","K","K_star(892)","K_star(1410)","K_star(1680)","K_1(1270)","K_1(1400)","K_0star(800)","K_0star(1430)","K_2(1430)","Pi"
2.69,0.47651586654200606,0.4528169448079939,0.10091744652798529,0.048495429053142115,0.697216454864694,1.6276087051544893e-6,0.6350554214943622,0.345026478160809,0.12485178809136942,0.013907908303720557
2.71,0.4772329305165547,0.4519548795275943,0.09928027680728552,0.04728323654941618,0.6914567972898676,5.389133003973098e-7,0.6310596745260101,0.34785601064999144,0.12193032125219178,0.013932487713985454
2.73,0.47795259393863704,0.4510608564406722,0.09763092442765092,0.04606540168153915,0.6855554218065056,7.5619018879133736e-6,0.6269552874184222,0.3503279731079059,0.11899490326657056,0.013957247679566985
2.75,0.4786746653681338,0.4501337237321926,0.0959694697210191,0.04484218654517785,0.6795091204967025,0.000022755915155594207,0.6227408004835626,0.3524074803301428,0.11604670363323337,0.013982186180841434
2.77,0.47939894329862215,0.4491722852657689,0.09429600077139032,0.0436138710064008,0.6733146410108773,0.000046158918880231826,0.6184148062792524,0.3540594329280099,0.11308695672703145,0.014007301051219853
2.79,0.48012521565183475,0.4481752986888144,0.0926106139972775,0.04238075402365423,0.6669686893318115,0.0000777855493872878,0.6139759547439809,0.35524892471725145,0.11011696390259008,0.014032589969529432
2.81,0.48085325924486777,0.44714147344978555,0.09091341478025428,0.04114315508801815,0.660467933004437,0.00011762507018552345,0.6094229585367995,0.3559417026170945,0.1071380956062124,0.01405805045200416
2.8299999999999996,0.4815828392284909,0.446069468723347,0.08920451814373026,0.03990141579489722,0.6538090048817737,0.000165639242754524,0.6047545985807584,0.3561046759305081,0.10415179348971931,0.014083679843863306
2.8499999999999996,0.4823137084948117,0.44495789123909274,0.0874840494865073,0.03865590156212448,0.6469885074422743,0.00022176011578277336,0.5999697298073254,0.35570646968276937,0.10115957251910385,0.01410947531045475
2.8699999999999997,0.483045607052405,0.4438052930093068,0.08575214537615378,0.03740700351159118,0.640003017739064,0.0002858877386737957,0.595067287098081,0.3547180142874,0.09816302306996785,0.014135433827938781
2.8899999999999997,0.48377826136691554,0.4426101689510324,0.08400895440776845,0.03615514053402627,0.6328490930473267,0.0003578878068791283,0.5900462914187793,0.3531131612662372,0.09516381300071375,0.014161552173486752
2.9099999999999997,0.48451138366497876,0.44137095439757823,0.08225463813431073,0.034900761559515145,0.6255232772822513,0.00043758924860125346,0.5849058561395204,0.35086931218153766,0.09216368969335616,0.014187826914966967
2.9299999999999997,0.4852446711991645,0.44008602249439155,0.08048937207535868,0.03364434805986706,0.6180221082666648,0.0005247817646613834,0.5796451935333802,0.34796804547698634,0.08916448205059277,0.01421425440008895
2.9499999999999997,0.4859778054714912,0.4387536814740616,0.07871334681192334,0.032386416813139904,0.6103421259347792,0.0006192133358694734,0.5742636214442937,0.34439572372802507,0.08616810243641243,0.014240830744975034
2.9699999999999998,0.4867104514128655,0.43737217180506643,0.07692676917582572,0.031127522965670774,0.6024798815662951,0.000720587715093065,0.568760570113387,0.3401440620422084,0.08317654854600896,0.014267551822126546
2.9899999999999998,0.4874422565156317,0.4359396632087024,0.0751298635431277,0.02986826343304197,0.5944319481535908,0.0008285619244224096,0.5631355891512065,0.33521063720442607,0.08019190518908034,0.014294413247749702
3.01,0.48817284991619425,0.43445425153850903,0.07332287324224125,0.028609280688794224,0.5861949320138595,0.0009427437813974334,0.5573883546414623,0.3295993167984051,0.07721634596872703,0.01432141036840395
3.03,0.4889018414244614,0.4329139555163922,0.07150606208862587,0.027351266998729612,0.5777654857678726,0.0010626894822228217,0.5515186763599914,0.32332058809945524,0.0742521348360618,0.014348538246933499
3.05,0.4896288204966202,0.4313167133195192,0.06967971605945598,0.026094969169756184,0.5691403228175903,0.001187901274274208,0.5455265050905981,0.316391768127858,0.07130162749830812,0.014375791647639939
3.07,0.4903533551474807,0.4296603790120284,0.06784414512333171,0.02484119389601478,0.5603162334661622,0.0013178252550137175,0.5394119400173308,0.30883707892481094,0.06836727265553495,0.014403165020651117
3.09,0.4910749907983525,0.42794271881554496,0.06599968524205507,0.02359081380227186,0.5512901028359726,0.0014518493397059407,0.5331752361705409,0.3006875758407948,0.0654516130382312,0.014430652485438773
3.11,0.4917932490561107,0.4261614072125218,0.06414670056373936,0.022344774306316453,0.5420589307533125,0.0015893014460717889,0.5268168119017934,0.29198092130824393,0.06255728621460285,0.014458247813434265
3.13,0.49250762641876034,0.42431402287649295,0.06228558582912803,0.02110410144981035,0.532619853782105,0.0017294479502473206,0.520337256360353,0.2827610020243307,0.059687025132719354,0.014485944409687972
3.15,0.49321759290246214,0.4223980444234868,0.060416769016032816,0.01986991088269866,0.5229701696037893,0.0018714924751331453,0.5137373369415533,0.27307739343796444,0.05684365835840228,0.014513735293515125
3.17,0.4939225905845688,0.4204108459790524,0.058540714250342886,0.018643418232684474,0.5131073639561573,0.002014575079422441,0.5070180066749194,0.2629846815988657,0.05403010996491026,0.014541613078066163
3.19,0.494622032056802,0.41834969255572463,0.05665792501621088,0.0174259511523737,0.5030291403605547,0.0021577719232699433,0.5001804115174117,0.25254165842677,0.051249399024990004,0.014569569948756257
3.21,0.495315298782221,0.4162117352361668,0.054768947702916196,0.01621896341823546,0.49273345288452924,0.002300095494686023,0.4932258975146804,0.24181041192410943,0.04850463864956287,0.014597597640483703
3.23,0.49600173934912206,0.41399400615788584,0.052874375531697666,0.015024051565918642,0.4822185422057459,0.0024404954892725474,0.48615601779071793,0.23085533743332215,0.04579903451010193,0.014625687413562422
3.25,0.4966806676144441,0.4116934132961592,0.05097485291273324,0.013842974698334266,0.47148297526290106,0.0025778604448097714,0.47897253932382955,0.21974209942728268,0.043135882773428974,0.014653830028288612
3.27,0.49735136072864433,0.40930673504285997,0.049071080290681544,0.012677678315558018,0.46052568880050787,0.002711020241390214,0.4716774494644334,0.2085365752931217,0.04051856736801683,0.014682015718055883
3.29,0.49801305703332405,0.40683061458009184,0.047163819547092874,0.011530323319274123,0.44934603713695004,0.002838749587194411,0.4642729621478552,0.19730381299900837,0.03795055648967379,0.01471023416092754
3.31,0.4986649538221596,0.40426155404913305,0.04525390003997442,0.010403321787814841,0.4379438445093377,0.002959772619519911,0.4567615237530396,0.18610703340353008,0.035435398241373456,0.01473847444956814
3.33,0.4993062049548696,0.40159590851712507,0.04334222537535848,0.009299381781447673,0.4263194623746043,0.003072768760198769,0.44914581855600416,0.1750067053719874,0.032976715286586404,0.014766725059429461
3.3499999999999996,0.4999359183130672,0.39882987974631007,0.0414297810235801,0.008221564459536338,0.4144738320744618,0.0031763799739586143,0.44142877372490763,0.1640597179974931,0.0305781983772534,0.014794973815078806
3.3699999999999997,0.5005531530858587,0.3959595097735131,0.03951764291500889,0.0071733584175149535,0.40240855330272157,0.00326921958748403,0.4336135638018693,0.15331866936235275,0.02824359859587986,0.014823207854549221
3.3899999999999997,0.5011569168719748,0.39298067431109907,0.03760698717740394,0.006158778840351447,0.3901259588478752,0.0033498828358286764,0.4257036146151596,0.14283128574577408,0.025976718125293473,0.014851413591582846
3.4099999999999997,0.5017461625840302,0.38988907598487577,0.03569910121146783,0.005182503719465209,0.37762919612273116,0.0034169593113647988,0.417702606564141,0.13263997933997762,0.02378139932833018,0.014879576675629048
3.4299999999999997,0.5023197851391877,0.38668023742958385,0.03379539634475412,0.004250067870956571,0.36492231603787045,0.003469047498671224,0.4096144772184163,0.12278154672304886,0.021661511881718432,0.014907681949448939
3.4499999999999997,0.50287661791905,0.3833494942687971,0.03189742235980797,0.003368152063366567,0.35201036982863454,0.0035047715868299395,0.4014434231720279,0.11328700486239071,0.019620937661850683,0.01493571340416674
3.4699999999999998,0.5034154289799967,0.3798919880135469,0.03000688426447239,0.00254503973514134,0.33889951450926226,0.0035228007589344634,0.393193901093392,0.10418155653767011,0.01766355302254353,0.014963654131597103
3.4899999999999998,0.5039349169933944,0.37630265892295506,0.028125661766520763,0.0017913971270024785,0.3255971277065593,0.0035218711679898046,0.3848706279118299,0.09548467295145549,0.0157932080329317,0.01499148627366381
3.51,0.5044337068931236,0.3725762388809523,0.026255832039634587,0.0011217626749042066,0.3121119327246603,0.0035008108201658042,0.3764785800822763,0.08721027802851869,0.014013702152751942,0.015019190968712228
3.53,0.5049103452056694,0.3687072443561285,0.024399696535477338,0.000557931272889719,0.29845413481969435,0.0034585676028262248,0.3680229918709109,0.07936701648911242,0.012328755706046855,0.015046748294502213
3.55,0.5053632950355543,0.3646899695273018,0.022559812825486695,0.00013966620406986166,0.28463556982930566,0.0033942407196064783,0.35950935260616934,0.07195858612032778,0.010741976363631696,0.015074137207651824
3.57,0.5057909306761712,0.36051847967612144,0.02073903277366997,0,0.2706698665220948,0.0033071158340392537,0.35094340284187425,0.06498411356195606,0.009256819646316165,0.015101335479284831
3.59,0.5061915318129856,0.3561866049704495,0.018940548791034312,0,0.25657262432744743,0.0031967042864940692,0.34233112938208465,0.058438552040370094,0.007876542195200018,0.015128319626614851
3.61,0.50656327728268,0.3516879347892968,0.017167950571585898,0,0.24236160850741711,0.0030627868522049976,0.3336787591207265,0.052313078310655854,0.006604146192513962,0.015155064840178693
3.63,0.5069042383479425,0.3470158127725789,0.015425295670805705,0,0.228056965382858,0.0029054626768103805,0.3249927516531827,0.0465954637675712,0.005442312809672251,0.015181544906408082
3.65,0.5072123714432999,0.34216333281815503,0.013717198749034735,0,0.21368146098960492,0.0027252043037275424,0.316279790621733,0.041270389802718216,0.004393321832819044,0.015207732125203845
3.67,0.5074855103425233,0.3371233362958434,0.012048946595511558,0,0.1992607476107413,0.0025229201703718044,0.3075467737621123,0.03631966725566704,0.0034589535432802904,0.015233597222149849
3.69,0.5077213576926597,0.3318884108052708,0.010426649780012794,0,0.18482366414841567,0.002300026733179163,0.29880080162444494,0.03172229853079725,0.0026403672885453216,0.015259109254973693
3.71,0.5079174758535324,0.3264508908735687,0.00885744811358803,0,0.17040257847760487,0.00205853373827603,0.2900491649483935,0.0274542758381079,0.0019379485583680626,0.015284235513829002
3.73,0.5080712769745402,0.32080286107288797,0.007349798414565651,0,0.1560337830990516,0.0018011485858541749,0.28129933067954255,0.023487908655269608,0.0013511119750898072,0.015308941414938335
3.75,0.5081800122326011,0.3149361621398209,0.0059138945755382545,0,0.14175796011358394,0.0015314102936402054,0.2725589266217107,0.019790232218646734,0.0008780397125011007,0.015333190387097004
3.77,0.508240760146027,0.30884240080336267,0.004562314058805571,0,0.12762073865303641,0.0012538726389684993,0.2638357247280382,0.016319399892030413,0.0005153194982213603,0.015356943750495266
3.79,0.5082504138687441,0.3025129641804103,0.0033110850340652654,0,0.11367337891323546,0.0009743756473191004,0.25513762304222415,0.013015913722154278,0.0002574129984129687,0.015380160587269612
3.81,0.5082056673574509,0.29593903978474806,0.002181628167910496,0,0.09997363446211316,0.0007004918158257737,0.2464726263100976,0.009777311722688156,0.00009580060460115115,0.015402797603142443
3.83,0.5081030002907194,0.28911164242580223,0.0012048482186731806,0,0.08658687335084332,0.0004423667212569918,0.2378488252906646,0.006354232685740729,0.000017371062894918295,0.01542480897945295
3.8499999999999996,0.507938661603431,0.2820216495581762,0.00043226248939975893,0,0.07358758801558372,0.00021465458105143762,0.22927437480474652,0,0,0.015446146214819854
3.8699999999999997,0.5077086514819399,0.2746598469966815,0,0,0.061061513001954865,0.0000430455400825378,0.22075747056812295,0,0,0.015466757955607927
3.8899999999999997,0.5074087016445243,0.2670169873529592,0,0,0.04910873986398109,0,0.21230632486449302,0,0,0.015486589814295057
3.9099999999999997,0.5070342537075262,0.2590838641034891,0,0,0.03784857018808621,0,0.20392914112132937,0,0,0.015505584174752396
3.9299999999999997,0.5065804354094406,0.2508514048976599,0,0,0.027427649067837873,0,0.19563408745849278,0,0,0.015523679983358584
3.9499999999999997,0.5060420344323683,0.24231078860213953,0,0,0.018035010879631122,0,0.18742926928492767,0,0,0.01554081252476597
3.9699999999999998,0.50541346952171,0.23345359171346675,0,0,0.009934301207841579,0,0.1793227010224029,0,0,0.015556913181023542
3.9899999999999998,0.5046887585596571,0.22427197123536338,0,0,0.003552727901427112,0,0.17132227703651326,0,0,0.015571909172635201
4.01,0.5038614831944785,0.21475889302325207,0,0,0,0,0.16343574185329263,0,0,0.015585723279991432
4.03,0.5029247495640834,0.20490841710375493,0,0,0,0,0.155670659733857,0,0,0.01559827354345614
4.05,0.5018711445766268,0.19471605480762608,0,0,0,0,0.14803438366827135,0,0,0.015609472940215441
4.07,0.5006926871203699,0.1841792170394442,0,0,0,0,0.14053402383168137,0,0,0.0156192290358
4.09,0.49938077346601956,0.17329777913488645,0,0,0,0,0.13317641551846274,0,0,0.015627443607973437
4.109999999999999,0.49792611599310277,0.16207479626791785,0,0,0,0,0.12596808653062497,0,0,0.015634012240432926
4.13,0.4963186742118549,0.1505174154204292,0,0,0,0,0.11891522394072068,0,0,0.015638823883491523
4.1499999999999995,0.4945475768565366,0.13863804736511795,0,0,0,0,0.11202364007085613,0,0,0.01564176037859929
4.17,0.49260103358558005,0.1264558879992991,0,0,0,0,0.10529873741916417,0,0,0.015642695943207028
4.1899999999999995,0.4904662345264395,0.11399891795825656,0,0,0,0,0.0987454721100516,0,0,0.015641496612075877
4.21,0.48812923553238174,0.10130657215276057,0,0,0,0,0.0923683152246352,0,0,0.01563801963068143
4.2299999999999995,0.4855748265534836,0.08843337447383932,0,0,0,0,0.0861712110523585,0,0,0.015632112795841667
4.25,0.48278637993632123,0.07545401291157021,0,0,0,0,0.08015753084544162,0,0,0.015623613738105856
4.27,0.4797456747177401,0.06247066310064982,0,0,0,0,0.07433001997708981,0,0,0.015612349139761136
4.29,0.4764326920151275,0.049624033208351535,0,0,0,0,0.06869073537447025,0,0,0.015598133881531608
4.31,0.47282537536608077,0.037111072078503546,0,0,0,0,0.06324096850252257,0,0,0.015580770110141477
4.33,0.4688993482328651,0.025216000532452564,0,0,0,0,0.05798114663820454,0,0,0.015560046217867208
4.35,0.4646275787176488,0.01437279235341674,0,0,0,0,0.05291070101800508,0,0,0.01553573572398564
4.37,0.45997997862719087,0.005326436558297465,0,0,0,0,0.04802788339167301,0,0,0.01550759604660198
4.39,0.45492292007966056,0,0,0,0,0,0.04332950007706023,0,0,0.015475367151671103
4.41,0.44941864741693144,0,0,0,0,0,0.038810509632739555,0,0,0.015438770064055687
4.43,0.4434245546026494,0,0,0,0,0,0.03446338543627836,0,0,0.015397505223128662
4.45,0.4368922875202943,0,0,0,0,0,0.030277051049048556,0,0,0.01535125066264428
4.47,0.4297666150215104,0,0,0,0,0,0.02623498512294828,0,0,0.01529965999126523
4.49,0.4219839896202706,0,0,0,0,0,0.022311563212459144,0,0,0.015242360146107196
4.51,0.41347068411071997,0,0,0,0,0,0.018464179706010376,0,0,0.015178948886777075
4.53,0.40414033685857287,0,0,0,0,0,0.014613353501147298,0,0,0.015108991991406083
4.55,0.3938906533785401,0,0,0,0,0,0.010577467743572398,0,0,0.015032020108821199
4.57,0.38259887197114617,0,0,0,0,0,0.0056938615975556375,0,0,0.014947525211867214
4.59,0.37011536284355767,0,0,0,0,0,0,0,0,0.014854956585457206
4.61,0.35625430599556357,0,0,0,0,0,0,0,0,0.014753716268495589
4.63,0.3407795989851047,0,0,0,0,0,0,0,0,0.014643153850409074
4.6499999999999995,0.3233825649902595,0,0,0,0,0,0,0,0,0.014522560499322705
4.67,0.3036446404717945,0,0,0,0,0,0,0,0,0.014391162068062235
4.6899999999999995,0.28097022539796923,0,0,0,0,0,0,0,0,0.014248111083545685
4.71,0.254453538995514,0,0,0,0,0,0,0,0,0.014092477370981422
4.7299999999999995,0.22257574024148802,0,0,0,0,0,0,0,0,0.013923236991175893
4.75,0.18235124118880006,0,0,0,0,0,0,0,0,0.013739259069113293
4.77,0.12571631301451883,0,0,0,0,0,0,0,0,0.013539289952730536
4.79,0,0,0,0,0,0,0,0,0,0.013321933943997803
4.81,0,0,0,0,0,0,0,0,0,0.013085629561230149
4.83,0,0,0,0,0,0,0,0,0,0.01282861987608403
4.85,0,0,0,0,0,0,0,0,0,0.012548914845974852
4.87,0,0,0,0,0,0,0,0,0,0.012244242606943229
4.89,0,0,0,0,0,0,0,0,0,0.011911985186001487
4.91,0,0,0,0,0,0,0,0,0,0.01154909164725907
4.93,0,0,0,0,0,0,0,0,0,0.011151957581004077
4.95,0,0,0,0,0,0,0,0,0,0.01071625267818509
4.97,0,0,0,0,0,0,0,0,0,0.010236665039835093
4.99,0,0,0,0,0,0,0,0,0,0.0097065056286628
