mass_GeV,ctau_m,lifetime_label,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,log_su2_over_photon
0.4,221.2833882270221,high,0,0.4,25.238293779207726,0.9634868030464752,0.0123029044907498,-4.3607234189089645
0.4,221.2833882270221,high,1,25.238293779207726,28.977438402999603,0.008983178605024025,0.010914563454338522,0.194744209572392
0.4,221.2833882270221,high,2,28.977438402999603,33.27055084410684,0.006904898588705499,0.025416283695492328,1.3031589588807124
0.4,221.2833882270221,high,3,33.27055084410684,38.19970344085745,0.005437515677377937,0.046076925134026066,2.136990005692296
0.4,221.2833882270221,high,4,38.19970344085745,43.859127845727414,0.004183630333941129,0.07135216514188598,2.83644831827794
0.4,221.2833882270221,high,5,43.859127845727414,50.35701647176671,0.003207059432635034,0.09516580839865303,3.390266269110562
0.4,221.2833882270221,high,6,50.35701647176671,57.81759082983714,0.0023681076791130964,0.11743507833830372,3.9037944675194067
0.4,221.2833882270221,high,7,57.81759082983714,66.38347629750241,0.0017636366822344,0.12841682222090833,4.287903422936515
0.4,221.2833882270221,high,8,66.38347629750241,76.21842871852988,0.0012009200607216027,0.12790492192628183,4.668199210173553
0.4,221.2833882270221,high,9,76.21842871852988,87.5104649579821,0.0008588373783304244,0.11662312088056456,4.911123236563926
0.4,221.2833882270221,high,10,87.5104649579821,100.47545726038321,0.0005902899882144797,0.09296409389317821,5.059354688815628
0.4,221.2833882270221,high,11,100.47545726038321,115.36126012506426,0.0003831788666021438,0.0679875142556647,5.178577458621604
0.4,221.2833882270221,high,12,115.36126012506426,132.45244859303648,0.0002602020165202014,0.044468437144246094,5.141076622906687
0.4,221.2833882270221,high,13,132.45244859303648,152.07575852822455,0.00014928798991290524,0.025152026398014588,5.1268164861046195
0.4,221.2833882270221,high,14,152.07575852822455,174.6063328960663,9.425280789429184e-05,0.011876608594273487,4.836345462433062
0.4,221.2833882270221,high,15,174.6063328960663,200.47489345090884,6.080095514466446e-05,0.004372577968378404,4.275502539801941
0.4,221.2833882270221,high,16,200.47489345090884,230.17597493486272,3.494258561694055e-05,0.0012674573266817576,3.591061763988767
0.4,221.2833882270221,high,17,230.17597493486272,400.0,3.245730553600439e-05,0.0003026907383585746,2.2327860689004684
