mass_GeV,ctau_m,lifetime_label,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,log_su2_over_photon
0.5,131.884946657384,high,0,0.5,24.14138581622472,0.930096148732952,0.011586560744726079,-4.385442096559912
0.5,131.884946657384,high,1,24.14138581622472,27.594593229224305,0.016053116944395977,0.007992327632435986,-0.6974209973087552
0.5,131.884946657384,high,2,27.594593229224305,31.541750804321904,0.012733484807694057,0.0193607681143381,0.41901363362289945
0.5,131.884946657384,high,3,31.541750804321904,36.05351365528748,0.01011929128546088,0.03619548556230905,1.2744907725054133
0.5,131.884946657384,high,4,36.05351365528748,41.21064347239382,0.00796519186131266,0.058200405979641094,1.988811299187073
0.5,131.884946657384,high,5,41.21064347239382,47.10545417699352,0.006290011234282907,0.08130009998592536,2.5591843896269184
0.5,131.884946657384,high,6,47.10545417699352,53.84346436393915,0.004767117285314441,0.10429043215565756,3.085437844402387
0.5,131.884946657384,high,7,53.84346436393915,61.54528611098124,0.003655503661119535,0.11914071510130834,3.484071390087802
0.5,131.884946657384,high,8,61.54528611098124,70.34878396530846,0.002631286823984675,0.12495980786310544,3.8605191352888473
0.5,131.884946657384,high,9,70.34878396530846,80.41154275363142,0.0018258962340276029,0.1202817545412412,4.187765991525244
0.5,131.884946657384,high,10,80.41154275363142,91.91368839023166,0.001321097772089876,0.1039156524892922,4.365116499823368
0.5,131.884946657384,high,11,91.91368839023166,105.06111217615067,0.0009317567141765943,0.0822085482674938,4.479942824840662
0.5,131.884946657384,high,12,105.06111217615067,120.0891563052843,0.0006064031748074576,0.05829227514287915,4.565679791907151
0.5,131.884946657384,high,13,120.0891563052843,137.26682654886946,0.0004058395935464954,0.037612852475968045,4.5291431003935605
0.5,131.884946657384,high,14,137.26682654886946,156.90160752647654,0.00023401584114780488,0.020765993505830232,4.485683189853265
0.5,131.884946657384,high,15,156.90160752647654,179.34496675806818,0.0001476549938609618,0.009291715925261379,4.1420000915467705
0.5,131.884946657384,high,16,179.34496675806818,204.9986460210415,0.00010099686845425361,0.0033832220790596212,3.5114943012674473
0.5,131.884946657384,high,17,204.9986460210415,234.3218526291303,6.090234123679922e-05,0.000977675983703963,2.7759066922041047
0.5,131.884946657384,high,18,234.3218526291303,400.0,5.4283830135015994e-05,0.00024370644982320844,1.5017380314994702
