mass_GeV,ctau_m,lifetime_label,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,log_su2_over_photon
0.4,6.247615659760722,low,0,0.4,21.981634954304976,0.9062699646609229,0.0012965020136375747,-6.549667356768032
0.4,6.247615659760722,low,1,21.981634954304976,25.238293779207726,0.021219815412181507,0.0035908311429052753,-1.7765517425477484
0.4,6.247615659760722,low,2,25.238293779207726,28.977438402999603,0.017220108320004267,0.01021879137511541,-0.5218494723098074
0.4,6.247615659760722,low,3,28.977438402999603,33.27055084410684,0.013463937196613004,0.024196991030880514,0.5862134955290558
0.4,6.247615659760722,low,4,33.27055084410684,38.19970344085745,0.010760446855965906,0.04447908851651511,1.4191420745113619
0.4,6.247615659760722,low,5,38.19970344085745,43.859127845727414,0.008386981263127308,0.06982072827662593,2.119250278434021
0.4,6.247615659760722,low,6,43.859127845727414,50.35701647176671,0.006501675570530505,0.09413077839962718,2.6726251511719847
0.4,6.247615659760722,low,7,50.35701647176671,57.81759082983714,0.00484751916141165,0.11730193027900485,3.186284150469596
0.4,6.247615659760722,low,8,57.81759082983714,66.38347629750241,0.0036403889720468775,0.12932569583053927,3.5702434599629034
0.4,6.247615659760722,low,9,66.38347629750241,76.21842871852988,0.0024971756549740857,0.1298268304551386,3.9510411338063327
0.4,6.247615659760722,low,10,76.21842871852988,87.5104649579821,0.0017972082374248712,0.11916014862757941,4.194233893458157
0.4,6.247615659760722,low,11,87.5104649579821,100.47545726038321,0.0012418853858890881,0.09550869995875147,4.342586645021729
0.4,6.247615659760722,low,12,100.47545726038321,115.36126012506426,0.0008098063772266369,0.07020718741870875,4.462410791024001
0.4,6.247615659760722,low,13,115.36126012506426,132.45244859303648,0.0005519382217569298,0.046119054441959365,4.425545349140154
0.4,6.247615659760722,low,14,132.45244859303648,152.07575852822455,0.0003174747124676493,0.02618188489775137,4.4124248651048
0.4,6.247615659760722,low,15,152.07575852822455,174.6063328960663,0.00020075734889384071,0.01240702302318766,4.123921004753205
0.4,6.247615659760722,low,16,174.6063328960663,200.47489345090884,0.00012955523284183032,0.004579621388681023,3.565264308822491
0.4,6.247615659760722,low,17,200.47489345090884,230.17597493486272,7.425006840230655e-05,0.00133034116879923,2.885752007289297
0.4,6.247615659760722,low,18,230.17597493486272,400.0,6.911134731879956e-05,0.000317871754592017,1.5259290807981825
