mass_GeV,seed,truth_model,truth_lifetime_index,truth_ctau_m,number_of_events,number_of_pseudoexperiments,correct_fraction,selected_photon_fraction,selected_su2_fraction,tie_fraction,mean_profile_statistic_T,std_profile_statistic_T
0.9,73241,photon,0,9.000000000000002,1,100000,0.76197,0.76197,0.23803,0.0,-3.988383892945057,4.792451733288666
0.9,73241,photon,0,9.000000000000002,2,100000,0.85762,0.85762,0.14238,0.0,-7.953216213446234,6.781074852508552
0.9,73241,photon,0,9.000000000000002,3,100000,0.91654,0.91654,0.08346,0.0,-11.877281237798073,8.299439619388822
0.9,73241,photon,0,9.000000000000002,4,100000,0.94969,0.94969,0.05031,0.0,-15.799302017816077,9.582409981230787
0.9,73241,photon,0,9.000000000000002,5,100000,0.96758,0.96758,0.03242,0.0,-19.7288471947513,10.721947396893402
0.9,73241,photon,0,9.000000000000002,6,100000,0.97898,0.97898,0.02102,0.0,-23.671512289996137,11.742437277650039
0.9,73241,photon,0,9.000000000000002,7,100000,0.9869,0.9869,0.0131,0.0,-27.590090700525376,12.674142983911883
0.9,73241,photon,0,9.000000000000002,8,100000,0.99147,0.99147,0.00853,0.0,-31.517095486458707,13.540468478067753
0.9,73241,photon,0,9.000000000000002,9,100000,0.99419,0.99419,0.00581,0.0,-35.46717089709496,14.378896948004407
0.9,73241,photon,0,9.000000000000002,10,100000,0.99611,0.99611,0.00389,0.0,-39.415459980126464,15.1346232970069
0.9,73241,photon,0,9.000000000000002,11,100000,0.99754,0.99754,0.00246,0.0,-43.37430363930331,15.860541013832506
0.9,73241,photon,0,9.000000000000002,12,100000,0.9984,0.9984,0.0016,0.0,-47.32082863849431,16.57231372509702
0.9,73241,photon,1,9.359318126242535,1,100000,0.76168,0.76168,0.23832,0.0,-4.003102797797223,4.7958857179333005
0.9,73241,photon,1,9.359318126242535,2,100000,0.85942,0.85942,0.14058,0.0,-7.975344025822725,6.761112964589145
0.9,73241,photon,1,9.359318126242535,3,100000,0.91779,0.91779,0.08221,0.0,-11.936707336820536,8.285580455900774
0.9,73241,photon,1,9.359318126242535,4,100000,0.95069,0.95069,0.04931,0.0,-15.88206506664887,9.568414523956859
0.9,73241,photon,1,9.359318126242535,5,100000,0.96877,0.96877,0.03123,0.0,-19.82961069666002,10.705398736803877
0.9,73241,photon,1,9.359318126242535,6,100000,0.98006,0.98006,0.01994,0.0,-23.79368333108783,11.692638527521916
0.9,73241,photon,1,9.359318126242535,7,100000,0.98744,0.98744,0.01256,0.0,-27.76511683162341,12.644623496174898
0.9,73241,photon,1,9.359318126242535,8,100000,0.99184,0.99184,0.00816,0.0,-31.740565395439816,13.537905939034738
0.9,73241,photon,1,9.359318126242535,9,100000,0.99457,0.99457,0.00543,0.0,-35.722966672211264,14.364276622402736
0.9,73241,photon,1,9.359318126242535,10,100000,0.99657,0.99657,0.00343,0.0,-39.697472825893264,15.13914370405758
0.9,73241,photon,1,9.359318126242535,11,100000,0.99783,0.99783,0.00217,0.0,-43.68560430527755,15.891125224328855
0.9,73241,photon,1,9.359318126242535,12,100000,0.99857,0.99857,0.00143,0.0,-47.64223822297208,16.585408161860496
0.9,73241,photon,2,9.732981754245785,1,100000,0.76489,0.76489,0.23511,0.0,-4.04723374959633,4.786862115954566
0.9,73241,photon,2,9.732981754245785,2,100000,0.86103,0.86103,0.13897,0.0,-8.037573314898335,6.755464573911695
0.9,73241,photon,2,9.732981754245785,3,100000,0.92016,0.92016,0.07984,0.0,-12.019598796863347,8.263962742841839
0.9,73241,photon,2,9.732981754245785,4,100000,0.95129,0.95129,0.04871,0.0,-15.996627305532762,9.566347961136653
