mass_GeV,seed,truth_model,truth_lifetime_index,truth_ctau_m,number_of_events,number_of_pseudoexperiments,correct_fraction,selected_photon_fraction,selected_su2_fraction,tie_fraction,mean_profile_statistic_T,std_profile_statistic_T
1.0,73241,photon,1,10.181372917310114,4,100000,0.93122,0.93122,0.06878,0.0,-14.059085458264837,9.465210226502776
1.0,73241,photon,1,10.181372917310114,5,100000,0.95437,0.95437,0.04563,0.0,-17.551960257684335,10.593565772299744
1.0,73241,photon,1,10.181372917310114,6,100000,0.96898,0.96898,0.03102,0.0,-21.04857235512182,11.591468916357842
1.0,73241,photon,1,10.181372917310114,7,100000,0.97949,0.97949,0.02051,0.0,-24.582532701174998,12.546079854589982
1.0,73241,photon,1,10.181372917310114,8,100000,0.98551,0.98551,0.01449,0.0,-28.098032457901482,13.412101676383925
1.0,73241,photon,1,10.181372917310114,9,100000,0.98998,0.98998,0.01002,0.0,-31.611535798466463,14.216076325042348
1.0,73241,photon,1,10.181372917310114,10,100000,0.99312,0.99312,0.00688,0.0,-35.11488043134629,14.978854670054513
1.0,73241,photon,1,10.181372917310114,11,100000,0.99508,0.99508,0.00492,0.0,-38.627188991896084,15.726245829632951
1.0,73241,photon,1,10.181372917310114,12,100000,0.99642,0.99642,0.00358,0.0,-42.11545589693975,16.42619532106034
1.0,73241,photon,2,10.36603544813358,1,100000,0.73817,0.73817,0.26183,0.0,-3.5262372898150813,4.734431047688484
1.0,73241,photon,2,10.36603544813358,2,100000,0.83175,0.83175,0.16825,0.0,-7.052068524375598,6.708160135610506
1.0,73241,photon,2,10.36603544813358,3,100000,0.89298,0.89298,0.10702,0.0,-10.553578932442765,8.20843715551819
1.0,73241,photon,2,10.36603544813358,4,100000,0.93218,0.93218,0.06782,0.0,-14.077281196647922,9.480240421925743
1.0,73241,photon,2,10.36603544813358,5,100000,0.95503,0.95503,0.04497,0.0,-17.592120538496726,10.59345990636127
1.0,73241,photon,2,10.36603544813358,6,100000,0.96971,0.96971,0.03029,0.0,-21.092531607845615,11.57411461667043
1.0,73241,photon,2,10.36603544813358,7,100000,0.98001,0.98001,0.01999,0.0,-24.615049763631838,12.491940091384313
1.0,73241,photon,2,10.36603544813358,8,100000,0.98597,0.98597,0.01403,0.0,-28.146022229314738,13.36804832011998
1.0,73241,photon,2,10.36603544813358,9,100000,0.99009,0.99009,0.00991,0.0,-31.675209263067412,14.187990321101951
1.0,73241,photon,2,10.36603544813358,10,100000,0.99317,0.99317,0.00683,0.0,-35.18874556376162,14.933478074083034
1.0,73241,photon,2,10.36603544813358,11,100000,0.99512,0.99512,0.00488,0.0,-38.695460380729756,15.67350161949044
1.0,73241,photon,2,10.36603544813358,12,100000,0.99649,0.99649,0.00351,0.0,-42.21836106302616,16.357759387432203
1.0,73241,photon,3,10.554047257150385,1,100000,0.7362,0.7362,0.2638,0.0,-3.511871303560741,4.743149617332774
1.0,73241,photon,3,10.554047257150385,2,100000,0.83199,0.83199,0.16801,0.0,-7.04663989838772,6.697157312094671
1.0,73241,photon,3,10.554047257150385,3,100000,0.89352,0.89352,0.10648,0.0,-10.562189342083833,8.185822329895014
1.0,73241,photon,3,10.554047257150385,4,100000,0.93298,0.93298,0.06702,0.0,-14.081787706777991,9.462850703908803
1.0,73241,photon,3,10.554047257150385,5,100000,0.95554,0.95554,0.04446,0.0,-17.591125736947966,10.580772440475199
1.0,73241,photon,3,10.554047257150385,6,100000,0.96946,0.96946,0.03054,0.0,-21.094345900357048,11.614196162360177
1.0,73241,photon,3,10.554047257150385,7,100000,0.97884,0.97884,0.02116,0.0,-24.625326292068088,12.540143278623542
1.0,73241,photon,3,10.554047257150385,8,100000,0.98589,0.98589,0.01411,0.0,-28.14576908303937,13.415350997065396
1.0,73241,photon,3,10.554047257150385,9,100000,0.99012,0.99012,0.00988,0.0,-31.667748493321195,14.236739837478563
1.0,73241,photon,3,10.554047257150385,10,100000,0.99343,0.99343,0.00657,0.0,-35.17115124545901,14.995650594298468
1.0,73241,photon,3,10.554047257150385,11,100000,0.99523,0.99523,0.00477,0.0,-38.65794959354585,15.735483384342837
1.0,73241,photon,3,10.554047257150385,12,100000,0.99656,0.99656,0.00344,0.0,-42.179024113221836,16.44309874176379
1.0,73241,photon,4,10.745469091196195,1,100000,0.73721,0.73721,0.26279,0.0,-3.5420750566850048,4.745926416711649
1.0,73241,photon,4,10.745469091196195,2,100000,0.83221,0.83221,0.16779,0.0,-7.068858771046982,6.70662191556076
1.0,73241,photon,4,10.745469091196195,3,100000,0.8933,0.8933,0.1067,0.0,-10.596046793586618,8.202469960503636
1.0,73241,photon,4,10.745469091196195,4,100000,0.93229,0.93229,0.06771,0.0,-14.128379273241853,9.485168357868094
1.0,73241,photon,4,10.745469091196195,5,100000,0.95576,0.95576,0.04424,0.0,-17.674271667048245,10.588966437773763
1.0,73241,photon,4,10.745469091196195,6,100000,0.9695,0.9695,0.0305,0.0,-21.19250072637253,11.607106445649714
1.0,73241,photon,4,10.745469091196195,7,100000,0.9795,0.9795,0.0205,0.0,-24.75122965434542,12.519388987813295
1.0,73241,photon,4,10.745469091196195,8,100000,0.98615,0.98615,0.01385,0.0,-28.301722342091114,13.37598938262864
1.0,73241,photon,4,10.745469091196195,9,100000,0.9902,0.9902,0.0098,0.0,-31.845984527515792,14.202740077595324
1.0,73241,photon,4,10.745469091196195,10,100000,0.99321,0.99321,0.00679,0.0,-35.38376515844336,14.966802870594163
1.0,73241,photon,4,10.745469091196195,11,100000,0.99528,0.99528,0.00472,0.0,-38.893443123498514,15.684802114807749
1.0,73241,photon,4,10.745469091196195,12,100000,0.99686,0.99686,0.00314,0.0,-42.4288651805177,16.37649588737547
1.0,73241,photon,5,10.940362798889787,1,100000,0.7401,0.7401,0.2599,0.0,-3.5425964436750386,4.7434111439531925
1.0,73241,photon,5,10.940362798889787,2,100000,0.83388,0.83388,0.16612,0.0,-7.0966245200594535,6.707123346580431
1.0,73241,photon,5,10.940362798889787,3,100000,0.89334,0.89334,0.10666,0.0,-10.600289239347637,8.214416780466824
1.0,73241,photon,5,10.940362798889787,4,100000,0.93247,0.93247,0.06753,0.0,-14.157669832183512,9.467337823212928
1.0,73241,photon,5,10.940362798889787,5,100000,0.95562,0.95562,0.04438,0.0,-17.728566023424946,10.586585362389751
1.0,73241,photon,5,10.940362798889787,6,100000,0.97002,0.97002,0.02998,0.0,-21.25615676182719,11.601214729300102
1.0,73241,photon,5,10.940362798889787,7,100000,0.97953,0.97953,0.02047,0.0,-24.794287548224165,12.543819212834988
1.0,73241,photon,5,10.940362798889787,8,100000,0.98635,0.98635,0.01365,0.0,-28.33212329537608,13.389386722394212
1.0,73241,photon,5,10.940362798889787,9,100000,0.99041,0.99041,0.00959,0.0,-31.8732135386329,14.176820960441855
1.0,73241,photon,5,10.940362798889787,10,100000,0.99367,0.99367,0.00633,0.0,-35.42390667842501,14.953407508375205
1.0,73241,photon,5,10.940362798889787,11,100000,0.99567,0.99567,0.00433,0.0,-38.9792175169494,15.676273672248028
1.0,73241,photon,5,10.940362798889787,12,100000,0.99702,0.99702,0.00298,0.0,-42.54952210122104,16.347535584560216
1.0,73241,photon,6,11.13879135061635,1,100000,0.74024,0.74024,0.25976,0.0,-3.5683211600824016,4.7522565033960635
1.0,73241,photon,6,11.13879135061635,2,100000,0.83683,0.83683,0.16317,0.0,-7.1364502837113,6.693876859565066
1.0,73241,photon,6,11.13879135061635,3,100000,0.89672,0.89672,0.10328,0.0,-10.703611520925067,8.199734360960992
1.0,73241,photon,6,11.13879135061635,4,100000,0.93607,0.93607,0.06393,0.0,-14.274805203760994,9.469426901172476
1.0,73241,photon,6,11.13879135061635,5,100000,0.95782,0.95782,0.04218,0.0,-17.809813611531762,10.577085503468478
1.0,73241,photon,6,11.13879135061635,6,100000,0.97153,0.97153,0.02847,0.0,-21.329920603217822,11.583702662102018
1.0,73241,photon,6,11.13879135061635,7,100000,0.98115,0.98115,0.01885,0.0,-24.899174833520362,12.499588979237311
1.0,73241,photon,6,11.13879135061635,8,100000,0.98706,0.98706,0.01294,0.0,-28.44605871187522,13.364194017212832
1.0,73241,photon,6,11.13879135061635,9,100000,0.99081,0.99081,0.00919,0.0,-31.990838147417293,14.172091872519738
1.0,73241,photon,6,11.13879135061635,10,100000,0.99366,0.99366,0.00634,0.0,-35.54675961319885,14.940873061523616
1.0,73241,photon,6,11.13879135061635,11,100000,0.99552,0.99552,0.00448,0.0,-39.09006347981383,15.67133305115427
1.0,73241,photon,6,11.13879135061635,12,100000,0.99715,0.99715,0.00285,0.0,-42.63247215023858,16.369498338209794
1.0,73241,photon,7,11.340818858873345,1,100000,0.74112,0.74112,0.25888,0.0,-3.5630045331342273,4.745201962215321
1.0,73241,photon,7,11.340818858873345,2,100000,0.83423,0.83423,0.16577,0.0,-7.098117981530469,6.686686001151565
1.0,73241,photon,7,11.340818858873345,3,100000,0.89519,0.89519,0.10481,0.0,-10.66796744445634,8.191960659286904
1.0,73241,photon,7,11.340818858873345,4,100000,0.93412,0.93412,0.06588,0.0,-14.225886618161509,9.474186542312127
1.0,73241,photon,7,11.340818858873345,5,100000,0.95619,0.95619,0.04381,0.0,-17.747922460746167,10.60426300060116
1.0,73241,photon,7,11.340818858873345,6,100000,0.9705,0.9705,0.0295,0.0,-21.302086047630844,11.598961839547112
1.0,73241,photon,7,11.340818858873345,7,100000,0.98045,0.98045,0.01955,0.0,-24.85034661095865,12.523709044760373
1.0,73241,photon,7,11.340818858873345,8,100000,0.98604,0.98604,0.01396,0.0,-28.413962307366738,13.43220711108478
1.0,73241,photon,7,11.340818858873345,9,100000,0.99063,0.99063,0.00937,0.0,-31.963295032872413,14.236332082292517
1.0,73241,photon,7,11.340818858873345,10,100000,0.9937,0.9937,0.0063,0.0,-35.51866856512366,14.974802466193486
1.0,73241,photon,7,11.340818858873345,11,100000,0.99554,0.99554,0.00446,0.0,-39.04442866508723,15.696835108804667
