mass_GeV,rebin_factor,number_of_energy_bins,jeffreys_alpha,stored_jeffreys_alpha,truth_grid,profile_grid,number_of_photon_truth_lifetimes,number_of_su2_truth_lifetimes,number_of_photon_profile_lifetimes,number_of_su2_profile_lifetimes,pseudoexperiments_per_truth_and_seed,number_of_seeds,target_accuracy,threshold_reached,minimum_persistent_events,maximum_tested_events,worst_case_accuracy_at_maximum_events,accuracy_at_threshold,limiting_seed_at_threshold,limiting_truth_model_at_threshold,limiting_truth_lifetime_index_at_threshold,limiting_truth_ctau_m_at_threshold
1.05,1,21,0.5,0.5,all,all,20,20,20,20,100000,5,0.9,True,4,12,0.99417,0.91759,103250,photon,6,10.98230022330338
