mass_GeV,seed,number_of_events,photon_truth_worst_accuracy,photon_limiting_lifetime_index,photon_limiting_ctau_m,su2_truth_worst_accuracy,su2_limiting_lifetime_index,su2_limiting_ctau_m,worst_case_correct_fraction,limiting_truth_model,limiting_truth_lifetime_index,limiting_truth_ctau_m
0.4,73241,1,0.87275,0,4.0,0.93904,8,27.745953887359985,0.87275,photon,0,4.0
0.4,73241,2,0.96213,0,4.0,0.98358,12,73.07511282744834,0.96213,photon,0,4.0
0.4,73241,3,0.9876,0,4.0,0.99103,11,57.36236333100857,0.9876,photon,0,4.0
0.4,73241,4,0.99479,0,4.0,0.99629,17,245.17816347077607,0.99479,photon,0,4.0
0.4,73241,5,0.99811,0,4.0,0.99844,13,93.09191261751351,0.99811,photon,0,4.0
0.4,73241,6,0.99924,0,4.0,0.9993,17,245.17816347077607,0.99924,photon,0,4.0
0.4,73241,7,0.99967,0,4.0,0.99968,8,27.745953887359985,0.99967,photon,0,4.0
0.4,73241,8,0.99987,0,4.0,0.99983,17,245.17816347077607,0.99983,su2,17,245.17816347077607
0.4,73241,9,0.99991,0,4.0,0.99993,11,57.36236333100857,0.99991,photon,0,4.0
0.4,73241,10,0.99997,0,4.0,0.99996,3,8.269654532532142,0.99996,su2,3,8.269654532532142
0.4,73241,11,0.99998,3,7.032398098912962,0.99997,17,245.17816347077607,0.99997,su2,17,245.17816347077607
0.4,73241,12,0.99998,1,4.827709658906259,0.99999,0,4.0,0.99998,photon,1,4.827709658906259
0.4,83244,1,0.87498,0,4.0,0.9391,16,192.45948927987664,0.87498,photon,0,4.0
0.4,83244,2,0.96026,0,4.0,0.98383,8,27.745953887359985,0.96026,photon,0,4.0
0.4,83244,3,0.98704,0,4.0,0.99091,8,27.745953887359985,0.98704,photon,0,4.0
0.4,83244,4,0.99509,0,4.0,0.99618,18,312.33758370566323,0.99509,photon,0,4.0
0.4,83244,5,0.99782,0,4.0,0.99854,11,57.36236333100857,0.99782,photon,0,4.0
0.4,83244,6,0.99902,0,4.0,0.99942,19,397.89337196303796,0.99902,photon,0,4.0
0.4,83244,7,0.99968,0,4.0,0.99974,7,21.779966205598896,0.99968,photon,0,4.0
0.4,83244,8,0.99986,0,4.0,0.99985,19,397.89337196303796,0.99985,su2,19,397.89337196303796
0.4,83244,9,0.99994,0,4.0,0.99992,19,397.89337196303796,0.99992,su2,19,397.89337196303796
0.4,83244,10,0.99999,1,4.827709658906259,0.99996,13,93.09191261751351,0.99996,su2,13,93.09191261751351
0.4,83244,11,0.99999,2,5.8266951376741964,0.99998,14,118.5917319792576,0.99998,su2,14,118.5917319792576
0.4,83244,12,0.99999,0,4.0,0.99999,7,21.779966205598896,0.99999,photon,0,4.0
0.4,93247,1,0.87182,0,4.0,0.93908,19,397.89337196303796,0.87182,photon,0,4.0
0.4,93247,2,0.96011,0,4.0,0.98389,15,151.07648450220142,0.96011,photon,0,4.0
0.4,93247,3,0.98699,0,4.0,0.99101,12,73.07511282744834,0.98699,photon,0,4.0
0.4,93247,4,0.99455,0,4.0,0.99621,17,245.17816347077607,0.99455,photon,0,4.0
0.4,93247,5,0.99765,0,4.0,0.99856,15,151.07648450220142,0.99765,photon,0,4.0
0.4,93247,6,0.99921,0,4.0,0.99938,14,118.5917319792576,0.99921,photon,0,4.0
0.4,93247,7,0.99963,0,4.0,0.99968,14,118.5917319792576,0.99963,photon,0,4.0
0.4,93247,8,0.99987,0,4.0,0.99982,14,118.5917319792576,0.99982,su2,14,118.5917319792576
0.4,93247,9,0.99996,0,4.0,0.99994,3,8.269654532532142,0.99994,su2,3,8.269654532532142
0.4,93247,10,0.99999,1,4.827709658906259,0.99996,3,8.269654532532142,0.99996,su2,3,8.269654532532142
0.4,93247,11,0.99999,0,4.0,0.99998,2,6.491497714648063,0.99998,su2,2,6.491497714648063
0.4,93247,12,0.99999,3,7.032398098912962,0.99999,6,17.096796521857346,0.99999,photon,3,7.032398098912962
0.4,103250,1,0.87299,0,4.0,0.93909,14,118.5917319792576,0.87299,photon,0,4.0
0.4,103250,2,0.96049,0,4.0,0.98336,13,93.09191261751351,0.96049,photon,0,4.0
0.4,103250,3,0.9874,0,4.0,0.99075,13,93.09191261751351,0.9874,photon,0,4.0
0.4,103250,4,0.99503,0,4.0,0.99616,12,73.07511282744834,0.99503,photon,0,4.0
0.4,103250,5,0.998,0,4.0,0.99837,12,73.07511282744834,0.998,photon,0,4.0
0.4,103250,6,0.99921,0,4.0,0.99937,12,73.07511282744834,0.99921,photon,0,4.0
0.4,103250,7,0.99964,0,4.0,0.99964,12,73.07511282744834,0.99964,photon,0,4.0
0.4,103250,8,0.99987,0,4.0,0.99984,12,73.07511282744834,0.99984,su2,12,73.07511282744834
0.4,103250,9,0.99995,0,4.0,0.99994,6,17.096796521857346,0.99994,su2,6,17.096796521857346
0.4,103250,10,0.99999,0,4.0,0.99997,6,17.096796521857346,0.99997,su2,6,17.096796521857346
0.4,103250,11,0.99999,6,12.363655755398659,0.99998,10,45.028199062631984,0.99998,su2,10,45.028199062631984
0.4,103250,12,1.0,0,4.0,0.99999,10,45.028199062631984,0.99999,su2,10,45.028199062631984
0.4,113253,1,0.87409,0,4.0,0.93905,14,118.5917319792576,0.87409,photon,0,4.0
0.4,113253,2,0.95974,0,4.0,0.98389,18,312.33758370566323,0.95974,photon,0,4.0
0.4,113253,3,0.98707,0,4.0,0.99096,18,312.33758370566323,0.98707,photon,0,4.0
0.4,113253,4,0.99493,0,4.0,0.99621,17,245.17816347077607,0.99493,photon,0,4.0
0.4,113253,5,0.99807,0,4.0,0.99836,17,245.17816347077607,0.99807,photon,0,4.0
0.4,113253,6,0.99914,0,4.0,0.99931,17,245.17816347077607,0.99914,photon,0,4.0
0.4,113253,7,0.99957,0,4.0,0.99969,13,93.09191261751351,0.99957,photon,0,4.0
0.4,113253,8,0.99988,0,4.0,0.99986,13,93.09191261751351,0.99986,su2,13,93.09191261751351
0.4,113253,9,0.99993,0,4.0,0.99994,13,93.09191261751351,0.99993,photon,0,4.0
0.4,113253,10,0.99996,0,4.0,0.99997,0,4.0,0.99996,photon,0,4.0
0.4,113253,11,0.99997,0,4.0,0.99999,3,8.269654532532142,0.99997,photon,0,4.0
0.4,113253,12,0.99999,0,4.0,0.99999,3,8.269654532532142,0.99999,photon,0,4.0
