mass_GeV,seed,number_of_events,photon_truth_worst_accuracy,photon_limiting_lifetime_index,photon_limiting_ctau_m,su2_truth_worst_accuracy,su2_limiting_lifetime_index,su2_limiting_ctau_m,worst_case_correct_fraction,limiting_truth_model,limiting_truth_lifetime_index,limiting_truth_ctau_m
0.9,93247,12,0.99829,1,9.359318126242535,0.99873,19,161.9632018008689,0.99829,photon,1,9.359318126242535
0.9,103250,1,0.76212,0,9.000000000000002,0.83737,19,161.9632018008689,0.76212,photon,0,9.000000000000002
0.9,103250,2,0.85683,0,9.000000000000002,0.92175,19,161.9632018008689,0.85683,photon,0,9.000000000000002
0.9,103250,3,0.91797,1,9.359318126242535,0.95288,15,88.1392252123188,0.91797,photon,1,9.359318126242535
0.9,103250,4,0.95059,0,9.000000000000002,0.96843,19,161.9632018008689,0.95059,photon,0,9.000000000000002
0.9,103250,5,0.96829,0,9.000000000000002,0.98014,19,161.9632018008689,0.96829,photon,0,9.000000000000002
0.9,103250,6,0.97999,0,9.000000000000002,0.98674,19,161.9632018008689,0.97999,photon,0,9.000000000000002
0.9,103250,7,0.98701,0,9.000000000000002,0.99108,19,161.9632018008689,0.98701,photon,0,9.000000000000002
0.9,103250,8,0.99159,0,9.000000000000002,0.99419,19,161.9632018008689,0.99159,photon,0,9.000000000000002
0.9,103250,9,0.99443,0,9.000000000000002,0.99604,19,161.9632018008689,0.99443,photon,0,9.000000000000002
0.9,103250,10,0.99625,0,9.000000000000002,0.99728,19,161.9632018008689,0.99625,photon,0,9.000000000000002
0.9,103250,11,0.99745,0,9.000000000000002,0.99823,19,161.9632018008689,0.99745,photon,0,9.000000000000002
0.9,103250,12,0.99837,0,9.000000000000002,0.99885,19,161.9632018008689,0.99837,photon,0,9.000000000000002
0.9,113253,1,0.76178,0,9.000000000000002,0.83978,18,139.10878977701455,0.76178,photon,0,9.000000000000002
0.9,113253,2,0.85831,0,9.000000000000002,0.92334,15,88.1392252123188,0.85831,photon,0,9.000000000000002
0.9,113253,3,0.91748,0,9.000000000000002,0.95265,19,161.9632018008689,0.91748,photon,0,9.000000000000002
0.9,113253,4,0.9506,0,9.000000000000002,0.96906,14,75.70201635210961,0.9506,photon,0,9.000000000000002
0.9,113253,5,0.96886,0,9.000000000000002,0.97939,15,88.1392252123188,0.96886,photon,0,9.000000000000002
0.9,113253,6,0.97965,0,9.000000000000002,0.98654,14,75.70201635210961,0.97965,photon,0,9.000000000000002
0.9,113253,7,0.98667,0,9.000000000000002,0.99118,14,75.70201635210961,0.98667,photon,0,9.000000000000002
0.9,113253,8,0.99139,0,9.000000000000002,0.99435,12,55.844947206286946,0.99139,photon,0,9.000000000000002
0.9,113253,9,0.99456,0,9.000000000000002,0.99625,15,88.1392252123188,0.99456,photon,0,9.000000000000002
0.9,113253,10,0.9964,0,9.000000000000002,0.99749,16,102.61976358587921,0.9964,photon,0,9.000000000000002
0.9,113253,11,0.9977,1,9.359318126242535,0.99821,16,102.61976358587921,0.9977,photon,1,9.359318126242535
0.9,113253,12,0.99845,0,9.000000000000002,0.99887,16,102.61976358587921,0.99845,photon,0,9.000000000000002
