mass_GeV,seed,number_of_events,photon_truth_worst_accuracy,photon_limiting_lifetime_index,photon_limiting_ctau_m,su2_truth_worst_accuracy,su2_limiting_lifetime_index,su2_limiting_ctau_m,worst_case_correct_fraction,limiting_truth_model,limiting_truth_lifetime_index,limiting_truth_ctau_m
0.3,73241,1,0.89386,0,3.0000000000000004,0.96134,16,238.38985591952,0.89386,photon,0,3.0000000000000004
0.3,73241,2,0.97766,0,3.0000000000000004,0.9864,12,79.84470893226988,0.97766,photon,0,3.0000000000000004
0.3,73241,3,0.99307,0,3.0000000000000004,0.99322,12,79.84470893226988,0.99307,photon,0,3.0000000000000004
0.3,73241,4,0.99724,0,3.0000000000000004,0.99786,11,60.74153108184345,0.99724,photon,0,3.0000000000000004
0.3,73241,5,0.99907,0,3.0000000000000004,0.99925,16,238.38985591952,0.99907,photon,0,3.0000000000000004
0.3,73241,6,0.99962,0,3.0000000000000004,0.9997,8,26.742654463582337,0.99962,photon,0,3.0000000000000004
0.3,73241,7,0.99982,0,3.0000000000000004,0.99988,16,238.38985591952,0.99982,photon,0,3.0000000000000004
0.3,73241,8,0.9999,0,3.0000000000000004,0.99994,6,15.476890088025105,0.9999,photon,0,3.0000000000000004
0.3,73241,9,0.99995,0,3.0000000000000004,0.99997,19,541.4632591035622,0.99995,photon,0,3.0000000000000004
0.3,73241,10,0.99999,0,3.0000000000000004,0.99998,19,541.4632591035622,0.99998,su2,19,541.4632591035622
0.3,73241,11,0.99999,0,3.0000000000000004,0.99999,18,411.9159280850325,0.99999,photon,0,3.0000000000000004
0.3,73241,12,0.99999,0,3.0000000000000004,1.0,0,3.0000000000000004,0.99999,photon,0,3.0000000000000004
0.3,83244,1,0.89182,0,3.0000000000000004,0.96226,18,411.9159280850325,0.89182,photon,0,3.0000000000000004
0.3,83244,2,0.97699,0,3.0000000000000004,0.98672,13,104.95582562594541,0.97699,photon,0,3.0000000000000004
0.3,83244,3,0.99306,0,3.0000000000000004,0.9931,17,313.36333344401726,0.99306,photon,0,3.0000000000000004
0.3,83244,4,0.99716,0,3.0000000000000004,0.99787,16,238.38985591952,0.99716,photon,0,3.0000000000000004
0.3,83244,5,0.99909,0,3.0000000000000004,0.99927,16,238.38985591952,0.99909,photon,0,3.0000000000000004
0.3,83244,6,0.99968,0,3.0000000000000004,0.99969,17,313.36333344401726,0.99968,photon,0,3.0000000000000004
0.3,83244,7,0.99992,0,3.0000000000000004,0.99989,13,104.95582562594541,0.99989,su2,13,104.95582562594541
