mass_GeV,seed,number_of_events,photon_truth_worst_accuracy,photon_limiting_lifetime_index,photon_limiting_ctau_m,su2_truth_worst_accuracy,su2_limiting_lifetime_index,su2_limiting_ctau_m,worst_case_correct_fraction,limiting_truth_model,limiting_truth_lifetime_index,limiting_truth_ctau_m
0.3,83244,8,0.99996,0,3.0000000000000004,0.99994,3,6.814005449372293,0.99994,su2,3,6.814005449372293
0.3,83244,9,0.99999,1,3.8038567214123518,0.99998,1,3.9434983368143994,0.99998,su2,1,3.9434983368143994
0.3,83244,10,0.99999,1,3.8038567214123518,0.99999,1,3.9434983368143994,0.99999,photon,1,3.8038567214123518
0.3,83244,11,1.0,0,3.0000000000000004,0.99999,3,6.814005449372293,0.99999,su2,3,6.814005449372293
0.3,83244,12,1.0,0,3.0000000000000004,1.0,0,3.0000000000000004,1.0,photon,0,3.0000000000000004
0.3,93247,1,0.89243,0,3.0000000000000004,0.96185,19,541.4632591035622,0.89243,photon,0,3.0000000000000004
0.3,93247,2,0.977,0,3.0000000000000004,0.98623,19,541.4632591035622,0.977,photon,0,3.0000000000000004
0.3,93247,3,0.99307,0,3.0000000000000004,0.99321,17,313.36333344401726,0.99307,photon,0,3.0000000000000004
0.3,93247,4,0.99711,0,3.0000000000000004,0.99779,19,541.4632591035622,0.99711,photon,0,3.0000000000000004
0.3,93247,5,0.99903,0,3.0000000000000004,0.99923,19,541.4632591035622,0.99903,photon,0,3.0000000000000004
0.3,93247,6,0.99961,0,3.0000000000000004,0.99974,3,6.814005449372293,0.99961,photon,0,3.0000000000000004
0.3,93247,7,0.99988,0,3.0000000000000004,0.99987,8,26.742654463582337,0.99987,su2,8,26.742654463582337
0.3,93247,8,0.99996,0,3.0000000000000004,0.99995,15,181.35409392267732,0.99995,su2,15,181.35409392267732
0.3,93247,9,0.99999,0,3.0000000000000004,0.99997,4,8.957006385547963,0.99997,su2,4,8.957006385547963
0.3,93247,10,0.99999,17,169.77372477708994,0.99998,11,60.74153108184345,0.99998,su2,11,60.74153108184345
0.3,93247,11,0.99999,3,6.115471421774413,0.99999,1,3.9434983368143994,0.99999,su2,1,3.9434983368143994
0.3,93247,12,1.0,0,3.0000000000000004,1.0,0,3.0000000000000004,1.0,photon,0,3.0000000000000004
0.3,103250,1,0.89261,0,3.0000000000000004,0.96241,15,181.35409392267732,0.89261,photon,0,3.0000000000000004
0.3,103250,2,0.97748,0,3.0000000000000004,0.98678,18,411.9159280850325,0.97748,photon,0,3.0000000000000004
0.3,103250,3,0.99316,0,3.0000000000000004,0.99336,4,8.957006385547963,0.99316,photon,0,3.0000000000000004
0.3,103250,4,0.99736,0,3.0000000000000004,0.99783,14,137.9643745982992,0.99736,photon,0,3.0000000000000004
0.3,103250,5,0.999,0,3.0000000000000004,0.99928,5,11.773979928081449,0.999,photon,0,3.0000000000000004
0.3,103250,6,0.99976,0,3.0000000000000004,0.99969,19,541.4632591035622,0.99969,su2,19,541.4632591035622
0.3,103250,7,0.99995,0,3.0000000000000004,0.99987,19,541.4632591035622,0.99987,su2,19,541.4632591035622
0.3,103250,8,0.99997,0,3.0000000000000004,0.99992,19,541.4632591035622,0.99992,su2,19,541.4632591035622
0.3,103250,9,0.99999,0,3.0000000000000004,0.99996,19,541.4632591035622,0.99996,su2,19,541.4632591035622
0.3,103250,10,1.0,0,3.0000000000000004,0.99999,0,3.0000000000000004,0.99999,su2,0,3.0000000000000004
0.3,103250,11,1.0,0,3.0000000000000004,0.99999,2,5.1837263774859785,0.99999,su2,2,5.1837263774859785
0.3,103250,12,1.0,0,3.0000000000000004,0.99999,13,104.95582562594541,0.99999,su2,13,104.95582562594541
0.3,113253,1,0.89092,0,3.0000000000000004,0.96216,14,137.9643745982992,0.89092,photon,0,3.0000000000000004
0.3,113253,2,0.97773,0,3.0000000000000004,0.98629,14,137.9643745982992,0.97773,photon,0,3.0000000000000004
0.3,113253,3,0.99291,0,3.0000000000000004,0.99311,14,137.9643745982992,0.99291,photon,0,3.0000000000000004
0.3,113253,4,0.9972,0,3.0000000000000004,0.99782,17,313.36333344401726,0.9972,photon,0,3.0000000000000004
0.3,113253,5,0.99901,0,3.0000000000000004,0.99922,17,313.36333344401726,0.99901,photon,0,3.0000000000000004
0.3,113253,6,0.99972,0,3.0000000000000004,0.99964,17,313.36333344401726,0.99964,su2,17,313.36333344401726
0.3,113253,7,0.99987,0,3.0000000000000004,0.99988,8,26.742654463582337,0.99987,photon,0,3.0000000000000004
0.3,113253,8,0.99995,0,3.0000000000000004,0.99994,9,35.153204466379705,0.99994,su2,9,35.153204466379705
0.3,113253,9,0.99998,1,3.8038567214123518,0.99996,9,35.153204466379705,0.99996,su2,9,35.153204466379705
0.3,113253,10,0.99999,1,3.8038567214123518,0.99998,3,6.814005449372293,0.99998,su2,3,6.814005449372293
0.3,113253,11,0.99999,1,3.8038567214123518,0.99999,10,46.208867782288266,0.99999,photon,1,3.8038567214123518
0.3,113253,12,1.0,0,3.0000000000000004,1.0,0,3.0000000000000004,1.0,photon,0,3.0000000000000004
