mass_GeV,rebin_factor,number_of_energy_bins,jeffreys_alpha,stored_jeffreys_alpha,truth_grid,profile_grid,number_of_photon_truth_lifetimes,number_of_su2_truth_lifetimes,number_of_photon_profile_lifetimes,number_of_su2_profile_lifetimes,pseudoexperiments_per_truth_and_seed,number_of_seeds,target_accuracy,threshold_reached,minimum_persistent_events,maximum_tested_events,worst_case_accuracy_at_maximum_events,accuracy_at_threshold,limiting_seed_at_threshold,limiting_truth_model_at_threshold,limiting_truth_lifetime_index_at_threshold,limiting_truth_ctau_m_at_threshold
0.5,1,19,0.5,0.5,all,all,20,20,20,20,100000,5,0.9,True,2,12,0.99996,0.94443,83244,photon,0,4.999999999999999
