mass_GeV,model,lifetime_index,ctau_m,bin_index,energy_low_GeV,energy_high_GeV,probability
0.3,ALP-photon-combined,0,3.0000000000000004,0,0.3,25.976657688501856,0.8116371416956596
0.3,ALP-photon-combined,0,3.0000000000000004,1,25.976657688501856,29.99729169014488,0.044565393651830564
0.3,ALP-photon-combined,0,3.0000000000000004,2,29.99729169014488,34.64023430319652,0.035385744699965915
0.3,ALP-photon-combined,0,3.0000000000000004,3,34.64023430319652,40.00180566216164,0.028808854911669353
0.3,ALP-photon-combined,0,3.0000000000000004,4,40.00180566216164,46.19323420932204,0.02262954036565617
0.3,ALP-photon-combined,0,3.0000000000000004,5,46.19323420932204,53.3429641836316,0.017136797490002503
0.3,ALP-photon-combined,0,3.0000000000000004,6,53.3429641836316,61.59932025980484,0.012763551068866182
0.3,ALP-photon-combined,0,3.0000000000000004,7,61.59932025980484,71.13358461685092,0.00910444016299672
0.3,ALP-photon-combined,0,3.0000000000000004,8,71.13358461685092,82.14355027135687,0.006140433699049064
0.3,ALP-photon-combined,0,3.0000000000000004,9,82.14355027135687,94.85762439117252,0.004342485013034697
0.3,ALP-photon-combined,0,3.0000000000000004,10,94.85762439117252,109.53956671476264,0.002891401744448405
0.3,ALP-photon-combined,0,3.0000000000000004,11,109.53956671476264,126.49396137707384,0.0019559362410526368
0.3,ALP-photon-combined,0,3.0000000000000004,12,126.49396137707384,146.07253565764043,0.0010953370293744237
0.3,ALP-photon-combined,0,3.0000000000000004,13,146.07253565764043,168.68145673647828,0.0006668977131847575
0.3,ALP-photon-combined,0,3.0000000000000004,14,168.68145673647828,194.78975783256428,0.00041271499090423584
0.3,ALP-photon-combined,0,3.0000000000000004,15,194.78975783256428,224.93906852930118,0.00024411423797430964
0.3,ALP-photon-combined,0,3.0000000000000004,16,224.93906852930118,259.7548511473678,0.0001319553500429614
0.3,ALP-photon-combined,0,3.0000000000000004,17,259.7548511473678,400.0,8.72599342875945e-05
0.3,ALP-photon-combined,1,3.8038567214123518,0,0.3,25.976657688501856,0.8286089067573814
0.3,ALP-photon-combined,1,3.8038567214123518,1,25.976657688501856,29.99729169014488,0.0410151612903766
0.3,ALP-photon-combined,1,3.8038567214123518,2,29.99729169014488,34.64023430319652,0.03235259114687663
0.3,ALP-photon-combined,1,3.8038567214123518,3,34.64023430319652,40.00180566216164,0.026261174394795677
0.3,ALP-photon-combined,1,3.8038567214123518,4,40.00180566216164,46.19323420932204,0.020530635615086036
0.3,ALP-photon-combined,1,3.8038567214123518,5,46.19323420932204,53.3429641836316,0.015486712527233333
0.3,ALP-photon-combined,1,3.8038567214123518,6,53.3429641836316,61.59932025980484,0.01151249540108954
0.3,ALP-photon-combined,1,3.8038567214123518,7,61.59932025980484,71.13358461685092,0.008167707796134927
0.3,ALP-photon-combined,1,3.8038567214123518,8,71.13358461685092,82.14355027135687,0.005506579323362489
0.3,ALP-photon-combined,1,3.8038567214123518,9,82.14355027135687,94.85762439117252,0.003881275786633869
0.3,ALP-photon-combined,1,3.8038567214123518,10,94.85762439117252,109.53956671476264,0.00258310400237714
0.3,ALP-photon-combined,1,3.8038567214123518,11,109.53956671476264,126.49396137707384,0.0017463811733225549
