mass_GeV,model,lifetime_index,ctau_m,N_events,N_events_before_ECAL,epsilon_ECAL_weighted,template_total_N_eff,number_of_common_energy_bins,passes_N_events_threshold
0.9,ALP-photon-combined,0,9.000000000000002,39.25782455572013,110.3008280114766,0.3559159551516279,695396.5254310382,20,True
0.9,ALP-photon-combined,1,9.359318126242535,36.58223315657648,103.39946481469937,0.35379518861277426,693138.9970458972,20,True
0.9,ALP-photon-combined,2,9.732981754245785,34.13175365792613,96.8852981367271,0.35229033005357013,692455.2655911433,20,True
0.9,ALP-photon-combined,3,10.121563617211155,31.78146493797317,90.74346698163005,0.3502341931062316,690675.3579187953,20,True
0.9,ALP-photon-combined,4,10.525659314275703,29.601942808266962,84.96000237781631,0.3484221042818173,688902.9011624362,20,True
0.9,ALP-photon-combined,5,10.945888223417125,27.61234571264365,79.51067584399081,0.3472784681999469,688358.8710870863,20,True
0.9,ALP-photon-combined,6,11.382894450805844,25.750810963348847,74.38277863141418,0.34619318392165405,687688.9211435071,20,True
0.9,ALP-photon-combined,7,11.837347818059184,23.986252589409048,69.55871477263926,0.3448346144377581,686298.2171425476,20,True
0.9,ALP-photon-combined,8,12.309944888910984,22.318978813948316,65.02363351917239,0.34324410381292375,684749.0092687245,20,True
0.9,ALP-photon-combined,9,12.801410036870129,20.760892066240913,60.76328157209254,0.34166838144857553,683918.700067709,20,True
0.9,ALP-photon-combined,10,13.312496555504637,19.32326114567723,56.76246456199676,0.34042322324768143,682084.5088546611,20,True
0.9,ALP-photon-combined,11,13.843987813052868,17.982968012141697,53.006731896197195,0.33925819172096194,681270.1704957971,20,True
0.9,ALP-photon-combined,12,14.39669845313183,16.741207729694665,49.4828786551174,0.33832323795016983,680198.2591129818,20,True
0.9,ALP-photon-combined,13,14.971475643382725,15.5567566072604,46.17980567912748,0.33687358312752275,678526.6488871864,20,True
0.9,ALP-photon-combined,14,15.569200373967842,14.458848268540443,43.083896348352496,0.33559750844339176,677567.2296195598,20,True
0.9,ALP-photon-combined,15,16.190788807908802,13.459677221064421,40.184118169572976,0.33495017022063106,676754.6558124159,20,True
0.9,ALP-photon-combined,16,16.83719368533617,12.509788483582012,37.46717274153369,0.3338866417778694,675964.6001399413,20,True
0.9,ALP-photon-combined,17,17.509405783802578,11.61893235654766,34.924473359725305,0.3326874033824815,674817.7364062428,20,True
0.9,ALP-photon-combined,18,18.208455436897705,10.790109130321564,32.54596840871257,0.3315344313869932,673682.7621225235,20,True
0.9,ALP-photon-combined,19,18.935414113492897,10.033674765322493,30.32112848504309,0.33091363239570515,672424.5972148572,20,True
0.9,ALP-SU2L,0,9.000000000000002,3023.1133507487743,5700.648047663662,0.5303104709275569,324641.93013200787,20,True
0.9,ALP-SU2L,1,10.478624812597394,2256.4841921366356,4269.607186411591,0.5284992491389137,323566.96978162153,20,True
0.9,ALP-SU2L,2,12.200175329242407,1682.9208087228392,3192.30586507201,0.5271803141222111,322408.9445875203,20,True
0.9,ALP-SU2L,3,14.204562213670894,1252.7477657304228,2383.283496114716,0.5256394246730115,322020.73092150653,20,True
0.9,ALP-SU2L,4,16.538253118250562,931.5676298060088,1776.9137309565829,0.5242615967093175,321466.268749185,20,True
0.9,ALP-SU2L,5,19.255349942435167,691.1198418409863,1323.326220610143,0.5222596145055852,320780.86581155454,20,True
0.9,ALP-SU2L,6,22.418843075782977,513.1040367630078,984.4926860211528,0.5211862353561286,320458.50863188965,20,True
0.9,ALP-SU2L,7,26.10207170262519,380.29200920295216,731.7171565874349,0.5197254236548846,319927.7085584227,20,True
0.9,ALP-SU2L,8,30.390424022591617,281.4734672834599,543.4325758422918,0.5179547193084457,319449.5286759492,20,True
0.9,ALP-SU2L,9,35.3833168031649,208.20262152988207,403.2738220770989,0.5162810232945827,318999.1159878634,20,True
0.9,ALP-SU2L,10,41.196500156181976,154.51217729891562,299.0564689476315,0.516665557654172,319223.0245693068,20,True
0.9,ALP-SU2L,11,47.96474096986008,113.96917494776794,221.64764440675484,0.5141907790304252,318577.1399175588,20,True
0.9,ALP-SU2L,12,55.844947206286946,84.43135317572603,164.19299954329756,0.5142201763203769,318347.15235084604,20,True
0.9,ALP-SU2L,13,65.0198054948877,62.34764655197059,121.56445496531641,0.5128772762544694,318404.48029152973,20,True
0.9,ALP-SU2L,14,75.70201635210961,46.12612801526528,89.96441662938474,0.5127152461320943,318359.040037876,20,True
0.9,ALP-SU2L,15,88.1392252123188,34.05301915071202,66.5507545821142,0.5116849442885794,317962.2695927108,20,True
0.9,ALP-SU2L,16,102.61976358587921,25.161975712536425,49.2104343069973,0.5113138314440482,318192.4377251282,20,True
0.9,ALP-SU2L,17,119.47933344154129,18.57422983270011,36.37991161405029,0.5105628081165142,318121.23373576876,20,True
0.9,ALP-SU2L,18,139.10878977701455,13.716768501480493,26.88744163538037,0.510155212514939,317872.9545927483,20,True
0.9,ALP-SU2L,19,161.9632018008689,10.116245315680912,19.867098097465444,0.5091959211180166,317333.9116069894,20,True
