mass_GeV,model,lifetime_index,ctau_m,bin_index,energy_low_GeV,energy_high_GeV,probability
1.05,ALP-photon-combined,0,10.5,0,1.05,25.99318351000891,0.25036983771722865
1.05,ALP-photon-combined,0,10.5,1,25.99318351000891,29.273650720911974,0.07507189093838079
1.05,ALP-photon-combined,0,10.5,2,29.273650720911974,32.96812897889077,0.07921542639005678
1.05,ALP-photon-combined,0,10.5,3,32.96812897889077,37.12886850809964,0.08192027062266488
1.05,ALP-photon-combined,0,10.5,4,37.12886850809964,41.81471376717891,0.08128650025322484
1.05,ALP-photon-combined,0,10.5,5,41.81471376717891,47.09193567398029,0.0789605443403398
1.05,ALP-photon-combined,0,10.5,6,47.09193567398029,53.0351688611335,0.07062771586452152
1.05,ALP-photon-combined,0,10.5,7,53.0351688611335,59.728467217860896,0.06202861879478938
1.05,ALP-photon-combined,0,10.5,8,59.728467217860896,67.26649264634462,0.05346222601379547
1.05,ALP-photon-combined,0,10.5,9,67.26649264634462,75.75585384497646,0.04222673614569597
1.05,ALP-photon-combined,0,10.5,10,75.75585384497646,85.31661405261771,0.033717789838185776
1.05,ALP-photon-combined,0,10.5,11,85.31661405261771,96.08398907757821,0.02658249515133203
1.05,ALP-photon-combined,0,10.5,12,96.08398907757821,108.21025962617777,0.019982310147205196
1.05,ALP-photon-combined,0,10.5,13,108.21025962617777,121.86692497654921,0.014753350579976036
1.05,ALP-photon-combined,0,10.5,14,121.86692497654921,137.24712845663515,0.010398743336304089
1.05,ALP-photon-combined,0,10.5,15,137.24712845663515,154.56838902940137,0.006646875298033351
1.05,ALP-photon-combined,0,10.5,16,154.56838902940137,174.0756776174966,0.004748924637034495
1.05,ALP-photon-combined,0,10.5,17,174.0756776174966,196.04488167516982,0.0032074690127199207
1.05,ALP-photon-combined,0,10.5,18,196.04488167516982,220.7867070061503,0.0022236938927947133
1.05,ALP-photon-combined,0,10.5,19,220.7867070061503,248.65107201007712,0.0012834406449239101
1.05,ALP-photon-combined,0,10.5,20,248.65107201007712,400.0,0.0012851403807924127
1.05,ALP-photon-combined,1,10.578886748946001,0,1.05,25.99318351000891,0.2512883520289083
1.05,ALP-photon-combined,1,10.578886748946001,1,25.99318351000891,29.273650720911974,0.07517649255735737
1.05,ALP-photon-combined,1,10.578886748946001,2,29.273650720911974,32.96812897889077,0.07922783934065966
1.05,ALP-photon-combined,1,10.578886748946001,3,32.96812897889077,37.12886850809964,0.0819325032982928
1.05,ALP-photon-combined,1,10.578886748946001,4,37.12886850809964,41.81471376717891,0.08104323057103728
1.05,ALP-photon-combined,1,10.578886748946001,5,41.81471376717891,47.09193567398029,0.07914841916827661
1.05,ALP-photon-combined,1,10.578886748946001,6,47.09193567398029,53.0351688611335,0.07031965552645333
1.05,ALP-photon-combined,1,10.578886748946001,7,53.0351688611335,59.728467217860896,0.06181339482632858
1.05,ALP-photon-combined,1,10.578886748946001,8,59.728467217860896,67.26649264634462,0.05342032733352734
1.05,ALP-photon-combined,1,10.578886748946001,9,67.26649264634462,75.75585384497646,0.04215383530634932
1.05,ALP-photon-combined,1,10.578886748946001,10,75.75585384497646,85.31661405261771,0.03360759877562832
1.05,ALP-photon-combined,1,10.578886748946001,11,85.31661405261771,96.08398907757821,0.026512265690893284
1.05,ALP-photon-combined,1,10.578886748946001,12,96.08398907757821,108.21025962617777,0.01992809543693957
1.05,ALP-photon-combined,1,10.578886748946001,13,108.21025962617777,121.86692497654921,0.01474100066532272
1.05,ALP-photon-combined,1,10.578886748946001,14,121.86692497654921,137.24712845663515,0.010360395497610324
1.05,ALP-photon-combined,1,10.578886748946001,15,137.24712845663515,154.56838902940137,0.006624166311693904
1.05,ALP-photon-combined,1,10.578886748946001,16,154.56838902940137,174.0756776174966,0.004729981098188372
1.05,ALP-photon-combined,1,10.578886748946001,17,174.0756776174966,196.04488167516982,0.003196463296253705
1.05,ALP-photon-combined,1,10.578886748946001,18,196.04488167516982,220.7867070061503,0.0022165906016173176
1.05,ALP-photon-combined,1,10.578886748946001,19,220.7867070061503,248.65107201007712,0.0012796661086501594
1.05,ALP-photon-combined,1,10.578886748946001,20,248.65107201007712,400.0,0.0012797265600118547
1.05,ALP-photon-combined,2,10.658366175907164,0,1.05,25.99318351000891,0.25192236848314736
1.05,ALP-photon-combined,2,10.658366175907164,1,25.99318351000891,29.273650720911974,0.07504185495814585
1.05,ALP-photon-combined,2,10.658366175907164,2,29.273650720911974,32.96812897889077,0.07865539609399495
1.05,ALP-photon-combined,2,10.658366175907164,3,32.96812897889077,37.12886850809964,0.08210168306495035
1.05,ALP-photon-combined,2,10.658366175907164,4,37.12886850809964,41.81471376717891,0.08099456435234896
1.05,ALP-photon-combined,2,10.658366175907164,5,41.81471376717891,47.09193567398029,0.07892881349511384
1.05,ALP-photon-combined,2,10.658366175907164,6,47.09193567398029,53.0351688611335,0.07059379533692024
1.05,ALP-photon-combined,2,10.658366175907164,7,53.0351688611335,59.728467217860896,0.06183074878550023
1.05,ALP-photon-combined,2,10.658366175907164,8,59.728467217860896,67.26649264634462,0.053453066014247604
1.05,ALP-photon-combined,2,10.658366175907164,9,67.26649264634462,75.75585384497646,0.041998717245273084
1.05,ALP-photon-combined,2,10.658366175907164,10,75.75585384497646,85.31661405261771,0.03358777365525014
1.05,ALP-photon-combined,2,10.658366175907164,11,85.31661405261771,96.08398907757821,0.026517446934400498
1.05,ALP-photon-combined,2,10.658366175907164,12,96.08398907757821,108.21025962617777,0.019939315420700918
1.05,ALP-photon-combined,2,10.658366175907164,13,108.21025962617777,121.86692497654921,0.01476016441708437
1.05,ALP-photon-combined,2,10.658366175907164,14,121.86692497654921,137.24712845663515,0.010347888584394872
1.05,ALP-photon-combined,2,10.658366175907164,15,137.24712845663515,154.56838902940137,0.006618703330750648
1.05,ALP-photon-combined,2,10.658366175907164,16,154.56838902940137,174.0756776174966,0.004734605438505821
1.05,ALP-photon-combined,2,10.658366175907164,17,174.0756776174966,196.04488167516982,0.0031978506487293926
1.05,ALP-photon-combined,2,10.658366175907164,18,196.04488167516982,220.7867070061503,0.002217001522731085
1.05,ALP-photon-combined,2,10.658366175907164,19,220.7867070061503,248.65107201007712,0.001275007729710874
1.05,ALP-photon-combined,2,10.658366175907164,20,248.65107201007712,400.0,0.00128323448809897
1.05,ALP-photon-combined,3,10.738442733687481,0,1.05,25.99318351000891,0.2513670116323747
1.05,ALP-photon-combined,3,10.738442733687481,1,25.99318351000891,29.273650720911974,0.07511758043887803
1.05,ALP-photon-combined,3,10.738442733687481,2,29.273650720911974,32.96812897889077,0.07896790679520169
1.05,ALP-photon-combined,3,10.738442733687481,3,32.96812897889077,37.12886850809964,0.08195915977153642
1.05,ALP-photon-combined,3,10.738442733687481,4,37.12886850809964,41.81471376717891,0.08124910722522795
1.05,ALP-photon-combined,3,10.738442733687481,5,41.81471376717891,47.09193567398029,0.07916054844700728
1.05,ALP-photon-combined,3,10.738442733687481,6,47.09193567398029,53.0351688611335,0.07019917483911826
1.05,ALP-photon-combined,3,10.738442733687481,7,53.0351688611335,59.728467217860896,0.06197097416254137
1.05,ALP-photon-combined,3,10.738442733687481,8,59.728467217860896,67.26649264634462,0.05348915717932938
1.05,ALP-photon-combined,3,10.738442733687481,9,67.26649264634462,75.75585384497646,0.042116353439145014
1.05,ALP-photon-combined,3,10.738442733687481,10,75.75585384497646,85.31661405261771,0.03364667618413512
1.05,ALP-photon-combined,3,10.738442733687481,11,85.31661405261771,96.08398907757821,0.026467981292299672
1.05,ALP-photon-combined,3,10.738442733687481,12,96.08398907757821,108.21025962617777,0.019896411881223007
1.05,ALP-photon-combined,3,10.738442733687481,13,108.21025962617777,121.86692497654921,0.01471776689684344
1.05,ALP-photon-combined,3,10.738442733687481,14,121.86692497654921,137.24712845663515,0.01035257989631836
1.05,ALP-photon-combined,3,10.738442733687481,15,137.24712845663515,154.56838902940137,0.0066252924432117135
1.05,ALP-photon-combined,3,10.738442733687481,16,154.56838902940137,174.0756776174966,0.004734848620168494
1.05,ALP-photon-combined,3,10.738442733687481,17,174.0756776174966,196.04488167516982,0.003199426829221246
1.05,ALP-photon-combined,3,10.738442733687481,18,196.04488167516982,220.7867070061503,0.0022087582584107684
1.05,ALP-photon-combined,3,10.738442733687481,19,220.7867070061503,248.65107201007712,0.0012745593810827391
1.05,ALP-photon-combined,3,10.738442733687481,20,248.65107201007712,400.0,0.0012787243867253704
1.05,ALP-photon-combined,4,10.81912090854495,0,1.05,25.99318351000891,0.2529514584942293
1.05,ALP-photon-combined,4,10.81912090854495,1,25.99318351000891,29.273650720911974,0.07502715543080067
1.05,ALP-photon-combined,4,10.81912090854495,2,29.273650720911974,32.96812897889077,0.07882656427319033
1.05,ALP-photon-combined,4,10.81912090854495,3,32.96812897889077,37.12886850809964,0.08169670248467634
1.05,ALP-photon-combined,4,10.81912090854495,4,37.12886850809964,41.81471376717891,0.0809933645778598
1.05,ALP-photon-combined,4,10.81912090854495,5,41.81471376717891,47.09193567398029,0.07878534572955143
