mass_GeV,model,lifetime_index,ctau_m,bin_index,energy_low_GeV,energy_high_GeV,probability
0.6,ALP-photon-combined,0,6.0,0,0.6,26.0626348941647,0.5791131439405899
0.6,ALP-photon-combined,0,6.0,1,26.0626348941647,29.68222787804119,0.07608618661549353
0.6,ALP-photon-combined,0,6.0,2,29.68222787804119,33.80451191453499,0.06638728435006952
0.6,ALP-photon-combined,0,6.0,3,33.80451191453499,38.499301011880455,0.059105253188992346
0.6,ALP-photon-combined,0,6.0,4,38.499301011880455,43.846104985946475,0.05007906624208653
0.6,ALP-photon-combined,0,6.0,5,43.846104985946475,49.93547601930189,0.04272604059936999
0.6,ALP-photon-combined,0,6.0,6,49.93547601930189,56.87054223114012,0.033510862091725144
0.6,ALP-photon-combined,0,6.0,7,56.87054223114012,64.76875423023372,0.026547221320477453
0.6,ALP-photon-combined,0,6.0,8,64.76875423023372,73.7638742301177,0.019732695875518794
0.6,ALP-photon-combined,0,6.0,9,73.7638742301177,84.0082414136775,0.01436196893342033
0.6,ALP-photon-combined,0,6.0,10,84.0082414136775,95.67535191280946,0.010842684333916839
0.6,ALP-photon-combined,0,6.0,11,95.67535191280946,108.96279709706647,0.007544402070077937
0.6,ALP-photon-combined,0,6.0,12,108.96279709706647,124.09560993343874,0.005265519137656992
0.6,ALP-photon-combined,0,6.0,13,124.09560993343874,141.3300760904088,0.0033302175505394932
0.6,ALP-photon-combined,0,6.0,14,141.3300760904088,160.9580743302226,0.002117081219415841
0.6,ALP-photon-combined,0,6.0,15,160.9580743302226,183.31201969721195,0.001337867305087665
0.6,ALP-photon-combined,0,6.0,16,183.31201969721195,208.77049321881339,0.0009123554748571316
0.6,ALP-photon-combined,0,6.0,17,208.77049321881339,237.76465346254378,0.0005056394329446182
0.6,ALP-photon-combined,0,6.0,18,237.76465346254378,400.0,0.0004945103177601167
0.6,ALP-photon-combined,1,6.7380509865628095,0,0.6,26.0626348941647,0.5887358680961675
0.6,ALP-photon-combined,1,6.7380509865628095,1,26.0626348941647,29.68222787804119,0.07490761440303279
0.6,ALP-photon-combined,1,6.7380509865628095,2,29.68222787804119,33.80451191453499,0.06501025655534312
0.6,ALP-photon-combined,1,6.7380509865628095,3,33.80451191453499,38.499301011880455,0.057841762024150735
0.6,ALP-photon-combined,1,6.7380509865628095,4,38.499301011880455,43.846104985946475,0.048926758502980554
0.6,ALP-photon-combined,1,6.7380509865628095,5,43.846104985946475,49.93547601930189,0.041670160770741684
0.6,ALP-photon-combined,1,6.7380509865628095,6,49.93547601930189,56.87054223114012,0.03259272412054719
0.6,ALP-photon-combined,1,6.7380509865628095,7,56.87054223114012,64.76875423023372,0.025785707489678397
0.6,ALP-photon-combined,1,6.7380509865628095,8,64.76875423023372,73.7638742301177,0.01920987384412693
0.6,ALP-photon-combined,1,6.7380509865628095,9,73.7638742301177,84.0082414136775,0.013972277467481286
0.6,ALP-photon-combined,1,6.7380509865628095,10,84.0082414136775,95.67535191280946,0.01052586798165481
0.6,ALP-photon-combined,1,6.7380509865628095,11,95.67535191280946,108.96279709706647,0.007315711373677504
0.6,ALP-photon-combined,1,6.7380509865628095,12,108.96279709706647,124.09560993343874,0.005096646156837354
0.6,ALP-photon-combined,1,6.7380509865628095,13,124.09560993343874,141.3300760904088,0.0032199252620417045
0.6,ALP-photon-combined,1,6.7380509865628095,14,141.3300760904088,160.9580743302226,0.0020495004137398073
0.6,ALP-photon-combined,1,6.7380509865628095,15,160.9580743302226,183.31201969721195,0.0012939027084088006
0.6,ALP-photon-combined,1,6.7380509865628095,16,183.31201969721195,208.77049321881339,0.0008802893467075897
0.6,ALP-photon-combined,1,6.7380509865628095,17,208.77049321881339,237.76465346254378,0.00048826011787461937
0.6,ALP-photon-combined,1,6.7380509865628095,18,237.76465346254378,400.0,0.0004768933648076042
0.6,ALP-photon-combined,2,7.566888516253341,0,0.6,26.0626348941647,0.5964041573169974
0.6,ALP-photon-combined,2,7.566888516253341,1,26.0626348941647,29.68222787804119,0.07396218270849841
0.6,ALP-photon-combined,2,7.566888516253341,2,29.68222787804119,33.80451191453499,0.0640112068558984
0.6,ALP-photon-combined,2,7.566888516253341,3,33.80451191453499,38.499301011880455,0.05695480569365686
0.6,ALP-photon-combined,2,7.566888516253341,4,38.499301011880455,43.846104985946475,0.0478099936962567
0.6,ALP-photon-combined,2,7.566888516253341,5,43.846104985946475,49.93547601930189,0.04086416746735386
0.6,ALP-photon-combined,2,7.566888516253341,6,49.93547601930189,56.87054223114012,0.03195176161681765
0.6,ALP-photon-combined,2,7.566888516253341,7,56.87054223114012,64.76875423023372,0.02524120936408883
