mass_GeV,model,lifetime_index,ctau_m,bin_index,energy_low_GeV,energy_high_GeV,probability
0.75,ALP-photon-combined,0,7.499999999999999,0,0.75,25.24530087651988,0.43935982967490245
0.75,ALP-photon-combined,0,7.499999999999999,1,25.24530087651988,28.62335425346548,0.08312362150312601
0.75,ALP-photon-combined,0,7.499999999999999,2,28.62335425346548,32.4534222319921,0.07842919886897076
0.75,ALP-photon-combined,0,7.499999999999999,3,32.4534222319921,36.79598852187087,0.07253237638317128
0.75,ALP-photon-combined,0,7.499999999999999,4,36.79598852187087,41.71963010936189,0.06512131852544314
0.75,ALP-photon-combined,0,7.499999999999999,5,41.71963010936189,47.30210021202276,0.05766789752299981
0.75,ALP-photon-combined,0,7.499999999999999,6,47.30210021202276,53.63155614282764,0.048260031683591754
0.75,ALP-photon-combined,0,7.499999999999999,7,53.63155614282764,60.80795147379508,0.039920752651552184
0.75,ALP-photon-combined,0,7.499999999999999,8,60.80795147379508,68.94461448390986,0.0320239151070585
0.75,ALP-photon-combined,0,7.499999999999999,9,68.94461448390986,78.17003781788945,0.023744843991818813
0.75,ALP-photon-combined,0,7.499999999999999,10,78.17003781788945,88.62990761774932,0.018636827251414002
0.75,ALP-photon-combined,0,7.499999999999999,11,88.62990761774932,100.48940417082771,0.013393170737365142
0.75,ALP-photon-combined,0,7.499999999999999,12,100.48940417082771,113.93581040567035,0.009446927405125628
0.75,ALP-photon-combined,0,7.499999999999999,13,113.93581040567035,129.18146942864817,0.0068580474301398265
0.75,ALP-photon-combined,0,7.499999999999999,14,129.18146942864817,146.4671378061682,0.004184701360997658
0.75,ALP-photon-combined,0,7.499999999999999,15,146.4671378061682,166.06578754687547,0.0027680990173392797
0.75,ALP-photon-combined,0,7.499999999999999,16,166.06578754687547,188.28691682403147,0.0018307911742636868
0.75,ALP-photon-combined,0,7.499999999999999,17,188.28691682403147,213.48143751218313,0.0012669462015236683
0.75,ALP-photon-combined,0,7.499999999999999,18,213.48143751218313,242.0472167211748,0.0007268045840202283
0.75,ALP-photon-combined,0,7.499999999999999,19,242.0472167211748,400.0,0.0007038989251761967
0.75,ALP-photon-combined,1,8.078346172301348,0,0.75,25.24530087651988,0.44408958504548546
0.75,ALP-photon-combined,1,8.078346172301348,1,25.24530087651988,28.62335425346548,0.08258262206255669
0.75,ALP-photon-combined,1,8.078346172301348,2,28.62335425346548,32.4534222319921,0.07817371231447076
0.75,ALP-photon-combined,1,8.078346172301348,3,32.4534222319921,36.79598852187087,0.07221829562119303
0.75,ALP-photon-combined,1,8.078346172301348,4,36.79598852187087,41.71963010936189,0.06466917992963814
0.75,ALP-photon-combined,1,8.078346172301348,5,41.71963010936189,47.30210021202276,0.056858060989615926
0.75,ALP-photon-combined,1,8.078346172301348,6,47.30210021202276,53.63155614282764,0.04780912585822036
0.75,ALP-photon-combined,1,8.078346172301348,7,53.63155614282764,60.80795147379508,0.03965298875519981
0.75,ALP-photon-combined,1,8.078346172301348,8,60.80795147379508,68.94461448390986,0.03163527347820042
0.75,ALP-photon-combined,1,8.078346172301348,9,68.94461448390986,78.17003781788945,0.023437736250458103
0.75,ALP-photon-combined,1,8.078346172301348,10,78.17003781788945,88.62990761774932,0.018358297642889602
0.75,ALP-photon-combined,1,8.078346172301348,11,88.62990761774932,100.48940417082771,0.013181657462607133
0.75,ALP-photon-combined,1,8.078346172301348,12,100.48940417082771,113.93581040567035,0.009296215468519312
0.75,ALP-photon-combined,1,8.078346172301348,13,113.93581040567035,129.18146942864817,0.006750269641801014
0.75,ALP-photon-combined,1,8.078346172301348,14,129.18146942864817,146.4671378061682,0.004111900777526593
0.75,ALP-photon-combined,1,8.078346172301348,15,146.4671378061682,166.06578754687547,0.0027252295141051036
0.75,ALP-photon-combined,1,8.078346172301348,16,166.06578754687547,188.28691682403147,0.0017989319583865456
0.75,ALP-photon-combined,1,8.078346172301348,17,188.28691682403147,213.48143751218313,0.0012451955213879887
0.75,ALP-photon-combined,1,8.078346172301348,18,213.48143751218313,242.0472167211748,0.0007155214364583107
0.75,ALP-photon-combined,1,8.078346172301348,19,242.0472167211748,400.0,0.0006902002712797038
0.75,ALP-photon-combined,2,8.70129025060478,0,0.75,25.24530087651988,0.44934081813629717
0.75,ALP-photon-combined,2,8.70129025060478,1,25.24530087651988,28.62335425346548,0.08209256399788602
0.75,ALP-photon-combined,2,8.70129025060478,2,28.62335425346548,32.4534222319921,0.07787476563972717
0.75,ALP-photon-combined,2,8.70129025060478,3,32.4534222319921,36.79598852187087,0.07141062556963951
0.75,ALP-photon-combined,2,8.70129025060478,4,36.79598852187087,41.71963010936189,0.06423122403369673
0.75,ALP-photon-combined,2,8.70129025060478,5,41.71963010936189,47.30210021202276,0.056327831918408205
0.75,ALP-photon-combined,2,8.70129025060478,6,47.30210021202276,53.63155614282764,0.04726412000062818
0.75,ALP-photon-combined,2,8.70129025060478,7,53.63155614282764,60.80795147379508,0.039056351015184426
0.75,ALP-photon-combined,2,8.70129025060478,8,60.80795147379508,68.94461448390986,0.031178790737213184
0.75,ALP-photon-combined,2,8.70129025060478,9,68.94461448390986,78.17003781788945,0.023148679603896404
0.75,ALP-photon-combined,2,8.70129025060478,10,78.17003781788945,88.62990761774932,0.018138822846490096
0.75,ALP-photon-combined,2,8.70129025060478,11,88.62990761774932,100.48940417082771,0.013001919726475589
0.75,ALP-photon-combined,2,8.70129025060478,12,100.48940417082771,113.93581040567035,0.009173642645877748
0.75,ALP-photon-combined,2,8.70129025060478,13,113.93581040567035,129.18146942864817,0.00665455428260609
0.75,ALP-photon-combined,2,8.70129025060478,14,129.18146942864817,146.4671378061682,0.0040486237028280365
0.75,ALP-photon-combined,2,8.70129025060478,15,146.4671378061682,166.06578754687547,0.002679328877827081
0.75,ALP-photon-combined,2,8.70129025060478,16,166.06578754687547,188.28691682403147,0.0017689481541250218
0.75,ALP-photon-combined,2,8.70129025060478,17,188.28691682403147,213.48143751218313,0.0012230136267506013
0.75,ALP-photon-combined,2,8.70129025060478,18,213.48143751218313,242.0472167211748,0.0007044598489261772
0.75,ALP-photon-combined,2,8.70129025060478,19,242.0472167211748,400.0,0.0006809156355166979
0.75,ALP-photon-combined,3,9.372271305340822,0,0.75,25.24530087651988,0.45360366472451374
0.75,ALP-photon-combined,3,9.372271305340822,1,25.24530087651988,28.62335425346548,0.08165553246195649
0.75,ALP-photon-combined,3,9.372271305340822,2,28.62335425346548,32.4534222319921,0.07745629248324647
0.75,ALP-photon-combined,3,9.372271305340822,3,32.4534222319921,36.79598852187087,0.07115880104350396
0.75,ALP-photon-combined,3,9.372271305340822,4,36.79598852187087,41.71963010936189,0.06378227087345972
0.75,ALP-photon-combined,3,9.372271305340822,5,41.71963010936189,47.30210021202276,0.055849521822211305
0.75,ALP-photon-combined,3,9.372271305340822,6,47.30210021202276,53.63155614282764,0.046768545854831686
0.75,ALP-photon-combined,3,9.372271305340822,7,53.63155614282764,60.80795147379508,0.03861703988215447
0.75,ALP-photon-combined,3,9.372271305340822,8,60.80795147379508,68.94461448390986,0.030922106481067625
0.75,ALP-photon-combined,3,9.372271305340822,9,68.94461448390986,78.17003781788945,0.02289835265308337
0.75,ALP-photon-combined,3,9.372271305340822,10,78.17003781788945,88.62990761774932,0.017917520774695023
0.75,ALP-photon-combined,3,9.372271305340822,11,88.62990761774932,100.48940417082771,0.012826088641964032
0.75,ALP-photon-combined,3,9.372271305340822,12,100.48940417082771,113.93581040567035,0.009040553095369368
0.75,ALP-photon-combined,3,9.372271305340822,13,113.93581040567035,129.18146942864817,0.006549278997642789
0.75,ALP-photon-combined,3,9.372271305340822,14,129.18146942864817,146.4671378061682,0.003993652129794413
0.75,ALP-photon-combined,3,9.372271305340822,15,146.4671378061682,166.06578754687547,0.0026457049691733046
0.75,ALP-photon-combined,3,9.372271305340822,16,166.06578754687547,188.28691682403147,0.0017478406827171216
