mass_GeV,model,lifetime_index,ctau_m,N_events,N_events_before_ECAL,epsilon_ECAL_weighted,template_total_N_eff,number_of_common_energy_bins,passes_N_events_threshold
1.05,ALP-photon-combined,0,10.5,12.940166274848433,35.11213601600983,0.3685382817196937,683201.3982502117,21,True
1.05,ALP-photon-combined,1,10.578886748946001,12.778478307446631,34.668634236054544,0.36858903123900166,683170.3443483284,21,True
1.05,ALP-photon-combined,2,10.658366175907164,12.602269846079135,34.229960653182374,0.3681648943089713,683630.5113720398,21,True
1.05,ALP-photon-combined,3,10.738442733687481,12.430499064418186,33.796337176257296,0.36780610276165954,682855.2134680061,21,True
1.05,ALP-photon-combined,4,10.81912090854495,12.2611629452126,33.36806742934054,0.3674519949702379,682348.3043341523,21,True
1.05,ALP-photon-combined,5,10.900405220442927,12.098023618240555,32.94426537349155,0.36722699629463207,682921.0866665316,21,True
1.05,ALP-photon-combined,6,10.98230022330338,11.932752175784712,32.52561553941501,0.3668724473891795,682651.5397283336,21,True
1.05,ALP-photon-combined,7,11.064810505261978,11.76754970568793,32.1119998289629,0.36645334355895137,681976.767329916,21,True
1.05,ALP-photon-combined,8,11.147940688925186,11.609101050040124,31.70320733368692,0.36618064941664835,681948.8657198889,21,True
1.05,ALP-photon-combined,9,11.231695431629198,11.462299136244294,31.299023380114804,0.36621906687116096,681636.3865053261,21,True
1.05,ALP-photon-combined,10,11.316079425700895,11.308176047056882,30.899553421646758,0.36596567894521453,681493.5430619932,21,True
1.05,ALP-photon-combined,11,11.401097398720731,11.142358121304216,30.50486394797516,0.3652649669346852,681044.7591152784,21,True
1.05,ALP-photon-combined,12,11.486754113787567,11.012620516190427,30.1148768300024,0.36568705156445924,681444.5389299842,21,True
1.05,ALP-photon-combined,13,11.573054369785543,10.861547826588488,29.72948034833888,0.3653460369748902,681187.7037189298,21,True
1.05,ALP-photon-combined,14,11.660003001652942,10.709612695185957,29.348375550541398,0.3649133042046136,680818.809631481,21,True
1.05,ALP-photon-combined,15,11.747604880653032,10.552952084307814,28.971933142433745,0.36424742637733865,680422.0881813756,21,True
1.05,ALP-photon-combined,16,11.835864914647022,10.423943985513402,28.599847227514168,0.3644755128441792,680212.9033231165,21,True
1.05,ALP-photon-combined,17,11.924788048368978,10.276232670118892,28.232341886773135,0.36398796498470115,680233.5774032822,21,True
1.05,ALP-photon-combined,18,12.014379263702873,10.143468697879985,27.868977117578297,0.36396989581228706,679966.7021259855,21,True
1.05,ALP-photon-combined,19,12.104643579961705,10.011711803864559,27.510199438802108,0.3639272709067828,679944.1509967583,21,True
1.05,ALP-SU2L,0,10.5,1559.587498585852,3209.0728198135143,0.4859931781406203,304844.77873143996,21,True
1.05,ALP-SU2L,1,12.013892726046072,1204.752024539538,2487.2980128762256,0.4843617525132842,304236.9348194192,21,True
1.05,ALP-SU2L,2,13.74605889837549,928.2834887422221,1925.0683785706547,0.48220806028275415,303189.1241426051,21,True
1.05,ALP-SU2L,3,15.727969239142302,714.3666099122523,1487.8786978225276,0.4801242271683233,302394.5004448607,21,True
1.05,ALP-SU2L,4,17.995631927391237,550.6483236017118,1148.8147775996276,0.4793186285018504,302353.062261575,21,True
1.05,ALP-SU2L,5,20.59024681077029,422.37682322911616,886.0358618310935,0.47670398166077227,301263.354659652,21,True
1.05,ALP-SU2L,6,23.558953941657748,325.0188815167174,682.6627803812311,0.4761045875903935,301172.77547241474,21,True
1.05,ALP-SU2L,7,26.95569003742252,249.59669988277747,525.5427498726635,0.4749312971080917,300755.1558454273,21,True
1.05,ALP-SU2L,8,30.842168425346934,191.40588660068764,404.2549701132969,0.4734781282887976,300922.19202814193,21,True
1.05,ALP-SU2L,9,35.28900027626318,146.56671371043316,310.7413609325675,0.47166786317267534,299887.79755542113,21,True
1.05,ALP-SU2L,10,40.376977497946264,112.34820240626834,238.74239624843088,0.47058337426319913,300170.75418209104,21,True
1.05,ALP-SU2L,11,46.19854059640977,86.045196140133,183.28294219409764,0.46946647140250874,299464.3474891695,21,True
1.05,ALP-SU2L,12,52.85945817382395,66.01027413381584,140.6401035077956,0.46935598373018067,299531.8332349509,21,True
1.05,ALP-SU2L,13,60.48074857687998,50.49502469853122,107.85586154841016,0.46817135363447043,299483.0394705863,21,True
1.05,ALP-SU2L,14,69.20087860891422,38.62785785639561,82.68008998030203,0.46719661124701767,299170.53701207705,21,True
1.05,ALP-SU2L,15,79.17827925291732,29.481212873640015,63.3564695249966,0.4653228485531146,298209.4101884982,21,True
1.05,ALP-SU2L,16,90.5942241121398,22.57328816067527,48.53442889549493,0.46509846050275805,298621.8915159277,21,True
1.05,ALP-SU2L,17,103.65612286501181,17.28880203845392,37.164921436636654,0.4651914055012871,298730.66848288703,21,True
1.05,ALP-SU2L,18,118.60128957124793,13.208327560407058,28.451383380997136,0.4642420153541281,298606.2801075697,21,True
1.05,ALP-SU2L,19,135.70125429330454,10.105463607517459,21.77484094990716,0.4640889745539356,298606.7894511693,21,True
