category,artifact,quantity,comparison_mode,reference_count,current_count,max_abs_difference,max_relative_difference,absolute_tolerance,relative_tolerance,status,details
template_bank,template_bank_ma_0p75.npz,photon_interval_m,exact_npz,2,2,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,photon_n_events,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,photon_n_events_before_ecal,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,photon_probabilities,exact_npz,400,400,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,photon_total_n_eff,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,su2_ctau_m,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,su2_epsilon_ecal_weighted,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,su2_interval_m,exact_npz,2,2,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,su2_n_events,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,su2_n_events_before_ecal,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,su2_probabilities,exact_npz,400,400,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,su2_total_n_eff,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,template_base_seed,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,template_seed_offset,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p75.npz,metadata:bank_format_version,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
template_bank,template_bank_ma_0p75.npz,metadata:profile,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
template_bank,template_bank_ma_0p75.npz,metadata:selection_name,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
template_bank,template_bank_ma_0p9.npz,scientific_key_set,exact_npz_scientific,21,21,,,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,metadata_key_set,validated_npz_metadata,0,3,,,0.0,0.0,validated_metadata_extension,"bank_format_version, profile, selection_name"
template_bank,template_bank_ma_0p9.npz,energy_edges_GeV,exact_npz,21,21,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,event_threshold,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,jeffreys_alpha,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,mass_GeV,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,minimum_bin_N_eff,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,photon_ctau_m,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,photon_epsilon_ecal_weighted,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,photon_interval_m,exact_npz,2,2,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,photon_n_events,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,photon_n_events_before_ecal,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,photon_probabilities,exact_npz,400,400,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,photon_total_n_eff,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,su2_ctau_m,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,su2_epsilon_ecal_weighted,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,su2_interval_m,exact_npz,2,2,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,su2_n_events,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,su2_n_events_before_ecal,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,su2_probabilities,exact_npz,400,400,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,su2_total_n_eff,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,template_base_seed,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,template_seed_offset,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_0p9.npz,metadata:bank_format_version,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
template_bank,template_bank_ma_0p9.npz,metadata:profile,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
template_bank,template_bank_ma_0p9.npz,metadata:selection_name,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
template_bank,template_bank_ma_1.npz,scientific_key_set,exact_npz_scientific,21,21,,,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,metadata_key_set,validated_npz_metadata,0,3,,,0.0,0.0,validated_metadata_extension,"bank_format_version, profile, selection_name"
template_bank,template_bank_ma_1.npz,energy_edges_GeV,exact_npz,22,22,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,event_threshold,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,jeffreys_alpha,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,mass_GeV,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,minimum_bin_N_eff,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,photon_ctau_m,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,photon_epsilon_ecal_weighted,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,photon_interval_m,exact_npz,2,2,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,photon_n_events,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,photon_n_events_before_ecal,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,photon_probabilities,exact_npz,420,420,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,photon_total_n_eff,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,su2_ctau_m,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,su2_epsilon_ecal_weighted,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,su2_interval_m,exact_npz,2,2,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,su2_n_events,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,su2_n_events_before_ecal,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,su2_probabilities,exact_npz,420,420,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,su2_total_n_eff,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,template_base_seed,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,template_seed_offset,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1.npz,metadata:bank_format_version,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
template_bank,template_bank_ma_1.npz,metadata:profile,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
template_bank,template_bank_ma_1.npz,metadata:selection_name,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
template_bank,template_bank_ma_1p05.npz,scientific_key_set,exact_npz_scientific,21,21,,,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,metadata_key_set,validated_npz_metadata,0,3,,,0.0,0.0,validated_metadata_extension,"bank_format_version, profile, selection_name"
template_bank,template_bank_ma_1p05.npz,energy_edges_GeV,exact_npz,22,22,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,event_threshold,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,jeffreys_alpha,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,mass_GeV,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,minimum_bin_N_eff,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,photon_ctau_m,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,photon_epsilon_ecal_weighted,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,photon_interval_m,exact_npz,2,2,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,photon_n_events,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,photon_n_events_before_ecal,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,photon_probabilities,exact_npz,420,420,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,photon_total_n_eff,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,su2_ctau_m,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,su2_epsilon_ecal_weighted,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,su2_interval_m,exact_npz,2,2,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,su2_n_events,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,su2_n_events_before_ecal,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,su2_probabilities,exact_npz,420,420,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,su2_total_n_eff,exact_npz,20,20,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,template_base_seed,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,template_seed_offset,exact_npz,1,1,0.0,0.0,0.0,0.0,exact_agreement,
template_bank,template_bank_ma_1p05.npz,metadata:bank_format_version,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
template_bank,template_bank_ma_1p05.npz,metadata:profile,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
template_bank,template_bank_ma_1p05.npz,metadata:selection_name,validated_npz_metadata,0,1,,,0.0,0.0,validated_metadata_extension,
distance_summary,distance_map_summary.csv,table_structure,csv_roundtrip,8,8,,,0.0,0.0,exact_agreement,
distance_summary,distance_map_summary.csv,mass_GeV,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_summary,distance_map_summary.csv,number_of_energy_bins,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
distance_summary,distance_map_summary.csv,number_of_photon_lifetimes,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
distance_summary,distance_map_summary.csv,number_of_su2_lifetimes,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
distance_summary,distance_map_summary.csv,minimum_D_TV,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_summary,distance_map_summary.csv,minimum_photon_lifetime_index,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
distance_summary,distance_map_summary.csv,minimum_photon_ctau_m,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_summary,distance_map_summary.csv,minimum_photon_N_events,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_summary,distance_map_summary.csv,minimum_su2_lifetime_index,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
distance_summary,distance_map_summary.csv,minimum_su2_ctau_m,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_summary,distance_map_summary.csv,minimum_su2_N_events,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_summary,distance_map_summary.csv,maximum_D_TV,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_summary,distance_map_summary.csv,maximum_photon_lifetime_index,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
distance_summary,distance_map_summary.csv,maximum_photon_ctau_m,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_summary,distance_map_summary.csv,maximum_su2_lifetime_index,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
distance_summary,distance_map_summary.csv,maximum_su2_ctau_m,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,table_structure,csv_roundtrip,8,8,,,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,mass_GeV,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,rebin_factor,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,number_of_energy_bins,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,jeffreys_alpha,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,stored_jeffreys_alpha,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,truth_grid,csv_roundtrip,8,8,,,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,profile_grid,csv_roundtrip,8,8,,,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,number_of_photon_truth_lifetimes,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,number_of_su2_truth_lifetimes,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,number_of_photon_profile_lifetimes,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,number_of_su2_profile_lifetimes,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,pseudoexperiments_per_truth_and_seed,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,number_of_seeds,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,target_accuracy,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,threshold_reached,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,minimum_persistent_events,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,maximum_tested_events,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,worst_case_accuracy_at_maximum_events,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,accuracy_at_threshold,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,limiting_seed_at_threshold,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,limiting_truth_model_at_threshold,csv_roundtrip,8,8,,,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,limiting_truth_lifetime_index_at_threshold,csv_roundtrip,8,8,0.0,0.0,0.0,0.0,exact_agreement,
profiled_threshold_summary,profiled_threshold_summary.csv,limiting_truth_ctau_m_at_threshold,csv_roundtrip,8,8,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p3.csv,table_structure,csv_roundtrip,400,400,,,0.0,0.0,exact_agreement,
distance_table,distance_map_ma_0p3.csv,mass_GeV,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p3.csv,photon_lifetime_index,csv_roundtrip,400,400,0.0,0.0,0.0,0.0,exact_agreement,
distance_table,distance_map_ma_0p3.csv,photon_ctau_m,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p3.csv,photon_N_events,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p3.csv,su2_lifetime_index,csv_roundtrip,400,400,0.0,0.0,0.0,0.0,exact_agreement,
distance_table,distance_map_ma_0p3.csv,su2_ctau_m,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p3.csv,su2_N_events,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p3.csv,D_TV,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,table_structure,csv_roundtrip,60,60,,,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,mass_GeV,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,seed,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,number_of_events,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,photon_truth_worst_accuracy,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,photon_limiting_lifetime_index,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,photon_limiting_ctau_m,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,su2_truth_worst_accuracy,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,su2_limiting_lifetime_index,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,su2_limiting_ctau_m,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,worst_case_correct_fraction,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,limiting_truth_model,csv_roundtrip,60,60,,,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,limiting_truth_lifetime_index,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p3.csv,limiting_truth_ctau_m,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p4.csv,table_structure,csv_roundtrip,400,400,,,0.0,0.0,exact_agreement,
distance_table,distance_map_ma_0p4.csv,mass_GeV,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p4.csv,photon_lifetime_index,csv_roundtrip,400,400,0.0,0.0,0.0,0.0,exact_agreement,
distance_table,distance_map_ma_0p4.csv,photon_ctau_m,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p4.csv,photon_N_events,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p4.csv,su2_lifetime_index,csv_roundtrip,400,400,0.0,0.0,0.0,0.0,exact_agreement,
distance_table,distance_map_ma_0p4.csv,su2_ctau_m,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p4.csv,su2_N_events,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p4.csv,D_TV,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,table_structure,csv_roundtrip,60,60,,,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,mass_GeV,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,seed,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,number_of_events,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,photon_truth_worst_accuracy,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,photon_limiting_lifetime_index,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,photon_limiting_ctau_m,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,su2_truth_worst_accuracy,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,su2_limiting_lifetime_index,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,su2_limiting_ctau_m,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,worst_case_correct_fraction,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,limiting_truth_model,csv_roundtrip,60,60,,,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,limiting_truth_lifetime_index,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p4.csv,limiting_truth_ctau_m,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p5.csv,table_structure,csv_roundtrip,400,400,,,0.0,0.0,exact_agreement,
distance_table,distance_map_ma_0p5.csv,mass_GeV,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p5.csv,photon_lifetime_index,csv_roundtrip,400,400,0.0,0.0,0.0,0.0,exact_agreement,
distance_table,distance_map_ma_0p5.csv,photon_ctau_m,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p5.csv,photon_N_events,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p5.csv,su2_lifetime_index,csv_roundtrip,400,400,0.0,0.0,0.0,0.0,exact_agreement,
distance_table,distance_map_ma_0p5.csv,su2_ctau_m,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p5.csv,su2_N_events,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
distance_table,distance_map_ma_0p5.csv,D_TV,csv_roundtrip,400,400,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p5.csv,table_structure,csv_roundtrip,60,60,,,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p5.csv,mass_GeV,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p5.csv,seed,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p5.csv,number_of_events,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p5.csv,photon_truth_worst_accuracy,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p5.csv,photon_limiting_lifetime_index,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p5.csv,photon_limiting_ctau_m,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p5.csv,su2_truth_worst_accuracy,csv_roundtrip,60,60,0.0,0.0,5e-15,1e-14,exact_agreement,
profiled_worst_case_by_seed,profiled_worst_case_by_seed_ma_0p5.csv,su2_limiting_lifetime_index,csv_roundtrip,60,60,0.0,0.0,0.0,0.0,exact_agreement,
