mass_GeV,ctau_m,lifetime_label,number_of_events,photon_correct_fraction,su2_correct_fraction,balanced_accuracy,worst_case_correct_fraction,photon_llr_median,su2_llr_median
0.75,9.227137897509262,low,1,0.8542,0.96415,0.909175,0.8542,-6.102573676195888,2.4035990165542005
0.75,9.227137897509262,low,2,0.96095,0.9841,0.972525,0.96095,-9.418096330804783,4.491841884879817
0.75,9.227137897509262,low,3,0.9887,0.9916,0.9901500000000001,0.9887,-12.821409133787474,6.633598493416628
0.75,9.227137897509262,low,4,0.9951,0.99705,0.996075,0.9951,-17.556557397461702,8.736762060340546
0.75,9.227137897509262,low,5,0.99795,0.99855,0.9982500000000001,0.99795,-22.239505464592256,10.895879670706593
0.75,9.227137897509262,low,6,0.99925,0.9994,0.999325,0.99925,-26.302832822144126,12.990400179252429
0.75,9.227137897509262,low,7,0.9998,0.99965,0.999725,0.99965,-30.33544148708671,15.118423407367986
0.75,9.227137897509262,low,8,0.99985,0.99975,0.9998,0.99975,-34.6067147011033,17.24073753651568
0.75,9.227137897509262,low,9,1.0,0.9999,0.99995,0.9999,-39.035845626064216,19.304542220259172
0.75,9.227137897509262,low,10,1.0,0.99995,0.9999750000000001,0.99995,-43.29285037504343,21.40775007865809
0.75,9.227137897509262,low,11,1.0,1.0,1.0,1.0,-47.4431777607315,23.48106875390425
0.75,9.227137897509262,low,12,1.0,0.99995,0.9999750000000001,0.99995,-51.80262948923361,25.590221883992733
0.75,9.227137897509262,low,13,1.0,1.0,1.0,1.0,-56.08693749772283,27.733657090078907
0.75,9.227137897509262,low,14,1.0,1.0,1.0,1.0,-60.174620878971226,29.874516188304387
0.75,9.227137897509262,low,15,1.0,1.0,1.0,1.0,-64.651798956811,31.97921441830419
0.75,9.227137897509262,low,16,1.0,1.0,1.0,1.0,-68.85785325974356,34.052475876352034
0.75,9.227137897509262,low,17,1.0,1.0,1.0,1.0,-73.135251172587,36.15127319567621
0.75,9.227137897509262,low,18,1.0,1.0,1.0,1.0,-77.38617522018083,38.24687689868482
0.75,9.227137897509262,low,19,1.0,1.0,1.0,1.0,-81.61180675419948,40.33261360347461
0.75,9.227137897509262,low,20,1.0,1.0,1.0,1.0,-85.94761311952266,42.48761122614158
0.75,9.227137897509262,low,21,1.0,1.0,1.0,1.0,-90.04545380853779,44.60306296714107
0.75,9.227137897509262,low,22,1.0,1.0,1.0,1.0,-94.39315628250117,46.685358011874854
0.75,9.227137897509262,low,23,1.0,1.0,1.0,1.0,-98.65112990511865,48.76477054132806
0.75,9.227137897509262,low,24,1.0,1.0,1.0,1.0,-103.00907146628568,50.87975735709162
0.75,9.227137897509262,low,25,1.0,1.0,1.0,1.0,-107.23330330122506,52.99106441682845
0.75,9.227137897509262,low,26,1.0,1.0,1.0,1.0,-111.43482687211284,55.08552278510571
0.75,9.227137897509262,low,27,1.0,1.0,1.0,1.0,-115.60504085898701,57.19095928234536
0.75,9.227137897509262,low,28,1.0,1.0,1.0,1.0,-119.82267806543148,59.31170283494015
0.75,9.227137897509262,low,29,1.0,1.0,1.0,1.0,-124.05611919932147,61.44563800516745
0.75,9.227137897509262,low,30,1.0,1.0,1.0,1.0,-128.39517940786206,63.54985816885263
0.75,9.227137897509262,low,31,1.0,1.0,1.0,1.0,-132.50326839730997,65.653955662301
0.75,9.227137897509262,low,32,1.0,1.0,1.0,1.0,-136.82512341362678,67.77526259426405
0.75,9.227137897509262,low,33,1.0,1.0,1.0,1.0,-141.2295568980673,69.85505372465971
0.75,9.227137897509262,low,34,1.0,1.0,1.0,1.0,-145.36931425142652,71.90730500443445
0.75,9.227137897509262,low,35,1.0,1.0,1.0,1.0,-149.6706223822056,74.0518392829056
0.75,9.227137897509262,low,36,1.0,1.0,1.0,1.0,-154.00654592862077,76.17395421102623
0.75,9.227137897509262,low,37,1.0,1.0,1.0,1.0,-158.09740283601843,78.29650816558112
0.75,9.227137897509262,low,38,1.0,1.0,1.0,1.0,-162.4237916492429,80.35536343755452
0.75,9.227137897509262,low,39,1.0,1.0,1.0,1.0,-166.6419791055351,82.45494720275877
0.75,9.227137897509262,low,40,1.0,1.0,1.0,1.0,-171.09373417956314,84.57198186302858
0.75,9.227137897509262,low,41,1.0,1.0,1.0,1.0,-175.16463320839551,86.68299287633383
0.75,9.227137897509262,low,42,1.0,1.0,1.0,1.0,-179.48728302830176,88.80467258440567
0.75,9.227137897509262,low,43,1.0,1.0,1.0,1.0,-183.78868749615629,90.87149771878659
0.75,9.227137897509262,low,44,1.0,1.0,1.0,1.0,-188.17704950355176,92.95756069447644
0.75,9.227137897509262,low,45,1.0,1.0,1.0,1.0,-192.29720386824349,95.06947489635402
0.75,9.227137897509262,low,46,1.0,1.0,1.0,1.0,-196.43653247197616,97.18303602562179
0.75,9.227137897509262,low,47,1.0,1.0,1.0,1.0,-200.71994880847726,99.28263487182144
0.75,9.227137897509262,low,48,1.0,1.0,1.0,1.0,-205.16183719218236,101.40140741713311
0.75,9.227137897509262,low,49,1.0,1.0,1.0,1.0,-209.3664883952795,103.5546548903461
0.75,9.227137897509262,low,50,1.0,1.0,1.0,1.0,-213.58095698796052,105.69065908246478
0.75,9.227137897509262,low,51,1.0,1.0,1.0,1.0,-217.67687047793595,107.77314196711423
0.75,9.227137897509262,low,52,1.0,1.0,1.0,1.0,-222.10815343348304,109.8396092450296
0.75,9.227137897509262,low,53,1.0,1.0,1.0,1.0,-226.29545128015332,111.93264098475142
0.75,9.227137897509262,low,54,1.0,1.0,1.0,1.0,-230.52861914809304,114.04165506626367
0.75,9.227137897509262,low,55,1.0,1.0,1.0,1.0,-234.854754513825,116.13507810269583
0.75,9.227137897509262,low,56,1.0,1.0,1.0,1.0,-238.89139208653452,118.31083533933256
0.75,9.227137897509262,low,57,1.0,1.0,1.0,1.0,-243.08806618476152,120.36717673205433
0.75,9.227137897509262,low,58,1.0,1.0,1.0,1.0,-247.41373791133688,122.50584039719197
0.75,9.227137897509262,low,59,1.0,1.0,1.0,1.0,-251.71831814748143,124.61812408869415
0.75,9.227137897509262,low,60,1.0,1.0,1.0,1.0,-255.98159789804856,126.69843745784834
0.75,9.227137897509262,low,61,1.0,1.0,1.0,1.0,-260.3491246049615,128.77958848555147
0.75,9.227137897509262,low,62,1.0,1.0,1.0,1.0,-264.4489499330164,130.87983936337466
0.75,9.227137897509262,low,63,1.0,1.0,1.0,1.0,-268.7788767389308,133.01921092613318
0.75,9.227137897509262,low,64,1.0,1.0,1.0,1.0,-273.0185090236259,135.14033417737318
0.75,9.227137897509262,low,65,1.0,1.0,1.0,1.0,-277.21453530709636,137.27200369742172
0.75,9.227137897509262,low,66,1.0,1.0,1.0,1.0,-281.51745134450147,139.36652360167506
0.75,9.227137897509262,low,67,1.0,1.0,1.0,1.0,-285.6631771337503,141.4228964647441
0.75,9.227137897509262,low,68,1.0,1.0,1.0,1.0,-289.8992573767416,143.52885057155572
0.75,9.227137897509262,low,69,1.0,1.0,1.0,1.0,-294.1905632989327,145.635878559621
0.75,9.227137897509262,low,70,1.0,1.0,1.0,1.0,-298.3663990145477,147.7391472555818
0.75,9.227137897509262,low,71,1.0,1.0,1.0,1.0,-302.6326759581312,149.77803995896647
0.75,9.227137897509262,low,72,1.0,1.0,1.0,1.0,-306.8206453626573,151.91564825082366
0.75,9.227137897509262,low,73,1.0,1.0,1.0,1.0,-311.0988962631827,154.02702226226873
0.75,9.227137897509262,low,74,1.0,1.0,1.0,1.0,-315.39824121244317,156.14835438618343
0.75,9.227137897509262,low,75,1.0,1.0,1.0,1.0,-319.6927622424865,158.25119933769125
0.75,9.227137897509262,low,76,1.0,1.0,1.0,1.0,-323.8567950208834,160.33752587529887
0.75,9.227137897509262,low,77,1.0,1.0,1.0,1.0,-328.1470038843927,162.52663325306003
0.75,9.227137897509262,low,78,1.0,1.0,1.0,1.0,-332.3766592835568,164.58587935189723
0.75,9.227137897509262,low,79,1.0,1.0,1.0,1.0,-336.58894708271964,166.6615846431488
0.75,9.227137897509262,low,80,1.0,1.0,1.0,1.0,-340.8628042609025,168.79805239319052
0.75,9.227137897509262,low,81,1.0,1.0,1.0,1.0,-345.20062385081496,170.96608679137182
0.75,9.227137897509262,low,82,1.0,1.0,1.0,1.0,-349.50072188949014,173.04404554032578
0.75,9.227137897509262,low,83,1.0,1.0,1.0,1.0,-353.5604395170682,175.1231162440527
0.75,9.227137897509262,low,84,1.0,1.0,1.0,1.0,-358.00478374186616,177.22729491486294
0.75,9.227137897509262,low,85,1.0,1.0,1.0,1.0,-362.1637833521411,179.30115675090727
