mass_GeV,ctau_m,lifetime_label,number_of_events,photon_correct_fraction,su2_correct_fraction,balanced_accuracy,worst_case_correct_fraction,photon_llr_median,su2_llr_median
0.3,44.25045011669211,mid,1,0.98005,0.9924,0.9862249999999999,0.98005,-4.895495645195202,5.078150339624808
0.3,44.25045011669211,mid,2,0.99445,0.99285,0.9936499999999999,0.99285,-9.790991290390403,9.74472025307611
0.3,44.25045011669211,mid,3,0.9995,0.99975,0.999625,0.9995,-14.686486935585606,14.46584261712372
0.3,44.25045011669211,mid,4,0.99995,0.99975,0.99985,0.99975,-19.581982580780807,19.194477464253428
0.3,44.25045011669211,mid,5,1.0,1.0,1.0,1.0,-24.477478225976007,23.898661820148877
0.3,44.25045011669211,mid,6,1.0,1.0,1.0,1.0,-29.372973871171208,28.59909803908885
0.3,44.25045011669211,mid,7,1.0,1.0,1.0,1.0,-34.26846951636641,33.31273943724602
0.3,44.25045011669211,mid,8,1.0,1.0,1.0,1.0,-39.16396516156161,38.0373944447461
0.3,44.25045011669211,mid,9,1.0,1.0,1.0,1.0,-44.05946080675682,42.754491392056465
0.3,44.25045011669211,mid,10,1.0,1.0,1.0,1.0,-48.95495645195202,47.469754541212936
0.3,44.25045011669211,mid,11,1.0,1.0,1.0,1.0,-53.850452097147226,52.16382760416218
0.3,44.25045011669211,mid,12,1.0,1.0,1.0,1.0,-58.74594774234243,56.879695727365736
0.3,44.25045011669211,mid,13,1.0,1.0,1.0,1.0,-63.641443387537635,61.55834209077362
0.3,44.25045011669211,mid,14,1.0,1.0,1.0,1.0,-68.53693903273283,66.26124061739776
0.3,44.25045011669211,mid,15,1.0,1.0,1.0,1.0,-73.43243467792803,70.94754845525331
0.3,44.25045011669211,mid,16,1.0,1.0,1.0,1.0,-78.32793032312323,75.64441370734139
0.3,44.25045011669211,mid,17,1.0,1.0,1.0,1.0,-83.22342596831842,80.29765961247605
0.3,44.25045011669211,mid,18,1.0,1.0,1.0,1.0,-88.11892161351362,84.9815210810911
0.3,44.25045011669211,mid,19,1.0,1.0,1.0,1.0,-93.01441725870882,89.70466584697988
0.3,44.25045011669211,mid,20,1.0,1.0,1.0,1.0,-97.90991290390402,94.41928735552482
0.3,44.25045011669211,mid,21,1.0,1.0,1.0,1.0,-102.80540854909921,99.05901935245214
0.3,44.25045011669211,mid,22,1.0,1.0,1.0,1.0,-107.70090419429441,103.71298384597091
0.3,44.25045011669211,mid,23,1.0,1.0,1.0,1.0,-112.5963998394896,108.43035664495953
0.3,44.25045011669211,mid,24,1.0,1.0,1.0,1.0,-117.4918954846848,113.13754486726728
0.3,44.25045011669211,mid,25,1.0,1.0,1.0,1.0,-122.38739112988,117.77619544278663
0.3,44.25045011669211,mid,26,1.0,1.0,1.0,1.0,-127.2828867750752,122.52261037121909
0.3,44.25045011669211,mid,27,1.0,1.0,1.0,1.0,-132.1783824202704,127.21146982069743
0.3,44.25045011669211,mid,28,1.0,1.0,1.0,1.0,-137.0738780654656,131.8606248263257
0.3,44.25045011669211,mid,29,1.0,1.0,1.0,1.0,-141.96937371066082,136.53709586199096
0.3,44.25045011669211,mid,30,1.0,1.0,1.0,1.0,-146.86486935585603,141.22782109529382
0.3,44.25045011669211,mid,31,1.0,1.0,1.0,1.0,-151.76036500105124,145.93489528103336
0.3,44.25045011669211,mid,32,1.0,1.0,1.0,1.0,-156.65586064624645,150.59553104343695
0.3,44.25045011669211,mid,33,1.0,1.0,1.0,1.0,-161.55135629144166,155.29195127966977
0.3,44.25045011669211,mid,34,1.0,1.0,1.0,1.0,-166.44685193663688,159.9963841614815
0.3,44.25045011669211,mid,35,1.0,1.0,1.0,1.0,-165.3992925621777,164.68670282990135
0.3,44.25045011669211,mid,36,1.0,1.0,1.0,1.0,-170.2947882073729,169.36002382092875
0.3,44.25045011669211,mid,37,1.0,1.0,1.0,1.0,-175.19028385256811,174.01223104547137
0.3,44.25045011669211,mid,38,1.0,1.0,1.0,1.0,-180.08577949776333,178.73836352467274
0.3,44.25045011669211,mid,39,1.0,1.0,1.0,1.0,-184.98127514295854,183.36825824248993
0.3,44.25045011669211,mid,40,1.0,1.0,1.0,1.0,-189.87677078815375,188.0628743106243
0.3,44.25045011669211,mid,41,1.0,1.0,1.0,1.0,-194.77226643334896,192.74248668318114
0.3,44.25045011669211,mid,42,1.0,1.0,1.0,1.0,-199.66776207854417,197.41027594908837
0.3,44.25045011669211,mid,43,1.0,1.0,1.0,1.0,-204.56325772373938,202.09855545551352
0.3,44.25045011669211,mid,44,1.0,1.0,1.0,1.0,-209.4587533689346,206.7618696905105
0.3,44.25045011669211,mid,45,1.0,1.0,1.0,1.0,-214.3542490141298,211.4919967109172
0.3,44.25045011669211,mid,46,1.0,1.0,1.0,1.0,-218.20411564772576,216.20613466877916
0.3,44.25045011669211,mid,47,1.0,1.0,1.0,1.0,-223.09961129292097,220.9097788674031
0.3,44.25045011669211,mid,48,1.0,1.0,1.0,1.0,-227.99510693811618,225.6135481235037
0.3,44.25045011669211,mid,49,1.0,1.0,1.0,1.0,-232.8906025833114,230.30084309413505
0.3,44.25045011669211,mid,50,1.0,1.0,1.0,1.0,-237.7860982285066,234.94064925770903
0.3,44.25045011669211,mid,51,1.0,1.0,1.0,1.0,-242.68159387370181,239.667219355718
0.3,44.25045011669211,mid,52,1.0,1.0,1.0,1.0,-247.57708951889703,244.38938103484298
0.3,44.25045011669211,mid,53,1.0,1.0,1.0,1.0,-252.47258516409224,249.05435106967525
0.3,44.25045011669211,mid,54,1.0,1.0,1.0,1.0,-257.36808080928745,253.6957677828985
0.3,44.25045011669211,mid,55,1.0,1.0,1.0,1.0,-262.26357645448263,258.3573217372999
0.3,44.25045011669211,mid,56,1.0,1.0,1.0,1.0,-266.3404787679911,263.046659530846
0.3,44.25045011669211,mid,57,1.0,1.0,1.0,1.0,-271.2359744131863,267.7153704996075
0.3,44.25045011669211,mid,58,1.0,1.0,1.0,1.0,-276.13147005838147,272.3958022350081
0.3,44.25045011669211,mid,59,1.0,1.0,1.0,1.0,-281.02696570357665,277.09277782168624
0.3,44.25045011669211,mid,60,1.0,1.0,1.0,1.0,-285.92246134877183,281.7561120051578
0.3,44.25045011669211,mid,61,1.0,1.0,1.0,1.0,-290.817956993967,286.45393686132155
0.3,44.25045011669211,mid,62,1.0,1.0,1.0,1.0,-295.7134526391622,291.19022479850963
0.3,44.25045011669211,mid,63,1.0,1.0,1.0,1.0,-300.6089482843574,295.9070276929141
0.3,44.25045011669211,mid,64,1.0,1.0,1.0,1.0,-305.50444392955256,300.5198922609335
0.3,44.25045011669211,mid,65,1.0,1.0,1.0,1.0,-309.701210339609,305.1515633315737
0.3,44.25045011669211,mid,66,1.0,1.0,1.0,1.0,-314.5967059848042,309.8836686144251
0.3,44.25045011669211,mid,67,1.0,1.0,1.0,1.0,-319.4922016299994,314.57959011604373
0.3,44.25045011669211,mid,68,1.0,1.0,1.0,1.0,-324.38769727519457,319.29292063324095
0.3,44.25045011669211,mid,69,1.0,1.0,1.0,1.0,-329.28319292038975,323.9901850403327
0.3,44.25045011669211,mid,70,1.0,1.0,1.0,1.0,-334.17868856558493,328.6883418169599
0.3,44.25045011669211,mid,71,1.0,1.0,1.0,1.0,-338.5038063083958,333.3720748885806
0.3,44.25045011669211,mid,72,1.0,1.0,1.0,1.0,-343.39930195359096,338.089387698672
0.3,44.25045011669211,mid,73,1.0,1.0,1.0,1.0,-348.29479759878615,342.72427073723054
0.3,44.25045011669211,mid,74,1.0,1.0,1.0,1.0,-353.19029324398133,347.43159085301716
0.3,44.25045011669211,mid,75,1.0,1.0,1.0,1.0,-358.08578888917646,352.1529838920393
0.3,44.25045011669211,mid,76,1.0,1.0,1.0,1.0,-362.49560347618865,356.80280324660544
0.3,44.25045011669211,mid,77,1.0,1.0,1.0,1.0,-367.39109912138383,361.48478071613374
0.3,44.25045011669211,mid,78,1.0,1.0,1.0,1.0,-372.286594766579,366.2293576392536
0.3,44.25045011669211,mid,79,1.0,1.0,1.0,1.0,-377.18209041177414,370.8798458746518
0.3,44.25045011669211,mid,80,1.0,1.0,1.0,1.0,-381.66600563079584,375.55293951286023
0.3,44.25045011669211,mid,81,1.0,1.0,1.0,1.0,-386.561501275991,380.26558556934333
0.3,44.25045011669211,mid,82,1.0,1.0,1.0,1.0,-391.10748142869113,384.9543061989908
0.3,44.25045011669211,mid,83,1.0,1.0,1.0,1.0,-395.8662277865175,389.55444955917966
0.3,44.25045011669211,mid,84,1.0,1.0,1.0,1.0,-400.7061216042847,394.27200434662257
0.3,44.25045011669211,mid,85,1.0,1.0,1.0,1.0,-405.46332572829766,398.95044593913696
0.3,44.25045011669211,mid,86,1.0,1.0,1.0,1.0,-409.1265154474782,403.6400384389327
0.3,44.25045011669211,mid,87,1.0,1.0,1.0,1.0,-414.0220110926734,408.3108404721806
0.3,44.25045011669211,mid,88,1.0,1.0,1.0,1.0,-418.91750673786856,412.9335857398415
0.3,44.25045011669211,mid,89,1.0,1.0,1.0,1.0,-422.7673733714645,417.6714731787856
0.3,44.25045011669211,mid,90,1.0,1.0,1.0,1.0,-427.66286901665967,422.3200650093891
0.3,44.25045011669211,mid,91,1.0,1.0,1.0,1.0,-432.55836466185485,427.09060696249657
0.3,44.25045011669211,mid,92,1.0,1.0,1.0,1.0,-437.45386030705004,431.8025734793078
0.3,44.25045011669211,mid,93,1.0,1.0,1.0,1.0,-442.3493559522452,436.44207650481417
0.3,44.25045011669211,mid,94,1.0,1.0,1.0,1.0,-446.42625826575375,441.10553191601184
0.3,44.25045011669211,mid,95,1.0,1.0,1.0,1.0,-451.32175391094887,445.7478316076714
0.3,44.25045011669211,mid,96,1.0,1.0,1.0,1.0,-456.21724955614405,450.38722590513123
0.3,44.25045011669211,mid,97,1.0,1.0,1.0,1.0,-461.11274520133924,455.05869240418053
0.3,44.25045011669211,mid,98,1.0,1.0,1.0,1.0,-465.7812051666219,459.6675901276966
0.3,44.25045011669211,mid,99,1.0,1.0,1.0,1.0,-470.67670081181706,464.39622470002735
0.3,44.25045011669211,mid,100,1.0,1.0,1.0,1.0,-475.10050290178606,469.0812334769736
