model,plot_label,mass_GeV,ctau_m,weighted_mean_energy_GeV,weighted_median_energy_GeV,energy_q16_GeV,energy_q84_GeV,fraction_below_1_GeV,effective_sample_size,accepted_samples,normalization,range_coverage,N_LLP_total,epsilon_polar,epsilon_azimuthal,mean_P_decay,visible_Br,N_events,reference_ctau_m,is_reference,weighted_mean_gamma,ctau_times_weighted_mean_gamma_m,N_events_ge_10,total_variation_distance_to_reference,binned_cdf_max_distance_to_reference,nonempty_bins_with_low_N_eff,common_ctau_lower_m,common_ctau_upper_m
ALP-SU2L,ALP-$SU(2)_L$,0.3,176.603997078552,71.77524618905592,66.1378554043776,43.9084657375139,99.89793192703506,0.0012683612632362834,465444.9292456546,613259,1.0000000000000007,1.0,619298.2243217505,0.30451158975863324,0.613259,0.0011821059489094073,1.0,136.7111683313453,1000.0,False,239.2508206301864,42252.65122761461,True,0.00034554075117732653,0.00034554075117726457,6,3.0,265.45350016020666
ALP-SU2L,ALP-$SU(2)_L$,0.3,265.453500160207,71.76375976391887,66.127142008294,43.900004426316436,99.88927790660021,0.0013503650177070492,458183.3360081179,613266,1.0000000000000002,1.0,412013.93740471813,0.30451158975863324,0.613266,0.000786926523944765,1.0,60.54786102838368,1000.0,False,239.21253254639623,63499.80404662831,True,0.00020901121950794507,0.00020901121950789303,6,3.0,265.45350016020666
ALP-SU2L,ALP-$SU(2)_L$,0.3,1000.0,71.74619247581245,66.11550710498597,43.88463047610924,99.87686206728543,0.001481280743946165,445954.5096972215,613274,0.9999999999999998,1.0,109370.54179887085,0.30451158975863324,0.613274,0.00020908145024253644,1.0,4.270455954635791,1000.0,True,239.15397491937483,239153.97491937483,False,0.0,0.0,6,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,3.0,17.56570224845333,12.249507091759648,5.636899001268195,28.029620651591426,4.3767210222283574e-05,694003.7990431102,844627,1.000000000000002,1.0,287515.57074458414,0.7623223908428486,0.844627,0.19517042601542484,0.9999999999999996,36130.91963943409,1000.0,False,58.55234082817777,175.65702248453331,True,0.23980662870878883,0.23980662870878883,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,4.509300546162,15.902172335712246,10.80585577851681,4.8207064931766865,25.54286311266694,0.00019305118233750162,640033.1604125047,846445,1.000000000000003,1.0,191281.7084165951,0.7623223908428486,0.846445,0.16000214130714743,0.9999999999999996,19748.615612550795,1000.0,False,53.00724111904082,239.02558132863157,True,0.18049753807432536,0.18049753807432534,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,6.777930471871,14.675625760127476,9.755839817404565,4.238944872007282,23.724123752499754,0.000565600856475507,583137.4567634701,847639,1.0000000000000004,1.0,127258.12337754073,0.7623223908428486,0.847639,0.125011906522987,0.9999999999999996,10279.84341849031,1000.0,False,48.91875253375825,331.5679034444767,True,0.13300415718734537,0.13300415718734537,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,10.187908526217,13.785811593674001,9.00711265606416,3.831487585435937,22.387564746638617,0.0012178983147058632,530568.4266608116,848448,1.0000000000000024,1.0,84663.76685794955,0.7623223908428486,0.848448,0.09382944113850918,0.9999999999999996,5138.077173757967,1000.0,False,45.95270531224667,468.16195825337513,True,0.09511694160086993,0.09511694160086986,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,15.313447160505,13.152226612381751,8.48418780470702,3.5395455577535615,21.40685757826521,0.0020990768213821533,486267.19943852443,848973,0.9999999999999971,1.0,56326.097134964606,0.7623223908428486,0.848973,0.06817670501062768,0.9999999999999996,2485.296580127824,1000.0,False,43.84075537460584,671.3530909056522,True,0.06683593649676749,0.06683593649676745,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,23.017645214827,12.707363670577394,8.108416020285867,3.3395181574617756,20.71719979427986,0.0030762242930730496,451290.7740715469,849316,1.0000000000000049,1.0,37473.28209221577,0.7623223908428486,0.849316,0.048309138196338135,0.9999999999999996,1172.0847195999534,1000.0,False,42.35787890192465,974.9786286171075,True,0.04614086674865475,0.04614086674865481,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,34.597826712857,12.397935023112373,7.852150845570218,3.1999997356779817,20.238954211541245,0.004002713734927489,424936.2965768357,849575,1.0000000000000004,1.0,24930.661668214525,0.7623223908428486,0.849575,0.033597100033004486,0.9999999999999996,542.470339786288,1000.0,False,41.326450077041244,1429.8053584230088,True,0.031252765869331595,0.03125276586933157,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,52.003999630763,12.185195961903878,7.66686532534947,3.1047346951549684,19.924966000721554,0.004773238090238449,405757.68112444796,849757,1.0000000000000024,1.0,16586.16103295856,0.7623223908428486,0.849757,0.0230493640587195,0.9999999999999996,247.64995416919916,1000.0,False,40.617319873012924,2112.2630876787466,True,0.020796850115461445,0.02079685011546145,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,78.167221312528,12.041684134215599,7.547872896609569,3.043147806965191,19.71291714404553,0.005377699499806806,392206.40850408917,849873,0.9999999999999999,1.0,11034.634438201663,0.7623223908428486,0.849873,0.01565885171381143,0.9999999999999996,111.94651284963894,1000.0,False,40.138947114051994,3137.5499623159594,True,0.01367703568271551,0.013677035682715444,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,117.493164585503,11.945041902624181,7.465930281863152,3.005333762206078,19.55772699696657,0.00582732766552293,382796.69059916295,849944,0.9999999999999968,1.0,7341.2501508209325,0.7623223908428486,0.849944,0.010566356057499667,0.9999999999999996,50.260204617974814,1000.0,False,39.8168063420806,4678.202580819176,True,0.008828096874618383,0.00882809687461833,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,176.603997078552,11.879466632844562,7.4099022307705775,2.977200105470218,19.4606994670023,0.006173698759236614,376264.1704240482,849994,0.9999999999999986,1.0,4884.0724247600065,0.7623223908428486,0.849994,0.007097527387320335,0.9999999999999996,22.461756168362978,1000.0,False,39.598222109481874,6993.20430173879,True,0.005510530948846743,0.005510530948846681,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,265.453500160207,11.835521220163084,7.374833092670391,2.957762811506745,19.39285737256245,0.006400511033460411,371848.5083029823,850028,1.0000000000000064,1.0,3249.3326014280724,0.7623223908428486,0.850028,0.004752460667259397,0.9999999999999996,10.006555462156479,1000.0,False,39.451737400543614,10472.60178037565,True,0.0032810832870531644,0.0032810832870531215,3,3.0,265.45350016020666
ALP-photon-primary,"ALP-photon, primary",0.3,1000.0,11.771017065740056,7.322104723159753,2.9284578672207005,19.290465753881396,0.006748733612294479,365280.2589357239,850074,1.0000000000000056,1.0,862.5467122337526,0.7623223908428486,0.850074,0.0012735815099810977,0.9999999999999996,0.7118767001702883,1000.0,True,39.236723552466856,39236.72355246686,False,0.0,0.0,3,3.0,265.45350016020666
ALP-SU2L,ALP-$SU(2)_L$,0.4,4.0,72.80028750378801,67.15145063844228,44.593953814652465,101.1185274418326,5.656014847301003e-06,534921.3280899574,610388,1.0000000000000073,1.0,11526572.89776154,0.3061405206985578,0.610388,0.06350293105944943,1.0,136779.42569834623,1000.0,False,182.00071875947003,728.0028750378801,True,0.020375248705636388,0.02037524870563634,12,4.0,156.10182143080877
ALP-SU2L,ALP-$SU(2)_L$,0.4,5.581205190324,72.51349567061061,66.85250559306472,44.38426402118095,100.77770397498962,2.843248829128525e-05,530973.3720759278,610658,1.0000000000000002,1.0,8260992.029280615,0.3061405206985578,0.610658,0.046713648647619184,1.0,72143.11004796479,1000.0,False,181.28373917652652,1011.7817460133721,True,0.0161892325788652,0.016189232578865176,12,4.0,156.10182143080877
ALP-SU2L,ALP-$SU(2)_L$,0.4,7.787462844124,72.29844167986971,66.62474656715311,44.22816843492585,100.50408072110342,9.347734340239909e-05,527710.994676012,610862,0.999999999999998,1.0,5920579.335519461,0.3061405206985578,0.610862,0.03411790230424742,1.0,37775.5201060132,1000.0,False,180.74610419967428,1407.5535706751282,True,0.013349405371787235,0.013349405371787193,12,4.0,156.10182143080877
ALP-SU2L,ALP-$SU(2)_L$,0.4,10.865857011269,72.13206285909806,66.47632125934649,44.09244187544759,100.31053115629496,0.0002413018353789528,524158.41279157513,610978,1.0000000000000044,1.0,4243226.424131041,0.3061405206985578,0.610978,0.02479081775360821,1.0,19675.847536955327,1000.0,False,180.33015714774513,1959.441702387067,True,0.011201652193113622,0.011201652193113587,12,4.0,156.10182143080877
ALP-SU2L,ALP-$SU(2)_L$,0.4,15.161144387152,71.99653410820311,66.35996129052512,43.986180820408364,100.16513749993138,0.0005130544228353426,518585.4541660645,611070,0.9999999999999989,1.0,3041082.5471801455,0.3061405206985578,0.61107,0.017947992960956113,1.0,10210.708519603184,1000.0,False,179.99133527050776,2728.8746224724523,True,0.009550711218026715,0.009550711218026697,12,4.0,156.10182143080877
ALP-SU2L,ALP-$SU(2)_L$,0.4,21.154364436204,71.8773984810258,66.25780321412603,43.88504750043575,100.05917165101086,0.0009406755723817688,508897.07805715164,611140,0.9999999999999987,1.0,2179516.748427523,0.3061405206985578,0.61114,0.012960917124647097,1.0,5285.151862039141,1000.0,False,179.69349620256452,3801.301705484689,True,0.008227663904858394,0.008227663904858379,12,4.0,156.10182143080877
ALP-SU2L,ALP-$SU(2)_L$,0.4,29.516712147334,71.77011534137787,66.17738723256669,43.8007547123974,99.9698983098583,0.0015124680894409723,492822.4760785599,611206,1.0000000000000029,1.0,1562040.2218548097,0.3061405206985578,0.611206,0.009342469989865064,1.0,2730.6268072706234,1000.0,False,179.42528835344467,5296.044588281026,True,0.007098179785745408,0.007098179785745395,12,4.0,156.10182143080877
