mass_GeV,ctau_m,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,log_su2_over_photon
0.4,153.640026821353,0,0.4,25.238293779207726,0.9630715352282949,0.01157545748502496,-4.421240570029853
0.4,153.640026821353,1,25.238293779207726,28.977438402999603,0.009081359916128915,0.010912533143815307,0.18368800649754272
0.4,153.640026821353,2,28.977438402999603,33.27055084410684,0.006981871048871746,0.025413504772998904,1.2919637772763668
0.4,153.640026821353,3,33.27055084410684,38.19970344085745,0.005499069961402427,0.046087018691157784,2.12595234012221
0.4,153.640026821353,4,38.19970344085745,43.859127845727414,0.004231758930903649,0.07137629468975303,2.825348077536184
0.4,153.640026821353,5,43.859127845727414,50.35701647176671,0.0032444157767249765,0.09521570676364048,3.3792096192434418
0.4,153.640026821353,6,50.35701647176671,57.81759082983714,0.002395987482174828,0.1175089536797352,3.8927190764390653
0.4,153.640026821353,7,57.81759082983714,66.38347629750241,0.0017845905794632595,0.1285141142623054,4.276849715245179
0.4,153.640026821353,8,66.38347629750241,76.21842871852988,0.001215298302208668,0.12801361533518266,4.6571470651894025
0.4,153.640026821353,9,76.21842871852988,87.5104649579821,0.0008691881548401209,0.1167303196921574,4.90006197274277
0.4,153.640026821353,10,87.5104649579821,100.47545726038321,0.000597442553420686,0.09305361089362839,5.048272932986429
0.4,153.640026821353,11,100.47545726038321,115.36126012506426,0.0003878412614624645,0.06805986939304577,5.16754689308701
0.4,153.640026821353,12,115.36126012506426,132.45244859303648,0.0002633776842996749,0.04451811344638358,5.130062365070621
0.4,153.640026821353,13,132.45244859303648,152.07575852822455,0.0001511111697223741,0.025180419822819707,5.1158061910650305
0.4,153.640026821353,14,152.07575852822455,174.6063328960663,9.54025736177284e-05,0.011890798173614426,4.8254145620409155
0.4,153.640026821353,15,174.6063328960663,200.47489345090884,6.153982706751907e-05,0.00437784967924827,4.264628382201313
0.4,153.640026821353,16,200.47489345090884,230.17597493486272,3.5362224293837075e-05,0.001268904101367483,3.5802647545918953
0.4,153.640026821353,17,230.17597493486272,400.0,3.2847325102201676e-05,0.0003029159741212885,2.221585139939354
