mass_GeV,ctau_m,lifetime_label,number_of_events,photon_correct_fraction,su2_correct_fraction,balanced_accuracy,worst_case_correct_fraction,photon_llr_median,su2_llr_median
0.5,6.7462274651205965,low,1,0.8756,0.93705,0.906325,0.8756,-6.505621266716548,2.414965406554127
0.5,6.7462274651205965,low,2,0.9638,0.9835,0.97365,0.9638,-9.695148573540383,4.576275178104262
0.5,6.7462274651205965,low,3,0.98805,0.9931,0.990575,0.98805,-13.858094099931177,6.639537730078535
0.5,6.7462274651205965,low,4,0.9951,0.9971,0.9961,0.9951,-18.87618514746293,8.763714334534122
0.5,6.7462274651205965,low,5,0.99815,0.99845,0.9983,0.99815,-23.607519660312068,10.86306774158858
0.5,6.7462274651205965,low,6,0.99935,0.9996,0.999475,0.99935,-28.020530594914284,13.002087352316046
0.5,6.7462274651205965,low,7,0.99985,0.99985,0.99985,0.99985,-32.734279247394106,15.106095024644087
0.5,6.7462274651205965,low,8,0.99995,0.9999,0.999925,0.9999,-37.215448228967745,17.22097327020919
0.5,6.7462274651205965,low,9,1.0,1.0,1.0,1.0,-41.84311342284875,19.335715816819082
0.5,6.7462274651205965,low,10,1.0,1.0,1.0,1.0,-46.396484802890285,21.44903308813716
0.5,6.7462274651205965,low,11,1.0,1.0,1.0,1.0,-50.866073760962536,23.54174480497928
0.5,6.7462274651205965,low,12,1.0,1.0,1.0,1.0,-55.505318978344924,25.672267161454325
0.5,6.7462274651205965,low,13,1.0,1.0,1.0,1.0,-60.04121801018189,27.796591394811152
0.5,6.7462274651205965,low,14,1.0,1.0,1.0,1.0,-64.63035175371546,29.897002703174294
0.5,6.7462274651205965,low,15,1.0,1.0,1.0,1.0,-69.2590742496571,32.02961570141157
0.5,6.7462274651205965,low,16,1.0,1.0,1.0,1.0,-73.811388327638,34.145278253172066
0.5,6.7462274651205965,low,17,1.0,1.0,1.0,1.0,-78.47332600918011,36.222472730060915
0.5,6.7462274651205965,low,18,1.0,1.0,1.0,1.0,-83.16231175677112,38.380604521552726
0.5,6.7462274651205965,low,19,1.0,1.0,1.0,1.0,-87.69672914410344,40.469825856763435
0.5,6.7462274651205965,low,20,1.0,1.0,1.0,1.0,-92.29768720110093,42.59348111173989
0.5,6.7462274651205965,low,21,1.0,1.0,1.0,1.0,-96.89127629039452,44.66156103599714
0.5,6.7462274651205965,low,22,1.0,1.0,1.0,1.0,-101.48455623959129,46.75618570625394
0.5,6.7462274651205965,low,23,1.0,1.0,1.0,1.0,-106.1275551920077,48.854556796951506
0.5,6.7462274651205965,low,24,1.0,1.0,1.0,1.0,-110.74821313728748,50.984995084436264
0.5,6.7462274651205965,low,25,1.0,1.0,1.0,1.0,-115.40530073916014,53.05383470352794
0.5,6.7462274651205965,low,26,1.0,1.0,1.0,1.0,-119.90627280621625,55.218227122945116
0.5,6.7462274651205965,low,27,1.0,1.0,1.0,1.0,-124.4139434070658,57.31897026246402
0.5,6.7462274651205965,low,28,1.0,1.0,1.0,1.0,-129.03951177819508,59.42961026037299
0.5,6.7462274651205965,low,29,1.0,1.0,1.0,1.0,-133.61886885181616,61.553071313194906
0.5,6.7462274651205965,low,30,1.0,1.0,1.0,1.0,-138.3348454564624,63.67848014915678
0.5,6.7462274651205965,low,31,1.0,1.0,1.0,1.0,-142.8921553322391,65.7928836775522
0.5,6.7462274651205965,low,32,1.0,1.0,1.0,1.0,-147.37862060675653,67.85900107780873
0.5,6.7462274651205965,low,33,1.0,1.0,1.0,1.0,-152.05482008879022,69.9562024605329
0.5,6.7462274651205965,low,34,1.0,1.0,1.0,1.0,-156.58690745052743,72.03711985299232
0.5,6.7462274651205965,low,35,1.0,1.0,1.0,1.0,-161.20144319930694,74.1351603906298
0.5,6.7462274651205965,low,36,1.0,1.0,1.0,1.0,-165.7309452062622,76.2495300551416
0.5,6.7462274651205965,low,37,1.0,1.0,1.0,1.0,-170.23632037840076,78.36836498000065
0.5,6.7462274651205965,low,38,1.0,1.0,1.0,1.0,-174.81826926925424,80.47764298442667
0.5,6.7462274651205965,low,39,1.0,1.0,1.0,1.0,-179.35608453297033,82.5709617201897
0.5,6.7462274651205965,low,40,1.0,1.0,1.0,1.0,-183.9739302460669,84.69692762343782
0.5,6.7462274651205965,low,41,1.0,1.0,1.0,1.0,-188.58369499472593,86.80621432539061
0.5,6.7462274651205965,low,42,1.0,1.0,1.0,1.0,-193.17038323475026,88.94649526924698
0.5,6.7462274651205965,low,43,1.0,1.0,1.0,1.0,-197.63457383059972,91.03106922011727
0.5,6.7462274651205965,low,44,1.0,1.0,1.0,1.0,-202.29232122277614,93.14293551416037
0.5,6.7462274651205965,low,45,1.0,1.0,1.0,1.0,-206.79201335473525,95.27147628763748
0.5,6.7462274651205965,low,46,1.0,1.0,1.0,1.0,-211.43545934149506,97.35855843779962
0.5,6.7462274651205965,low,47,1.0,1.0,1.0,1.0,-215.9475495519584,99.51052242445249
0.5,6.7462274651205965,low,48,1.0,1.0,1.0,1.0,-220.61841216927525,101.60263002024399
0.5,6.7462274651205965,low,49,1.0,1.0,1.0,1.0,-225.1956176717216,103.67742703256636
0.5,6.7462274651205965,low,50,1.0,1.0,1.0,1.0,-229.8425613065078,105.80351522299617
0.5,6.7462274651205965,low,51,1.0,1.0,1.0,1.0,-234.3985148358729,107.9271282434917
0.5,6.7462274651205965,low,52,1.0,1.0,1.0,1.0,-239.02199781483253,110.00426367912695
0.5,6.7462274651205965,low,53,1.0,1.0,1.0,1.0,-243.53225805654472,112.1121985284173
0.5,6.7462274651205965,low,54,1.0,1.0,1.0,1.0,-248.1064210514371,114.18789650761553
0.5,6.7462274651205965,low,55,1.0,1.0,1.0,1.0,-252.68794411002955,116.30244093099478
0.5,6.7462274651205965,low,56,1.0,1.0,1.0,1.0,-257.2596553700466,118.39053113455017
0.5,6.7462274651205965,low,57,1.0,1.0,1.0,1.0,-261.92105628837373,120.49997054936469
