mass_GeV,ctau_m,lifetime_label,number_of_events,photon_correct_fraction,su2_correct_fraction,balanced_accuracy,worst_case_correct_fraction,photon_llr_median,su2_llr_median
0.75,17.326058936078283,mid,1,0.82,0.9229,0.8714500000000001,0.82,-5.848019821518457,1.9697507590162942
0.75,17.326058936078283,mid,2,0.9282,0.9723,0.95025,0.9282,-7.597191526966559,3.624194427080874
0.75,17.326058936078283,mid,3,0.97335,0.9859,0.979625,0.97335,-10.814589507241138,5.349134241042272
0.75,17.326058936078283,mid,4,0.98795,0.9923,0.9901249999999999,0.98795,-15.041117640915417,6.9996666945418
0.75,17.326058936078283,mid,5,0.99445,0.99605,0.99525,0.99445,-18.010854632022394,8.663030054581183
0.75,17.326058936078283,mid,6,0.9972,0.99805,0.997625,0.9972,-21.661610263081137,10.322588487206403
0.75,17.326058936078283,mid,7,0.9989,0.99915,0.999025,0.9989,-25.312250308222943,12.00834169992498
0.75,17.326058936078283,mid,8,0.9994,0.9994,0.9994,0.9994,-28.787324930618254,13.681086911838179
0.75,17.326058936078283,mid,9,0.99955,0.9998,0.9996750000000001,0.99955,-32.49006364274555,15.32195631037795
0.75,17.326058936078283,mid,10,0.99975,0.99995,0.99985,0.99975,-36.011320504496055,16.99935911576386
0.75,17.326058936078283,mid,11,0.99995,0.99995,0.99995,0.99995,-39.640485462528304,18.6830378613099
0.75,17.326058936078283,mid,12,1.0,1.0,1.0,1.0,-43.30391722485471,20.36179798734471
0.75,17.326058936078283,mid,13,1.0,1.0,1.0,1.0,-46.84237402277084,22.02317785931087
0.75,17.326058936078283,mid,14,0.99995,1.0,0.9999750000000001,0.99995,-50.42188096818123,23.68704012913478
0.75,17.326058936078283,mid,15,0.99995,1.0,0.9999750000000001,0.99995,-53.95528553265251,25.373606333151205
0.75,17.326058936078283,mid,16,1.0,1.0,1.0,1.0,-57.5845556826041,27.02124641490657
0.75,17.326058936078283,mid,17,1.0,1.0,1.0,1.0,-61.195761315385326,28.670287024562587
0.75,17.326058936078283,mid,18,1.0,1.0,1.0,1.0,-64.74669550231991,30.35549768716225
0.75,17.326058936078283,mid,19,1.0,1.0,1.0,1.0,-68.40438585833343,32.02172708802341
0.75,17.326058936078283,mid,20,1.0,1.0,1.0,1.0,-71.92979601392494,33.709431390321356
0.75,17.326058936078283,mid,21,1.0,1.0,1.0,1.0,-75.45196116374323,35.38646678387139
0.75,17.326058936078283,mid,22,1.0,1.0,1.0,1.0,-79.00500710651086,37.06172758856767
0.75,17.326058936078283,mid,23,1.0,1.0,1.0,1.0,-82.63879771229222,38.74018532419025
0.75,17.326058936078283,mid,24,1.0,1.0,1.0,1.0,-86.18151418498337,40.38851906021685
0.75,17.326058936078283,mid,25,1.0,1.0,1.0,1.0,-89.72134189908216,42.06694946888096
0.75,17.326058936078283,mid,26,1.0,1.0,1.0,1.0,-93.40497894822244,43.724789874979166
0.75,17.326058936078283,mid,27,1.0,1.0,1.0,1.0,-96.9748204982885,45.41072360116796
0.75,17.326058936078283,mid,28,1.0,1.0,1.0,1.0,-100.50216771143984,47.06331107662585
0.75,17.326058936078283,mid,29,1.0,1.0,1.0,1.0,-103.99708017687192,48.76738854819019
0.75,17.326058936078283,mid,30,1.0,1.0,1.0,1.0,-107.69728346179659,50.431959797877155
0.75,17.326058936078283,mid,31,1.0,1.0,1.0,1.0,-111.3175168661167,52.098178078142666
0.75,17.326058936078283,mid,32,1.0,1.0,1.0,1.0,-114.80716116845676,53.75815480522505
0.75,17.326058936078283,mid,33,1.0,1.0,1.0,1.0,-118.42076243424142,55.426885259400265
0.75,17.326058936078283,mid,34,1.0,1.0,1.0,1.0,-121.87335547271917,57.084666204172024
0.75,17.326058936078283,mid,35,1.0,1.0,1.0,1.0,-125.4425680317458,58.77183075725747
