profile,selection_name,model,model_id,mass_GeV,ctau_m,ctau_min_m,coupling_squared,N_events,N_events_before_ECAL,epsilon_ECAL_weighted,passes_event_cut,N_events_primary,N_events_cascade,N_events_inclusive,cascade_event_fraction,valid_mother_samples,samples_passing_ECAL,template_model_seed,spectrum_cache_key,scan_point_kind
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,33.40839999999999,4.0,1.8335673092926887e-14,174.00351692441063,909.3121108325597,0.19135730719026084,True,75.47444431309778,98.52907261131287,,0.5662475928812126,1755746,809153,64321,12e96f00f0bf8cb1a47ab71faa13cdb83be0a849876716ed0f8b684cb0b35b19,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,56.794279999999986,4.0,1.0785690054662877e-14,62.20721484938949,338.4118902457079,0.1838210081927772,True,26.656759083510174,35.55045576587931,,0.5714844468113687,1756480,811508,64321,1d58fef190cb88d193bac812d97311f9c318f702ba2f6a4f5b038e0eef497bea,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,96.55027599999997,4.0,6.344523561566399e-15,21.897688317676007,122.39875510238676,0.178904501923721,True,9.3227851185874,12.574903199088604,,0.5742571095478618,1756908,812044,64321,fe23978137a1c60fcb887a1ad20d04ef18cb343ba48e098492cc1a9eb3df1bc4,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,125.88615830443587,4.0,4.866027442638652e-15,12.969597290734463,73.08891235886591,0.17744958670412078,True,5.511690431216191,7.45790685951827,,0.5750299482965622,1757056,812687,64321,6df59f010323400928b936d8e25c51da5d299da7644aa2b2eac6d5bc9f410a3a,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,134.5191441238906,4.0,4.553742182551895e-15,11.384094492681417,64.2122004699092,0.17728865245812864,True,4.828340627161268,6.555753865520149,,0.575869593293933,1757082,812843,64321,04bc909d6a917497358fca19f57dfcc0bbc59bd96c38ac235266c73bd904ebcb,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,139.05517406585943,4.0,4.405197469801553e-15,10.649331788934608,60.182370626575214,0.17695101867974766,True,4.52382900817034,6.125502780764268,,0.5752006700673078,1757094,812502,64321,b86f506782b51b68c709847fad517dd768d40d01ec81f2b5b46366f6954c6f9d,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,141.38022934696897,4.0,4.332752208616156e-15,10.297053107823798,58.26241079999049,0.17673578841721185,True,4.37706807487984,5.919985032943958,,0.5749203166142649,1757099,812493,64321,3e77e90c58bf60004a2b14f511adbee991e71f628270fbd3f5b15119c2e1b4c8,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,142.5572950414989,4.0,4.296977582097211e-15,10.12853606895931,57.325168960586915,0.1766856731974578,True,4.302750397720385,5.8257856712389255,,0.575185360606364,1757102,812308,64321,1b1f44ebb415acde8207569a675f9576b2b6b1bf625ea517ec28c554045b3f30,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,143.14949769239738,4.0,4.2792011905904975e-15,10.045645703251498,56.86203500879221,0.17666700992495615,True,4.2674642867383925,5.778181416513106,,0.5751926344209878,1757102,812310,64321,a3fb3c4a728663f0024fd32d96dbc5270cb96535ac56653d0e9538d920af446c,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,143.44652091440318,4.0,4.270340591412922e-15,10.01930454159399,56.63195507364411,0.17691963006689246,True,4.249898633462655,5.769405908131334,,0.5758289793648161,1757103,812401,64321,f4a8376f37f05c65a871f9e9624bb6ca2421ca45601219707a7165c1050e8278,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,143.52087296661,4.0,4.26812830981213e-15,10.009004232668737,56.574554786826155,0.17691706581488495,True,4.245518500696498,5.763485731972239,,0.5758300823932712,1757103,812401,64321,12f868bf7fad00376d87263d0e3ff04f30b52f8fe7e88ffbd1d2fc6d18875291,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,143.55806344343907,4.0,4.267022598832181e-15,10.003858034786361,56.54587622524936,0.17691578418444157,True,4.243330123219727,5.7605279115666335,,0.5758306336950785,1757103,812401,64321,1dd7aa8c3d5033684969679d07d4d72aa150f42342c5b73a94a89d37e2b4a1a3,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,143.5766622956272,4.0,4.266469850764841e-15,10.001285924402517,56.53154233681596,0.17691514349307283,True,4.242236356455605,5.759049567946913,,0.5758309092928929,1757103,812401,64321,3eb9d316cab54794ab273f5c3ec43029b9e442b332e8a38febfe9defab08a7e7,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,143.5859626253012,4.0,4.266193503582771e-15,10.000000116276503,56.52437674030029,0.1769148231783471,True,4.241689578535586,5.7583105377409165,,0.5758310470785296,1757103,812401,64321,1dc3d2d5506d1c52bbff0ee2b12a7ded539736a898ac325b4616ea1535418391,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,143.59061301605027,4.0,4.266055336704129e-15,9.999357273970794,56.520794278919226,0.17691466302872344,False,4.241416215937147,5.757941058033647,,0.5758311159680306,1757103,812401,64321,958cf2eb87ed31d47cd871a322853524cdbe686be45a36702a62e938ccea1fcd,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,143.59526355741386,4.0,4.2659171743002214e-15,9.998714472833127,56.517212042104305,0.17691450288425878,False,4.241142870911589,5.757571601921538,,0.5758311848553203,1757103,812401,64321,5be71440049341181220941ba52caae8f6f689604df0dc8c62ab46bf2fff88b6,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,143.7441604347253,4.0,4.261498339168405e-15,9.96830776217583,56.402815061004496,0.17673422419420462,False,4.232420712346306,5.735887049829524,,0.5754123153775426,1757104,812242,64321,9f2aa0ddd4e9269d8974f4e16851eb82a83e947e6535456f67f8532015d7b544,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,164.13546919999993,4.0,3.732072683274352e-15,7.666503565123609,43.49386472811234,0.17626632199847603,False,3.2489518221112923,4.417551743012316,,0.5762146597190151,1757154,812509,64321,574b90d79d162429015fb3d5818efc5bf45c2c154de992dc199f60c31231eceb,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,279.0302976399999,4.0,2.1953368725143246e-15,2.6709806447203963,15.290713736112759,0.17467991951299322,False,1.1296049423001717,1.5413757024202244,,0.5770823182365586,1757325,813325,64321,922e10107b4bbcc1bfab6719b7ffe488b1e329b5cb73d2dfe05b90cd8b3c0db8,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,474.3515059879998,4.0,1.2913746308907792e-15,0.9257903166553362,5.3408048948394935,0.17334284529844426,False,0.3915345333019118,0.5342557833534244,,0.577080764123312,1757412,812698,64321,68c95b4ddc8318403cc58b79059d32759b86b4bb2a5349db103b21c1d93778c7,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,806.3975601795996,4.0,7.596321358181055e-16,0.3216104679827708,1.8583431401870483,0.17306301566587948,False,0.13575729752882426,0.1858531704539466,,0.5778828395097607,1757474,813173,64321,110253c914c3b18994933904e20ae9b43a2686eaa786232aa5aafcbffc3c2941,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.4,1000.0,4.0,6.125655009577385e-16,0.20946321101305804,1.2102980733220998,0.17306745803379714,False,0.08824446975515146,0.12121874125790659,,0.5787113673644092,1757491,813325,64321,8e8e23a3fb9611e6afb8ccf81203fb04fca43eb1a23305e4e67d0680d6d25ab9,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,5.0,5.0,1.1765364500000007e-08,36510.957950372496,56505.638595059194,0.6461471608528107,True,,,36510.957950372496,0.0,611315,429206,74421,d8d7425dacab6fe623c946a2e30bdd8a2f9f73df59c8d6cba3d4be74bbef4860,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,8.5,5.0,6.920802647058827e-09,13098.866010822312,20329.710234758433,0.6443213336325233,True,,,13098.866010822312,0.0,611724,429639,74421,7f79ccf73d172b254f65453386e79a1fe204fe6dca7f60495949da27193de495,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,14.45,5.0,4.07106038062284e-09,4627.5307600481265,7203.615657678039,0.6423900135643454,True,,,4627.5307600481265,0.0,611931,429800,74421,2a2386b54aaf447b14466264cb9b8eb6ce58c97f2ee39c735d0954906ee69168,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,24.564999999999998,5.0,2.3947414003663765e-09,1619.9015415911636,2530.28862638991,0.6402042536555834,True,,,1619.9015415911636,0.0,612071,429728,74421,4eb64b7b594fe3fe7625113e80ff28e29aac3af8a8660abe286348ba5cb67a09,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,41.76049999999999,5.0,1.4086714119802215e-09,565.4606346894113,884.1945603620447,0.6395205987897915,True,,,565.4606346894113,0.0,612176,430175,74421,020a5be396c6de102b3bc01d551b97126deee531933b6e37f49369b7fa17035c,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,70.99284999999999,5.0,8.286302423413068e-10,196.38241639744962,307.9228591579346,0.6377649809257079,True,,,196.38241639744962,0.0,612230,430076,74421,dcbec95ce49fc325ff6efce641e5a09aea319ff71afa1df1ab067d60a764902e,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,120.68784499999998,5.0,4.874295543184157e-10,68.13977036082238,107.0026775580794,0.6368043484130308,True,,,68.13977036082238,0.0,612270,430004,74421,78ca739fe67af860fc9be03b2bb74f91d14c02c512cdea2d758bed2788bce978,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,205.16933649999996,5.0,2.8672326724612694e-10,23.599767735604626,37.12864728035084,0.6356215338901953,True,,,23.599767735604626,0.0,612298,430117,74421,c8fd65f6002a3717e3164a8c2dd11637f71b133c3c9db72ba7094c1948e523b3,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,267.5080863969263,5.0,2.1990670746570735e-10,13.901772804472401,21.862070636727612,0.6358854582199477,True,,,13.901772804472401,0.0,612304,430259,74421,1f8cfe4694929761f8239f2d102ea7f65d089f9ea7195c17b6b35904219f4c1c,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,305.45634092379134,5.0,1.9258667972676593e-10,10.657117220448821,16.774468366166225,0.6353177333443257,True,,,10.657117220448821,0.0,612307,430086,74421,85ac3d0afbb506bc3c2baf601b80d9c260b9b4679ca45419169202748bf660e6,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,310.5636868631585,5.0,1.8941951357603658e-10,10.309714019428073,16.228061901985562,0.6353016202240788,True,,,10.309714019428073,0.0,612307,430086,74421,5e93fdc3a5b89bc134ac9851adb58470660bf6d6a886ae0b2671cddd79818eaa,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,313.1492949319941,5.0,1.8785551636887867e-10,10.140281118799717,15.961565610074775,0.6352936401426234,True,,,10.140281118799717,0.0,612307,430086,74421,742c048acad93ef5ad8575157af565a0095a6ce1f75c31425a1e18b98a143f92,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,314.45016026148664,5.0,1.8707836704895152e-10,10.056611385748033,15.82996210154182,0.6352896691248888,True,,,10.056611385748033,0.0,612307,430086,74421,f2ca9522d66d7117ed82f889d9cd7303ee04c9d023b7e5929387d9a80df98e5f,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,315.10261801556,5.0,1.8669099885769634e-10,10.015035680773654,15.764567556208759,0.6352876883596662,True,,,10.015035680773654,0.0,612307,430086,74421,87ecb898d92eb55b0338e1249e8995ed2e1c54dbf296211b8ef94239a4a63b0e,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,315.26594387495237,5.0,1.8659428220173762e-10,10.004668629668707,15.748261147844143,0.6352871936619043,True,,,10.004668629668707,0.0,612307,430086,74421,e2bc721431777e6e937965763d9fcd46e8f2e52c667cf6516a41e9e046a8086e,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,315.3067885655913,5.0,1.865701108676341e-10,10.002078543548619,15.744187180231087,0.6352870700182957,True,,,10.002078543548619,0.0,612307,430086,74421,e790b78540c3be6c68527ac68809346ac5ff186e2de4dc7d0fa2174a5fb0ab39,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,315.3272128952506,5.0,1.8655802637478634e-10,10.00078375186773,15.742150591409139,0.6352870082011153,True,,,10.00078375186773,0.0,612307,430086,74421,d7f4004c55385158c3a3dd8f12bf16cf6d36615215d83f2bd5b4879c37664718,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,315.3374255562028,5.0,1.8655198442189124e-10,10.000136418862585,15.741132395729421,0.6352869772936811,True,,,10.000136418862585,0.0,612307,430086,74421,acc6e297eb1f416bfaad459bde33fe3ffff271b61742dd9f0a6224cd93f26935,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,315.3476385479175,5.0,1.865459426646736e-10,9.999489127744038,15.74011426586489,0.6352869463870175,False,,,9.999489127744038,0.0,612307,430086,74421,d991fd542e656ef841a278b6496383e11a1bfaa70be9cf571e16bb1474bfbf44,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,315.4293543903737,5.0,1.8649761565055948e-10,9.99431230638794,15.731971595784959,0.6352866991614515,False,,,9.99431230638794,0.0,612307,430086,74421,5a45f01a2f5417039d6ad2b5dc602441eeab81d81d62e8c8ede807df6ade5082,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,315.7564295648436,5.0,1.8630443275872988e-10,9.973631798928253,15.699442990962638,0.6352857107522579,False,,,9.973631798928253,0.0,612307,430086,74421,588793bb860c0ccee07f29728cb9cb98477e55fc74ecd7b180f6b1eb4c428946,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,326.40384059472785,5.0,1.802271149531021e-10,9.334025507524379,14.693272389819578,0.635258454338026,False,,,9.334025507524379,0.0,612307,430087,74421,6140e4001dda1d38a4902bc4d81b366ce457850234b689387cc1f19b11f20d73,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,348.7878720499999,5.0,1.686607454388982e-10,8.17509919370569,12.870151004014152,0.6351983897590562,False,,,8.17509919370569,0.0,612307,430087,74421,713207e87c2a6dfb54328358c0c89d860863548d420738e9005fea710764c212,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,592.9393824849999,5.0,9.921220319935187e-11,2.8284619319249518,4.458289685747763,0.6344275790258681,False,,,2.8284619319249518,0.0,612312,429951,74421,3cd4ce7d221c0ca9517c9613345d5ecc7a40efd308846843dac9703444b4bdca,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.5,1000.0,5.0,5.882682250000003e-11,0.9948768523933668,1.5684818579909674,0.634292865629751,False,,,0.9948768523933668,0.0,612314,429987,74421,e77b50359ffbfd94178a60d9d88a7f5eb98446027473f0a4b0de737ce54d9644,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,5.0,5.0,6.266850655610408e-14,1913.3341495182847,6159.93608393091,0.3106094159823339,True,1068.470456863511,844.8636926547738,,0.44156620152704795,1789750,801063,74321,bb2da2ba27498f117ada484e072e7cdf5c6a491e24d1899674e3d16ef8495a7b,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,8.5,5.0,3.6863827385943577e-14,783.0961238151717,2912.685345548057,0.2688570960856133,True,418.167877909331,364.9282459058407,,0.46600696237384515,1794174,812156,74321,fdcde9d5448cf59b9ff6d14f68fb5a183f62b0c0c66e954cdeaca7bf584fad8b,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,14.45,5.0,2.1684604344672694e-14,301.9845690780869,1246.9610757036885,0.24217641990763036,True,156.38904930613134,145.59551977195557,,0.48212900485755483,1796727,818799,74321,e17f338b61d028a3d710768e69f8b494aa61678974a4d3fe2a34f46e506a9b51,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,24.564999999999998,5.0,1.275564961451335e-14,111.59423912096133,495.5453586129379,0.22519480241590903,True,56.67237032772764,54.921868793233685,,0.4921568463198332,1798297,821933,74321,a411e1fab8e91d7a1aa2ea90d3871a5a02eee00d4a6663ccdccaf6028bea3bdf,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,41.76049999999999,5.0,7.503323302654912e-15,40.19552563618717,187.0257971886993,0.21491968616303758,True,20.14801418047021,20.04751145571696,,0.4987498269625467,1799231,824387,74321,93e6e64602d408a574281542a1b1011c17a0f639f0f2ea82698650f702503ddd,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,70.99284999999999,5.0,4.4137195897970075e-15,14.283275787302482,68.24784736562242,0.20928536706488426,True,7.101797074403442,7.1814787128990405,,0.5027893334723129,1799748,826459,74321,dda97fcf50778bc8fd6bab3fadd3a8c9106a0018a224a856cf1ed03ba21cc1f5,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,81.0637782387454,5.0,3.865382783635843e-15,10.993504353849358,52.847089845522795,0.2080247821778729,True,5.468382705900041,5.525121647949318,,0.5025805666793324,1799820,826133,74321,c5db3660352ba0a92ff0d216e47fa9d1c78bc712ad08cd24cca28788a13ffeb6,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,83.79727559850718,5.0,3.7392926028027396e-15,10.293117878726562,49.564855626823345,0.20766968345926476,True,5.116689599720976,5.176428279005586,,0.5029018748249292,1799838,826423,74321,d0d29add4d51ec2ac8053673ad2a03958337dd2e5b37c42bbb1c1fb4a71e6eec,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,84.4949325400588,5.0,3.708418047815656e-15,10.116766329497763,48.77612640938392,0.2074122541955571,True,5.034890359616242,5.08187596988152,,0.5023221654397749,1799844,826227,74321,c7eb8f891cb44fb87c81c25e85016958223ca4790b74ddfd4fc5c47b013220bf,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,84.84593613495126,5.0,3.693076499057481e-15,10.060185179955248,48.38642261401536,0.20791339050226182,True,4.999204827958493,5.060980351996756,,0.503070297560792,1799847,826733,74321,65f9401c29f027a0b8507b644877a238ecf622db29ff176a69908e727071b67b,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,85.02198434840048,5.0,3.685429541335039e-15,10.013011826079982,48.19273683436593,0.20777014305067995,True,4.978768935011489,5.034242891068492,,0.5027700934054883,1799848,826478,74321,80c9073023c50e499b8cbb54df756a04473cdf1ea9ab7e8e1e253f83f16d270a,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,85.06605344801127,5.0,3.683520277239874e-15,10.002805889458376,48.144414082218724,0.2077666969292858,True,4.973657781568283,5.029148107890092,,0.5027737380358589,1799848,826479,74321,d2ba384cd84062fc9b7f94f0b3efa6ae6d9e9fd6474788cbef67e2135df732b0,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,85.07707429153866,5.0,3.683043115784294e-15,10.000246532251767,48.13234084236234,0.20776563859637445,True,4.972380809575879,5.027865722675888,,0.5027741772625838,1799848,826479,74321,2bceff7efa8314ea8ebeafdc91536270c0114b8388b0238f886974136fe8e8e1,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,85.07982972551012,5.0,3.6829238350787224e-15,9.999606794637717,48.129322997713714,0.20776537403430187,False,4.97206161757814,5.0275451770595785,,0.5027742870605268,1799848,826479,74321,13c837234a457a571813b71e1192a330bf7af73836928830a7cfeda775a808d2,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,85.08258524872322,5.0,3.682804558236229e-15,9.99896709769358,48.12630533916889,0.20776510948069085,False,4.971742445977949,5.02722465171563,,0.502774396854975,1799848,826479,74321,abedb23ed355eac328a325328db274ec3ea85bbb102da66161aa08db35931264,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,85.08809656288582,5.0,3.682566016139981e-15,9.99768782580482,48.12027058034596,0.20776458039885237,False,4.97110416396506,5.0265836618397595,,0.5027746164333868,1799848,826479,74321,9d969830814a42f6af5a50f0638c31a6310f60a10373e9f82246c4c1afaaa2e7,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,85.11014538977938,5.0,3.681612002253127e-15,9.99257236453435,48.09613898697001,0.2077624644099081,False,4.968551851556784,5.024020512977566,,0.5027754946072571,1799848,826479,74321,9cb06802d9844685748fa03892122fea70120b556ef3000c59550a481c59c6bc,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,85.19839784715235,5.0,3.677798417555495e-15,9.952676705726155,47.999895213536206,0.2073478840203687,False,4.939886230813212,5.0127904749129435,,0.5036625445724459,1799851,825527,74321,d8acc9644ad623dbd951899aef6c16192561ef5f6864c23f8688fbd29333e7f2,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,86.6229473915136,5.0,3.61731552915525e-15,9.643015248305032,46.483417051781935,0.20745065358604844,False,4.787633634808821,4.855381613496211,,0.5035128005578596,1799859,826080,74321,76e82688349dabe43c33d5889e08337789069951fa2dc894c1dd6a852707c193,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,92.56335169443815,5.0,3.3851683959640823e-15,8.469234206369208,40.875345540647075,0.2071966388136651,False,4.207072229792592,4.262161976576617,,0.5032523452204566,1799899,826624,74321,cb18673226a51c4256ecd7fbfb225a29f478d48a47f02fd8f14793916d72225c,bisection_evaluation
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,120.68784499999998,5.0,2.596305641057063e-15,5.006750916551262,24.382894011438893,0.20533866546778307,False,2.482429781458337,2.5243211350929253,,0.5041834868892823,1800029,826289,74321,ab7d451cad388541094675647801e6ae5e3a986ff59b02fe0dfd9ebea17b96b7,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,205.16933649999996,5.0,1.5272386123865078e-15,1.7515500097698333,8.600081059775444,0.2036666861155804,False,0.8645441481835212,0.8870058615863122,,0.5064119532064468,1800216,827619,74321,720fdeac9a1cbe5e882be3b09b932f2fd9d1cce6c54e957fb69e04d40a7203fe,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,348.7878720499999,5.0,8.983756543450047e-16,0.6082386722804354,3.009794561106399,0.20208644142703452,False,0.300114118201656,0.30812455407877937,,0.5065849445638587,1800320,827744,74321,89b03354cdab90ddff6d00f4235a04b458b7aba2878645fb818ae072e2c4df05,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,592.9393824849999,5.0,5.284562672617674e-16,0.2111209877957005,1.0484607427511599,0.2013627970864405,False,0.10410238398974715,0.10701860380595332,,0.5069065132904459,1800381,827717,74321,64a017f64f4f0d7b31971e08056c517575260d23784536cc3c30576ba0e453cf,coarse
production,diphoton_ecal,ALP-photon-combined,alp_photon_combined,0.5,1000.0,5.0,3.1334253278052043e-16,0.07442982411521504,0.37005884327321453,0.20112969996034788,False,0.03659260914009245,0.037837214975122595,,0.5083609349466118,1800415,827925,74321,b17e0ed56c0cc5fee3ba3d78a7e034d9b3ead4b1e55080acf94c64e8859d66c8,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,6.0,6.0,5.673883339962018e-09,16990.118894906933,27559.649990634174,0.6164852928350261,True,,,16990.118894906933,0.0,611320,413397,84421,8822ecfacf4e9911a08cb2a6040f0c69914ff872d2916c774b52d1aff1e667f6,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,10.2,6.0,3.3375784352717753e-09,6099.517320568705,9924.415150369166,0.6145971554144243,True,,,6099.517320568705,0.0,611696,414472,84421,c7461e5b757c38c5d926738146977e823381b5706c8a5ac49e7ba0d9c9d4a003,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,17.34,6.0,1.963281432512809e-09,2153.623748466912,3520.5378681431143,0.6117314538652661,True,,,2153.623748466912,0.0,611930,414395,84421,1429cf5b580ca3fbada1d49d6c10af22c49dfdaafd9c4e9b78d45394e1c84ce0,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,29.477999999999998,6.0,1.1548714308898876e-09,754.500328157615,1237.8912231457882,0.609504546158945,True,,,754.500328157615,0.0,612067,414415,84421,177f3fa9ea7f73a7f98eaf92fef312a7d6bd6920cbece4cadf5b7e8f7480fcca,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,50.11259999999999,6.0,6.793361358175811e-10,263.0730977201807,432.87279064768427,0.6077376619735294,True,,,263.0730977201807,0.0,612177,414554,84421,ac88d83036074249d8780c2cd06e0ddd911ca50b63fb61a8efc1c3f47600d17c,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,85.19141999999998,6.0,3.9960949165740063e-10,91.3763830153573,150.79135553698754,0.6059789216029936,True,,,91.3763830153573,0.0,612230,414657,84421,a48e67a2f88fe6c71bbd66c4d021b4bf51f9e1c55ded4cfe9ece51f5d856d3d4,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,144.82541399999997,6.0,2.350644068572945e-10,31.698649531988806,52.40319944332429,0.6048991257923458,True,,,31.698649531988806,0.0,612260,414559,84421,88d93f0c79c16e5c79fc9ad56b28483084740ae5d8f39cb4e3540180779057d9,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,246.20320379999993,6.0,1.382731805042909e-10,10.998151660356493,18.18110898369501,0.6049219368422322,True,,,10.998151660356493,0.0,612273,414889,84421,9046dada24555e99b2413e5ba22f548be2ab731ec64d4c7e08de72b82e4746d6,coarse
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,254.50525709894828,6.0,1.3376265947440339e-10,10.29310460131416,17.016453816324585,0.6048912841898682,True,,,10.29310460131416,0.0,612273,414891,84421,829ef6e687495144719eeb48292301b5e06921c68e0953fc730351f437c30735,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,256.6241488887861,6.0,1.326582092417403e-10,10.11552047072736,16.73721044517994,0.6043731423380934,True,,,10.11552047072736,0.0,612275,414692,84421,5bb172dcb37bf180d775ca3125ee8c43ebf4afdfed95e7d41b61aece300f939d,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,257.6902009712998,6.0,1.3210940855125365e-10,10.032106065645753,16.599270149358926,0.6043703111870372,True,,,10.032106065645753,0.0,612275,414693,84421,aad31ac15bc91bcd290abc2ae2c393dd527ff9f4da20cf7353cf03a3e64ff8af,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,257.95740523199635,6.0,1.3197256349029776e-10,10.011353703079545,16.56496292034687,0.6043692190087865,True,,,10.011353703079545,0.0,612275,414693,84421,321658af0744891c6a724f38f285d843011f81b42f524815f7b958bd2028b820,bisection_evaluation
production,diphoton_ecal,ALP-SU2L,alp_su2l,0.6,258.0911112454896,6.0,1.319041941254265e-10,10.000993617555864,16.54783588174041,0.6043686732832169,True,,,10.000993617555864,0.0,612275,414693,84421,2f50239bc019ad1aca3551f100f1de143597cb6397766a0597981213867a97b5,bisection_evaluation
