"mass","coupling"
1.45630731574056027e-33,5.04731102945213164e-13
1.4654496857263273e-33,5.04731102945213164e-13
1.4746494494558946e-33,5.04731102945213164e-13
1.48390696723427312e-33,5.04731102945213164e-13
1.49322260162838741e-33,5.04731102945213164e-13
1.50259671748131231e-33,5.04731102945213164e-13
1.51202968192648891e-33,5.04731102945213164e-13
1.52152186440213888e-33,5.04731102945213164e-13
1.53107363666577189e-33,5.04731102945213164e-13
1.54068537280866993e-33,5.04731102945213164e-13
1.55035744927057616e-33,5.04731102945213164e-13
1.56009024485447572e-33,5.04731102945213164e-13
1.56988414074134225e-33,5.04731102945213164e-13
1.57973952050517011e-33,5.04731102945213164e-13
1.58965677012790588e-33,5.04731102945213164e-13
1.59963627801460365e-33,5.04731102945213164e-13
1.60967843500867663e-33,5.04731102945213164e-13
1.61978363440712613e-33,5.04731102945213164e-13
1.62995227197598269e-33,5.04731102945213164e-13
1.64018474596584765e-33,5.04731102945213164e-13
1.65048145712741001e-33,5.04731102945213164e-13
1.66084280872718064e-33,5.04731102945213164e-13
1.67126920656332888e-33,5.04731102945213164e-13
1.68176105898147813e-33,5.04731102945213164e-13
1.69231877689080955e-33,5.04731102945213164e-13
1.70294277378005719e-33,5.04731102945213164e-13
1.71363346573374604e-33,5.04731102945213164e-13
1.7243912714485266e-33,5.04731102945213164e-13
1.73521661224949144e-33,5.04731102945213164e-13
1.74610991210671778e-33,5.04731102945213164e-13
1.7570715976519128e-33,5.04731102945213164e-13
1.76810209819504104e-33,5.04731102945213164e-13
1.7792018457411762e-33,5.04731102945213164e-13
1.79037127500746719e-33,5.04731102945213164e-13
1.8016108234400616e-33,5.04731102945213164e-13
1.81292093123135349e-33,5.04731102945213164e-13
1.82430204133712245e-33,5.04731102945213164e-13
1.83575459949392361e-33,5.04731102945213164e-13
1.84727905423659183e-33,5.04731102945213164e-13
1.85887585691571797e-33,5.04731102945213164e-13
1.87054546171536879e-33,5.04731102945213164e-13
1.88228832567092429e-33,5.04731102945213164e-13
1.89410490868688281e-33,5.04731102945213164e-13
1.90599567355491953e-33,5.04731102945213164e-13
1.91796108597205891e-33,5.04731102945213164e-13
1.93000161455880373e-33,5.04731102945213164e-13
1.94211773087761424e-33,5.04731102945213164e-13
1.95430990945126608e-33,5.04731102945213164e-13
1.96657862778148259e-33,5.04731102945213164e-13
1.97892436636768245e-33,5.04731102945213164e-13
1.99134760872570537e-33,5.04731102945213164e-13
2.00384884140679259e-33,5.04731102945213164e-13
2.01642855401669568e-33,5.04731102945213164e-13
2.02908723923473349e-33,5.04731102945213164e-13
2.04182539283322269e-33,5.04731102945213164e-13
2.05464351369677612e-33,5.04731102945213164e-13
2.06754210384189274e-33,5.04731102945213164e-13
2.08052166843666775e-33,5.04731102945213164e-13
2.09358271582047878e-33,5.04731102945213164e-13
2.10672575752394254e-33,5.04731102945213164e-13
2.11995130828900211e-33,5.04731102945213164e-13
2.13325988608896514e-33,5.04731102945213164e-13
2.14665201214892985e-33,5.04731102945213164e-13
2.16012821096607448e-33,5.04731102945213164e-13
2.1736890103302541e-33,5.04731102945213164e-13
2.18733494134472206e-33,5.04731102945213164e-13
2.20106653844682599e-33,5.04731102945213164e-13
2.21488433942898967e-33,5.04731102945213164e-13
2.22878888545983224e-33,5.04731102945213164e-13
2.24278072110525291e-33,5.04731102945213164e-13
2.2568603943498128e-33,5.04731102945213164e-13
2.27102845661825279e-33,5.04731102945213164e-13
2.28528546279695983e-33,5.04731102945213164e-13
2.29963197125584732e-33,5.04731102945213164e-13
2.31406854387009404e-33,5.04731102945213164e-13
2.32859574604220341e-33,5.04731102945213164e-13
2.34321414672420709e-33,5.04731102945213164e-13
2.3579243184398319e-33,5.04731102945213164e-13
2.37272683730697925e-33,5.04731102945213164e-13
2.3876222830603476e-33,5.04731102945213164e-13
2.40261123907402249e-33,5.04731102945213164e-13
2.41769429238437883e-33,5.04731102945213164e-13
2.43287203371313382e-33,5.04731102945213164e-13
2.44814505749034407e-33,5.04731102945213164e-13
2.46351396187784342e-33,5.04731102945213164e-13
2.4789793487925321e-33,5.04731102945213164e-13
