mass_GeV,ctau_m,lifetime_label,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,log_su2_over_photon
0.5,6.7462274651205965,low,0,0.5,21.12031528374151,0.6891155522166532,0.0010302357919585964,-6.505621266716548
0.5,6.7462274651205965,low,1,21.12031528374151,24.14138581622472,0.05637346358848914,0.002322098347914346,-3.189527306823834
0.5,6.7462274651205965,low,2,24.14138581622472,27.594593229224305,0.05033575964159983,0.007341795293959012,-1.9251323486083112
0.5,6.7462274651205965,low,3,27.594593229224305,31.541750804321904,0.042436630859412426,0.018195246126555153,-0.8468515664980807
0.5,6.7462274651205965,low,4,31.541750804321904,36.05351365528748,0.03584494355719947,0.03452903641316621,-0.037401907443070224
0.5,6.7462274651205965,low,5,36.05351365528748,41.21064347239382,0.029727975936723765,0.05641681237673741,0.6406786526867129
0.5,6.7462274651205965,low,6,41.21064347239382,47.10545417699352,0.02446123816002582,0.0798889450271355,1.1835477343222895
0.5,6.7462274651205965,low,7,47.10545417699352,53.84346436393915,0.019083855957702473,0.10360187810458824,1.6917127182626692
0.5,6.7462274651205965,low,8,53.84346436393915,61.54528611098124,0.015192019791858316,0.1195721701040237,2.063149846710997
0.5,6.7462274651205965,low,9,61.54528611098124,70.34878396530846,0.011306310401701944,0.12651064047156177,2.414965406554127
0.5,6.7462274651205965,low,10,70.34878396530846,80.41154275363142,0.008019813271228618,0.12272058893191343,2.7279949978781226
0.5,6.7462274651205965,low,11,80.41154275363142,91.91368839023166,0.005964109018792281,0.10673211915871182,2.8845624598415927
0.5,6.7462274651205965,low,12,91.91368839023166,105.06111217615067,0.00432330232840787,0.08494669456870221,2.9780043989434235
0.5,6.7462274651205965,low,13,105.06111217615067,120.0891563052843,0.0028741836179880485,0.060555336982222326,3.0477889328879666
0.5,6.7462274651205965,low,14,120.0891563052843,137.26682654886946,0.0019658138476550888,0.039253096732685004,2.994124007353791
0.5,6.7462274651205965,low,15,137.26682654886946,156.90160752647654,0.0011431053338698998,0.021753832285208528,2.946041402851587
0.5,6.7462274651205965,low,16,156.90160752647654,179.34496675806818,0.0007301216005031558,0.00977025123166179,2.5938863630063285
0.5,6.7462274651205965,low,17,179.34496675806818,204.9986460210415,0.0005099613051274697,0.00356800889082194,1.9454281349782443
0.5,6.7462274651205965,low,18,204.9986460210415,234.3218526291303,0.0003114310199381269,0.0010333835445377674,1.1994158232292012
0.5,6.7462274651205965,low,19,234.3218526291303,400.0,0.000280408545123103,0.0002578296159352829,-0.08394866604985995
