mass_GeV,ctau_m,lifetime_label,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,log_su2_over_photon
1.0,17.794515979353292,high,0,1.0,3.314454017339987,0.00048436828567967815,0.0049423880997533295,2.3227583761854422
1.0,17.794515979353292,high,1,3.314454017339987,4.212058534714722,0.0010617749892395272,0.004597732469638934,1.4656212147445493
1.0,17.794515979353292,high,2,4.212058534714722,4.748272094313281,0.001063173661753879,0.0027339359201644636,0.9444838444081178
1.0,17.794515979353292,high,3,4.748272094313281,5.352747996214929,0.0018763922750751859,0.002543729391741702,0.30428033807161464
1.0,17.794515979353292,high,4,5.352747996214929,6.034176336545162,0.00329045836810971,0.0024818213962465845,-0.28203415210418303
1.0,17.794515979353292,high,5,6.034176336545162,6.802353498851244,0.005801165493176825,0.0023029901371210016,-0.9238505062575157
1.0,17.794515979353292,high,6,6.802353498851244,7.668322989352109,0.009943711469354601,0.0016822860698951275,-1.7767867139199653
1.0,17.794515979353292,high,7,7.668322989352109,9.745021389728478,0.03893527448791766,0.0016344814092365877,-3.1705750657640053
1.0,17.794515979353292,high,8,9.745021389728478,20.000000000000004,0.31534313747999904,0.0011835664455016233,-5.5851290796580795
1.0,17.794515979353292,high,9,20.000000000000004,22.546087881634225,0.07069875148903507,0.001480865606404666,-3.865801127469415
1.0,17.794515979353292,high,10,22.546087881634225,25.41630393831867,0.07354203108903735,0.004413872542879538,-2.813104662558202
1.0,17.794515979353292,high,11,25.41630393831867,28.651911110982937,0.07008001219600356,0.01017154550284191,-1.9300434552953962
1.0,17.794515979353292,high,12,28.651911110982937,32.299425294249666,0.06384265956129873,0.02034618022837917,-1.1435284215636914
1.0,17.794515979353292,high,13,32.299425294249666,36.411284060521595,0.05868004883770909,0.0347458260470468,-0.5240403345037149
1.0,17.794515979353292,high,14,36.411284060521595,41.046600515583364,0.054087314063853725,0.05250132313445141,-0.029761296012481852
1.0,17.794515979353292,high,15,41.046600515583364,46.27201312333376,0.0470254094031585,0.07181295925519611,0.423376869563273
1.0,17.794515979353292,high,16,46.27201312333376,52.16264371694075,0.04042455588028972,0.08890537587984113,0.7881351926417669
1.0,17.794515979353292,high,17,52.16264371694075,58.80317746902607,0.03353771918311338,0.10322596821406056,1.1242497001810827
1.0,17.794515979353292,high,18,58.80317746902607,66.28908034679972,0.028014743625905676,0.10967975610599252,1.3648338819042185
1.0,17.794515979353292,high,19,66.28908034679972,74.72797155458294,0.0212916407351138,0.10832053740619468,1.6267802285001174
1.0,17.794515979353292,high,20,74.72797155458294,84.24117069429447,0.016672111517194877,0.10006485627279356,1.792081184050279
1.0,17.794515979353292,high,21,84.24117069429447,94.96544188626557,0.013116340405665968,0.08575502663384336,1.8776358918525755
1.0,17.794515979353292,high,22,94.96544188626557,107.05495992429856,0.009726497182349464,0.06770963445216056,1.940374651187803
1.0,17.794515979353292,high,23,107.05495992429856,120.68352673090327,0.007163810135870671,0.04865829332663051,1.9157802819881775
1.0,17.794515979353292,high,24,120.68352673090327,136.0470699770249,0.005038991702244929,0.03263527680471952,1.8681878108968575
1.0,17.794515979353292,high,25,136.0470699770249,153.3664597870422,0.003213191804414073,0.019375028727075933,1.7967202832112137
1.0,17.794515979353292,high,26,153.3664597870422,172.89068402268873,0.0022318911783015347,0.009790010154273675,1.4785132056613912
1.0,17.794515979353292,high,27,172.89068402268873,194.9004277945695,0.0015174817318282215,0.0042641051589278,1.0331801430518184
1.0,17.794515979353292,high,28,194.9004277945695,219.71210866122348,0.0010478771969166239,0.001505274199887326,0.3622086737037034
1.0,17.794515979353292,high,29,219.71210866122348,247.6824255267556,0.000624708295828186,0.0004394401790940327,-0.3517832175258279
1.0,17.794515979353292,high,30,247.6824255267556,400.0,0.0006227562745609091,9.591282800561501e-05,-1.8707154923209002
