mass_GeV,ctau_m,lifetime_label,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,log_su2_over_photon
0.3,28.219860036517176,mid,0,0.3,22.494922262841893,0.8626259686390002,0.002188215863211281,-5.976894651368922
0.3,28.219860036517176,mid,1,22.494922262841893,25.976657688501856,0.030872421257934587,0.004874409551212893,-1.845864290035218
0.3,28.219860036517176,mid,2,25.976657688501856,29.99729169014488,0.025258110482326526,0.01469636207868632,-0.5415473258495662
0.3,28.219860036517176,mid,3,29.99729169014488,34.64023430319652,0.019999188329389427,0.03132794525629136,0.448818829709571
0.3,28.219860036517176,mid,4,34.64023430319652,40.00180566216164,0.016318190795664884,0.055004276401283664,1.2151304496785174
0.3,28.219860036517176,mid,5,40.00180566216164,46.19323420932204,0.0126098104329863,0.08333655267284977,1.8884121437283834
0.3,28.219860036517176,mid,6,46.19323420932204,53.3429641836316,0.009593041861995522,0.10954951355817025,2.435338596035276
0.3,28.219860036517176,mid,7,53.3429641836316,61.59932025980484,0.007242654429716316,0.12979731111939347,2.885986315345799
0.3,28.219860036517176,mid,8,61.59932025980484,71.13358461685092,0.005158490421602068,0.1370967804101329,3.2800431200396862
0.3,28.219860036517176,mid,9,71.13358461685092,82.14355027135687,0.0034691144214425078,0.1291824352431633,3.6173262805478967
0.3,28.219860036517176,mid,10,82.14355027135687,94.85762439117252,0.0024786976823720124,0.10906283153197814,3.78419085805383
0.3,28.219860036517176,mid,11,94.85762439117252,109.53956671476264,0.0016692363952125944,0.08210993988043022,3.8956928060540856
0.3,28.219860036517176,mid,12,109.53956671476264,126.49396137707384,0.0011418202410912969,0.05543360243699888,3.88256226032139
0.3,28.219860036517176,mid,13,126.49396137707384,146.07253565764043,0.0006433134079654623,0.0325505697873169,3.923918131793433
0.3,28.219860036517176,mid,14,146.07253565764043,168.68145673647828,0.00039266947810891916,0.015619855339489785,3.6833299267268385
0.3,28.219860036517176,mid,15,168.68145673647828,194.78975783256428,0.0002444159417896711,0.006029850278187202,3.2056060064828027
0.3,28.219860036517176,mid,16,194.78975783256428,224.93906852930118,0.00014859579329036963,0.0017251166212922885,2.4518201107912563
0.3,28.219860036517176,mid,17,224.93906852930118,259.7548511473678,8.082895957594715e-05,0.00036140961213966874,1.4976766628530787
0.3,28.219860036517176,mid,18,259.7548511473678,400.0,5.343102853533222e-05,5.3022357771688226e-05,-0.007677966581511635
