mass_GeV,ctau_m,lifetime_label,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,log_su2_over_photon
0.3,169.5515389323684,high,0,0.3,25.976657688501856,0.9019031657019919,0.007895225379528265,-4.738248964779929
0.3,169.5515389323684,high,1,25.976657688501856,29.99729169014488,0.023381012796653045,0.014829348716513301,-0.45531603547400146
0.3,169.5515389323684,high,2,29.99729169014488,34.64023430319652,0.018467749786038334,0.0315283725744199,0.5348619010393308
0.3,169.5515389323684,high,3,34.64023430319652,40.00180566216164,0.015036930584972765,0.05526970119946269,1.3017156453851573
0.3,169.5515389323684,high,4,40.00180566216164,46.19323420932204,0.011598514227530728,0.08357340587430706,1.974848351855766
0.3,169.5515389323684,high,5,46.19323420932204,53.3429641836316,0.008809737881487355,0.10970276544629387,2.5219168890161954
0.3,169.5515389323684,high,6,53.3429641836316,61.59932025980484,0.0066419566243286704,0.12977605792963917,2.9724037412900173
0.3,169.5515389323684,high,7,61.59932025980484,71.13358461685092,0.0047252065928147366,0.1368979525487706,3.366324493029522
0.3,169.5515389323684,high,8,71.13358461685092,82.14355027135687,0.0031745326260381426,0.12886796711960663,3.7036279524046063
0.3,169.5515389323684,high,9,82.14355027135687,94.85762439117252,0.002266288140180214,0.10869783255113864,3.8704285416073434
0.3,169.5515389323684,high,10,94.85762439117252,109.53956671476264,0.001525113796523636,0.08177696866572735,3.9819266193638576
0.3,169.5515389323684,high,11,109.53956671476264,126.49396137707384,0.0010426217595185035,0.05516527626908991,3.9685952386780055
0.3,169.5515389323684,high,12,126.49396137707384,146.07253565764043,0.0005872152277659564,0.032373911359635556,4.009716762671284
0.3,169.5515389323684,high,13,146.07253565764043,168.68145673647828,0.0003583576950070414,0.015527491115383757,3.7688357165985473
0.3,169.5515389323684,high,14,168.68145673647828,194.78975783256428,0.00022306960994970704,0.005992368899855551,3.2907582137068547
0.3,169.5515389323684,high,15,194.78975783256428,224.93906852930118,0.0001356798861018043,0.0017136384653698936,2.536075813971531
0.3,169.5515389323684,high,16,224.93906852930118,259.7548511473678,7.390936489356769e-05,0.0003589735095206063,1.5804090523398853
0.3,169.5515389323684,high,17,259.7548511473678,400.0,4.8937698203856536e-05,5.274237573706234e-05,0.07487120223410225
