mass_GeV,ctau_m,lifetime_label,bin_index,energy_low_GeV,energy_high_GeV,photon_probability,su2_probability,log_su2_over_photon
0.4,24.98814290264955,mid,0,0.4,21.981634954304976,0.810672916005099,0.0032089766197877477,-5.531912586999871
0.4,24.98814290264955,mid,1,21.981634954304976,25.238293779207726,0.03941411984847635,0.0038443223536175153,-2.327526777399173
0.4,24.98814290264955,mid,2,25.238293779207726,28.977438402999603,0.0332827892161999,0.010791578592039304,-1.1262743530611699
0.4,24.98814290264955,mid,3,28.977438402999603,33.27055084410684,0.026640672336140144,0.02522039637146431,-0.054786036230641356
0.4,24.98814290264955,mid,4,33.27055084410684,38.19970344085745,0.022200031566444546,0.04586575189976132,0.7256249817972076
0.4,24.98814290264955,mid,5,38.19970344085745,43.859127845727414,0.017625849444375896,0.07127851030109916,1.3972283407265462
0.4,24.98814290264955,mid,6,43.859127845727414,50.35701647176671,0.013793822665575177,0.09525722553189897,1.93236001071601
0.4,24.98814290264955,mid,7,50.35701647176671,57.81759082983714,0.010571347036213255,0.11783959589089871,2.4111771115167167
0.4,24.98814290264955,mid,8,57.81759082983714,66.38347629750241,0.008094617479394889,0.1290774896471928,2.769213586878227
0.4,24.98814290264955,mid,9,66.38347629750241,76.21842871852988,0.005607848731668064,0.12882041449452092,3.1342521230389258
0.4,24.98814290264955,mid,10,76.21842871852988,87.5104649579821,0.004081273320557757,0.11762359728827805,3.3610806444501855
0.4,24.98814290264955,mid,11,87.5104649579821,100.47545726038321,0.002860792766890513,0.09388564277860333,3.4909786978257253
0.4,24.98814290264955,mid,12,100.47545726038321,115.36126012506426,0.0019214300887118192,0.06873836585515145,3.57723775164526
0.4,24.98814290264955,mid,13,115.36126012506426,132.45244859303648,0.0013169846112056024,0.045004061946568946,3.531408013216857
0.4,24.98814290264955,mid,14,132.45244859303648,152.07575852822455,0.0007576847650741208,0.02547658510623053,3.515247656255316
0.4,24.98814290264955,mid,15,152.07575852822455,174.6063328960663,0.0004821293085641166,0.012039865212826495,3.217766170751606
0.4,24.98814290264955,mid,16,174.6063328960663,200.47489345090884,0.000318084996517348,0.0044350671719177795,2.6349794087837006
0.4,24.98814290264955,mid,17,200.47489345090884,230.17597493486272,0.00018455331778674365,0.0012858149968986553,1.941209628090135
0.4,24.98814290264955,mid,18,230.17597493486272,400.0,0.0001730524951048448,0.00030673794124408844,0.5723987830889973
