mass_GeV,model,lifetime_index,ctau_m,N_events,N_events_before_ECAL,epsilon_ECAL_weighted,template_total_N_eff,number_of_common_energy_bins,passes_N_events_threshold
0.6,ALP-photon-combined,0,6.0,598.3446532912434,1882.0819909359004,0.3179163586777138,671603.0099530268,19,True
0.6,ALP-photon-combined,1,6.7380509865628095,492.29242449965585,1591.3435480109551,0.3093564712126302,663849.6506914345,19,True
0.6,ALP-photon-combined,2,7.566888516253341,403.4953488018443,1338.6821466966085,0.3014123627460987,656662.5822273307,19,True
0.6,ALP-photon-combined,3,8.497680105358603,330.190686946599,1120.683810239945,0.29463322654398233,650317.4697796466,19,True
0.6,ALP-photon-combined,4,9.542966969567782,268.6719575464091,933.9848301160168,0.28766201428885674,642828.4321588246,19,True
0.6,ALP-photon-combined,5,10.716833000672082,218.77113084481255,775.056038905589,0.28226492003562265,636996.8546123839,19,True
0.6,ALP-photon-combined,6,12.035094528834572,177.1873847575316,640.6057209518194,0.27659350980235475,630444.7850396961,19,True
0.6,ALP-photon-combined,7,13.515513427231737,143.28997173953633,527.507664378069,0.27163581008529053,624774.9691070772,19,True
0.6,ALP-photon-combined,8,15.178036430376956,115.80367968769232,432.8935193821754,0.2675107722863744,620021.548292733,19,True
0.6,ALP-photon-combined,9,17.045063890631276,93.23856166517751,354.10593832428424,0.26330696996047326,614277.2247341854,19,True
0.6,ALP-photon-combined,10,19.14175159404904,75.13533781555236,288.79716068880396,0.2601664699069363,610779.4491328271,19,True
0.6,ALP-photon-combined,11,21.49634970213705,60.416123845419676,234.90786707519868,0.2571907216120577,606417.416405049,19,True
0.6,ALP-photon-combined,12,24.14058338633063,48.46629020201348,190.6031897300922,0.2542784843771252,602702.664856444,19,True
0.6,ALP-photon-combined,13,27.110080283744477,38.81228243628654,154.30014072300435,0.25153756992329224,599542.7528947218,19,True
0.6,ALP-photon-combined,14,30.44485053361357,31.07972246394882,124.65256233853503,0.24933079497829824,596555.346160734,19,True
0.6,ALP-photon-combined,15,34.189825862295365,24.850472139904358,100.51517853469892,0.24723104014908265,593869.030701848,19,True
0.6,ALP-photon-combined,16,38.395464980308326,19.896792531935223,80.91385870989924,0.2459009228971673,591618.0221368823,19,True
0.6,ALP-photon-combined,17,43.11843344835072,15.862533028155916,65.03406435658391,0.2439111438765556,588620.381289093,19,True
0.6,ALP-photon-combined,18,48.422367172617065,12.655674850495124,52.19768916856604,0.2424566116255678,586541.930573601,19,True
0.6,ALP-photon-combined,19,54.37872981652651,10.08963758797531,41.84109962513059,0.2411417882983954,584858.1606275153,19,True
0.6,ALP-SU2L,0,6.0,16990.118894906933,27559.649990634174,0.6164852928350261,363614.2063238054,19,True
0.6,ALP-SU2L,1,7.3107262009924305,11638.77228605726,18883.912719278105,0.6163326668087983,362673.14026354655,19,True
0.6,ALP-SU2L,2,8.90778626431287,7928.181152504683,12903.34023865038,0.6144285902619838,360965.552208469,19,True
0.6,ALP-SU2L,3,10.853731072558768,5401.545822619988,8795.991265124212,0.6140917674664961,360153.9955896201,19,True
0.6,ALP-SU2L,4,13.224776021780174,3668.976249623689,5984.650137682229,0.6130644507557851,359190.8818723222,19,True
0.6,ALP-SU2L,5,16.113786094114122,2487.481084906377,4065.270800810991,0.6118857037543829,358437.80708999233,19,True
0.6,ALP-SU2L,6,19.63391303257127,1685.8842388527437,2758.1605930583837,0.6112349814204808,358118.2279318505,19,True
0.6,ALP-SU2L,7,23.9230270725376,1141.6252320360823,1869.2084759364197,0.6107532930291046,357728.5327361053,19,True
0.6,ALP-SU2L,8,29.149116804375307,771.3196709029285,1265.6371082350815,0.6094319342283873,356727.99772160355,19,True
0.6,ALP-SU2L,9,35.51686865958921,521.7536363929402,856.3543906559402,0.6092730323870863,356925.910431128,19,True
0.6,ALP-SU2L,10,43.27568371447764,351.9606003873501,579.0122320674,0.6078638427562271,356434.9301040311,19,True
0.6,ALP-SU2L,11,52.72944579954886,237.79449690758574,391.2881839884702,0.6077221511871481,356311.89681259514,19,True
0.6,ALP-SU2L,12,64.24842349509534,160.38851633109655,264.2863881385718,0.6068739198441084,356190.2174709798,19,True
0.6,ALP-SU2L,13,78.28377216967522,108.23776830835716,178.42803022297107,0.6066186359458139,356027.48942266795,19,True
0.6,ALP-SU2L,14,95.38520405222776,72.98000818586894,120.41449253288562,0.6060732944245714,355804.0210650724,19,True
0.6,ALP-SU2L,15,116.22251840860507,49.18390172640513,81.24505493458382,0.6053771736139091,355871.50454828737,19,True
0.6,ALP-SU2L,16,141.61183507918588,33.150873498956784,54.80075830850371,0.6049345761299911,355549.8781879422,19,True
0.6,ALP-SU2L,17,172.5475588473371,22.33799486313672,36.95534130592607,0.6044591681136674,355283.33821652445,19,True
0.6,ALP-SU2L,18,210.2413265637518,15.067008129455024,24.91630535907138,0.6047047470450717,355535.2684599149,19,True
0.6,ALP-SU2L,19,256.1694624401711,10.154236778091802,16.79652504332399,0.6045439013069994,355636.9106452797,19,True
