reference,branch,mass_GeV,eventcalc_coupling_GeV_inv,reference_coupling_GeV_inv,log10_reference_over_eventcalc_dex,absolute_log_distance_dex,coupling_ratio_reference_over_eventcalc
geom_only,lower,0.023609316365244985,1.034606816518351e-07,1.2072810093848936e-07,0.06703303376684926,0.06703303376684926,1.166898371545264
geom_only,lower,0.023798132971057626,1.0283141622589597e-07,1.2007734751623861e-07,0.06733526878302773,0.06733526878302773,1.1677107242445972
geom_only,lower,0.023988459646458012,1.022059780990811e-07,1.1942462872849418e-07,0.06761760107810577,0.06761760107810577,1.1684700929403646
geom_only,lower,0.024180308468297922,1.0158434399310765e-07,1.1878314035877692e-07,0.06792802248521126,0.06792802248521126,1.1693055808563984
geom_only,lower,0.02437369161001429,1.0096649077127539e-07,1.1814455761650826e-07,0.06823645843145697,0.06823645843145697,1.1701363166532868
geom_only,lower,0.024568621342401696,1.0035239543760484e-07,1.1750611431771478e-07,0.06853272162292787,0.06853272162292787,1.1709348222860851
geom_only,lower,0.024765110034390986,9.97420351359826e-08,1.1687583024945483e-07,0.06884648366894283,0.06884648366894283,1.171781085979577
geom_only,lower,0.02496317015383408,9.918761872919902e-08,1.1624560262512395e-07,0.0689190692889179,0.0689190692889179,1.1719769474705957
geom_only,lower,0.02516281426829514,9.866081103439683e-08,1.1560253702423043e-07,0.06882268402829353,0.06882268402829353,1.171716873317888
geom_only,lower,0.025364055045848016,9.813680133344567e-08,1.149612270591371e-07,0.06871949216994819,0.06871949216994819,1.171438497047871
geom_only,lower,0.02556690525588002,9.76155747655725e-08,1.1433410328542654e-07,0.06865667419936282,0.06865667419936282,1.1712690680765259
geom_only,lower,0.025771377769902282,9.709711654893317e-08,1.1369202347358026e-07,0.06852366301626402,0.06852366301626402,1.1709103989332568
geom_only,lower,0.02597748556236643,9.658141198019323e-08,1.130626057805472e-07,0.0684254402108468,0.0684254402108468,1.170645608326102
geom_only,lower,0.02618524171148786,9.606844643411094e-08,1.1244019968546896e-07,0.06834084062312584,0.06834084062312584,1.1704175914053807
geom_only,lower,0.026394659400075616,9.555820536312247e-08,1.118207267170962e-07,0.06825432552947587,0.06825432552947587,1.1701844576525473
geom_only,lower,0.02660575191636888,9.505067429692942e-08,1.1119596984731926e-07,0.06813384496359909,0.06813384496359909,1.1698598739021404
geom_only,lower,0.026818532654880104,9.454583884208833e-08,1.1058997425668046e-07,0.06807333756212414,0.06807333756212414,1.1696968963529877
geom_only,lower,0.027033015117245013,9.404368468160259e-08,1.0997279186849079e-07,0.06795561391051043,0.06795561391051043,1.1693798710760677
geom_only,lower,0.027249212913079288,9.354419757451617e-08,1.093647760775559e-07,0.06786061413471063,0.06786061413471063,1.169124102972151
geom_only,lower,0.02746713976084213,9.304736335551052e-08,1.0875706291710085e-07,0.06775339933956119,0.06775339933956119,1.1688355155381194
geom_only,lower,0.027686809488706776,9.255384767623893e-08,1.081547129760886e-07,0.06765097102515495,0.06765097102515495,1.168559878292935
geom_only,lower,0.0279082360354379,9.206870798712653e-08,1.0755920605427706e-07,0.06753553914879713,0.06753553914879713,1.1682493260285187
