model,mass_GeV,coupling_GeV_inv,coupling_squared_GeV_inv2,ctau_m,unit_coupling_ctau_m,yield_per_PoT_per_coupling_squared,N_LLP_total,epsilon_polar,epsilon_azimuthal,mean_P_decay,sum_P_decay,visible_Br,sampled_inside_volume,N_events,N_events_gt_3,N_events_gt_10,N_events_gt_30,N_events_gt_100,log10_N_events
ALP-photon-cascades,0.6364194768260428,0.003661308835364,1.340518238791473e-05,1.132243384597794e-08,1.5177929078043312e-13,0.0002324186270953,1869368451937.354,0.8782297785103852,0.88935,0.0,0.0,0.9999999999999994,88935,0.0,,,,,
ALP-photon-cascades,0.6364194768260428,0.004328761281083,1.87381742286038e-05,8.10000424420978e-09,1.5177929078043312e-13,0.0002324186270953,2613060437091.632,0.8782297785103852,0.88935,0.0,0.0,0.9999999999999994,88935,0.0,,,,,
ALP-photon-cascades,0.6364194768260428,0.0051178895502107,2.6192793448156274e-05,5.794696586328288e-09,1.5177929078043312e-13,0.0002324186270953,3652615855807.946,0.8782297785103852,0.88935,0.0,0.0,0.9999999999999994,88935,0.0,,,,,
ALP-photon-cascades,0.6364194768260428,0.0060508750072729,3.661308835364025e-05,4.145492707810387e-09,1.5177929078043312e-13,0.0002324186270953,5105738237324.862,0.8782297785103852,0.88935,0.0,0.0,0.9999999999999994,88935,0.0,,,,,
ALP-photon-cascades,0.6364194768260428,0.0071539426543764,5.117889550210738e-05,2.965661710581138e-09,1.5177929078043312e-13,0.0002324186270953,7136957177314.509,0.8782297785103852,0.88935,0.0,0.0,0.9999999999999994,88935,0.0,,,,,
ALP-photon-cascades,0.6364194768260428,0.0084580982817513,7.15394265437648e-05,2.1216173809777596e-09,1.5177929078043312e-13,0.0002324186270953,9976257180295.39,0.8782297785103852,0.88935,0.0,0.0,0.9999999999999994,88935,0.0,,,,,
ALP-photon-cascades,0.6364194768260428,0.01,0.0001,1.5177929078043307e-09,1.5177929078043312e-13,0.0002324186270953,13945117625722.566,0.8782297785103852,0.88935,0.0,0.0,0.9999999999999994,88935,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,1e-10,1e-20,10967265.818491118,1.096726581849112e-13,0.0001663891898319,0.0009983351389915,0.8819152039813225,0.94713,3.014787512794409e-07,0.0285539569699296,0.9999999999999996,94713,2.514024397468957e-10,,,,,
ALP-photon-cascades,0.7090930978140025,1.1822988651687062e-10,1.3978306065792105e-20,7845919.074078908,1.096726581849112e-13,0.0001663891898319,0.0013955034129058,0.8819152039813225,0.94713,4.214161402523738e-07,0.039913586891723,0.9999999999999996,94713,4.912227711492153e-10,,,,,
ALP-photon-cascades,0.7090930978140025,1.3978306065792104e-10,1.9539304046896035e-20,5612925.512683934,1.096726581849112e-13,0.0001663891898319,0.0019506773821455,0.8819152039813225,0.94713,5.89068211853541e-07,0.0557924175492844,0.9999999999999996,94713,9.59814835758997e-10,,,,,
ALP-photon-cascades,0.7090930978140025,1.652653539856691e-10,2.731263722800852e-20,4015454.72410274,1.096726581849112e-13,0.0001663891898319,0.0027267165483249,0.8819152039813225,0.94713,8.234172493943034e-07,0.0779883179418826,0.9999999999999996,94713,1.8754106468328326e-09,,,,,
ALP-photon-cascades,0.7090930978140025,1.9539304046896109e-10,3.817844026370508e-20,2872633.2827476244,1.096726581849112e-13,0.0001663891898319,0.0038114878467145,0.8819152039813225,0.94713,1.1509971952351537e-06,0.1090143973523071,0.9999999999999996,94713,3.6644198530783e-09,,,,,
ALP-photon-cascades,0.7090930978140025,2.3101297000831578e-10,5.336699231206302e-20,2055065.377182984,1.096726581849112e-13,0.0001663891898319,0.0053278143687423,0.8819152039813225,0.94713,1.608897861072142e-06,0.1523835431157257,0.9999999999999996,94713,7.1600158191632355e-09,,,,,
ALP-photon-cascades,0.7090930978140025,2.731263722800841e-10,7.459801523487911e-20,1470181.9859361695,1.096726581849112e-13,0.0001663891898319,0.0074473819908005,0.8819152039813225,0.94713,2.248964237466378e-06,0.2130061498231531,0.9999999999999996,94713,1.3990157455956363e-08,,,,,
ALP-photon-cascades,0.7090930978140025,3.2291699999439035e-10,1.042753888853771e-19,1051759.7618884635,1.096726581849112e-13,0.0001663891898319,0.0104101784856278,0.8819152039813225,0.94713,3.143666285249084e-06,0.2977460648747965,0.9999999999999996,94713,2.7335752637843614e-08,,,,,
ALP-photon-cascades,0.7090930978140025,3.8178440263705076e-10,1.4575933009692972e-19,752422.9022730761,1.096726581849112e-13,0.0001663891898319,0.014551666107163,0.8819152039813225,0.94713,4.394303651693703e-06,0.4161976817628657,0.9999999999999996,94713,5.34120451899892e-08,,,,,
ALP-photon-cascades,0.7090930978140025,4.5138326597689747e-10,2.037468528039706e-19,538279.0294701125,1.096726581849112e-13,0.0001663891898319,0.0203407642613138,0.8819152039813225,0.94713,6.142473969998254e-06,0.5817721371204446,0.9999999999999996,94713,1.0436311037572189e-07,,,,,
ALP-photon-cascades,0.7090930978140025,5.336699231206302e-10,2.8480358684357935e-19,385081.73088826274,1.096726581849112e-13,0.0001663891898319,0.0284329428456771,0.8819152039813225,0.94713,8.586102614712809e-06,0.8132155369472943,0.9999999999999996,94713,2.0391741136070522e-07,,,,,
ALP-photon-cascades,0.7090930978140025,6.309573444801941e-10,3.981071705534985e-19,275485.2620022656,1.096726581849112e-13,0.0001663891898319,0.0397444377448051,0.8819152039813225,0.94713,1.2001847660743056e-05,1.136730997491957,0.9999999999999996,94713,3.984381273084224e-07,,,,,
ALP-photon-cascades,0.7090930978140025,7.45980152348794e-10,5.564863876983301e-19,197080.57664900957,1.096726581849112e-13,0.0001663891898319,0.0555559915209707,0.8819152039813225,0.94713,1.6776414462020107e-05,1.5889445429413105,0.9999999999999996,94713,7.785140818587568e-07,,,,,
ALP-photon-cascades,0.7090930978140025,8.819714875603577e-10,7.778737048694305e-19,140990.31436384682,1.096726581849112e-13,0.0001663891898319,0.0776578653268679,0.8819152039813225,0.94713,2.345032078403961e-05,2.221050232418744,0.9999999999999996,94713,1.521145157044689e-06,,,,,
ALP-photon-cascades,0.7090930978140025,1.0427538888537664e-09,1.0873356727196534e-18,100863.66237814764,1.096726581849112e-13,0.0001663891898319,0.1085525409955024,0.8819152039813225,0.94713,3.277905869707645e-05,3.104602986376202,0.9999999999999996,94713,2.972164855629784e-06,,,,,
ALP-photon-cascades,0.7090930978140025,1.2328467394420635e-09,1.519911082952927e-18,72157.28565636615,1.096726581849112e-13,0.0001663891898319,0.1517380642254578,0.8819152039813225,0.94713,4.581856050924438e-05,4.339613321512063,0.9999999999999996,94713,5.807275140897743e-06,,,,,
ALP-photon-cascades,0.7090930978140025,1.457593300969297e-09,2.124578231030572e-18,51620.90836811038,1.096726581849112e-13,0.0001663891898319,0.2121041103574285,0.8819152039813225,0.94713,6.40446108963398e-05,6.065857231825032,0.9999999999999996,94713,1.134666150024072e-05,,,,,
ALP-photon-cascades,0.7090930978140025,1.723310905613508e-09,2.9698004774064497e-18,36929.301823228605,1.096726581849112e-13,0.0001663891898319,0.2964856172388681,0.8819152039813225,0.94713,8.951965784160192e-05,8.478675353151642,0.9999999999999996,94713,2.2169631099035943e-05,,,,,
ALP-photon-cascades,0.7090930978140025,2.037468528039706e-09,4.151278002752286e-18,26419.010750953927,1.096726581849112e-13,0.0001663891898319,0.4144366701870186,0.8819152039813225,0.94713,0.0001251257770794,11.851037724527623,0.9999999999999996,94713,4.3315305924650366e-05,,,,,
ALP-photon-cascades,0.7090930978140025,2.408896728518308e-09,5.802783448666209e-18,18900.00878976792,1.096726581849112e-13,0.0001663891898319,0.5793122620761932,0.8819152039813225,0.94713,0.0001748899087248,16.564347925058033,0.9999999999999996,94713,8.462796445412963e-05,,,,,
ALP-photon-cascades,0.7090930978140025,2.8480358684358052e-09,8.111308307896889e-18,13520.957904921168,1.096726581849112e-13,0.0001663891898319,0.8097804106967396,0.8819152039813225,0.94713,0.0002444376858243,23.1514265374798,0.9999999999999996,94713,0.000165337685109,,,,,
ALP-photon-cascades,0.7090930978140025,3.367229575211422e-09,1.1338235012178496e-17,9672.815748404477,1.096726581849112e-13,0.0001663891898319,1.1319358426801855,0.8819152039813225,0.94713,0.0003416262533706,32.35644733549172,0.9999999999999996,94713,0.0003230051693808,,,,,
ALP-photon-cascades,0.7090930978140025,3.981071705534969e-09,1.584893192461111e-17,6919.876917043561,1.096726581849112e-13,0.0001663891898319,1.5822545655823934,0.8819152039813225,0.94713,0.0004774258041599,45.21843018940038,0.9999999999999996,94713,0.0006309844673051,,,,,
ALP-photon-cascades,0.7090930978140025,4.7068165596092395e-09,2.215412212581176e-17,4950.440263987333,1.096726581849112e-13,0.0001663891898319,2.211723859170762,0.8819152039813225,0.94713,0.0006671458894622,63.18738862863553,0.9999999999999996,94713,0.001232503440326,,,,,
ALP-photon-cascades,0.7090930978140025,5.5648638769833e-09,3.0967709969353605e-17,3541.51657624816,1.096726581849112e-13,0.0001663891898319,3.091615303650403,0.8819152039813225,0.94712,0.0009321427087182,88.28510022812104,0.9999999999999996,94712,0.0024071308152171,,,,,
ALP-photon-cascades,0.7090930978140025,6.579332246575682e-09,4.3287612810830605e-17,2533.580649600316,1.096726581849112e-13,0.0001663891898319,4.321554495211213,0.8819152039813225,0.94712,0.001302159725426,123.33015191454896,0.9999999999999996,94712,0.0047004137724793,,,,,
ALP-photon-cascades,0.7090930978140025,7.778737048694303e-09,6.050875007272935e-17,1812.509067747864,1.096726581849112e-13,0.0001663891898319,6.040801141406203,0.8819152039813225,0.94712,0.0018186023780513,172.2434684299975,0.9999999999999996,94712,0.0091762266360434,,,,,
ALP-photon-cascades,0.7090930978140025,9.196791985117045e-09,8.458098281751312e-17,1296.6585931205643,1.096726581849112e-13,0.0001663891898319,8.44401672371622,0.8819152039813225,0.94712,0.0025389836825817,240.47222254468696,0.9999999999999996,94712,0.01790774212763,,,,,
ALP-photon-cascades,0.7090930978140025,1.0873356727196556e-08,1.1822988651687063e-16,927.6221217489,1.096726581849112e-13,0.0001663891898319,11.80330501887729,0.8819152039813225,0.94711,0.0035430095427479,335.5619768032004,0.9999999999999996,94711,0.0349303714686805,,,,,
ALP-photon-cascades,0.7090930978140025,1.2855557319139033e-08,1.6526535398566916e-16,663.6155463922665,1.096726581849112e-13,0.0001663891898319,16.499021014176748,0.8819152039813225,0.94711,0.0049406974311085,467.938394397726,0.9999999999999996,94711,0.06808848735196,,,,,
ALP-photon-cascades,0.7090930978140025,1.519911082952933e-08,2.3101297000831577e-16,474.7467563443009,1.096726581849112e-13,0.0001663891898319,23.062836552209816,0.8819152039813225,0.9471,0.0068831965547738,651.9075457026285,0.9999999999999996,94710,0.1325945149286251,,,,,
ALP-photon-cascades,0.7090930978140025,1.796989148532592e-08,3.22916999994389e-16,339.63110702383847,1.096726581849112e-13,0.0001663891898319,32.23793880721264,0.8819152039813225,0.94709,0.0095767450810718,907.0039498832306,0.9999999999999996,94709,0.2578714573948119,,,,,
ALP-photon-cascades,0.7090930978140025,2.1245782310305677e-08,4.513832659768975e-16,242.9701463290941,1.096726581849112e-13,0.0001663891898319,45.06317755774969,0.8819152039813225,0.94706,0.0132993979812805,1259.5327852151518,0.9999999999999996,94706,0.500562277952155,,,,,
ALP-photon-cascades,0.7090930978140025,2.511886431509582e-08,6.309573444801942e-16,173.8194493563801,1.096726581849112e-13,0.0001663891898319,62.99068881993616,0.8819152039813225,0.94704,0.0184224650632856,1744.6811313534054,0.9999999999999996,94704,0.9692130465000038,,,,,
ALP-photon-cascades,0.7090930978140025,2.96980047740645e-08,8.81971487560358e-16,124.34943729108444,1.096726581849112e-13,0.0001663891898319,88.05031276201368,0.8819152039813225,0.94702,0.0254285999716513,2408.1392745153235,0.9999999999999996,94702,1.869990212439739,,,,,
ALP-photon-cascades,0.7090930978140025,3.511191734215128e-08,1.2328467394420636e-15,88.95887434844056,1.096726581849112e-13,0.0001663891898319,123.07942209761477,0.8819152039813225,0.94695,0.034926210829105,3307.337534462104,0.9999999999999996,94695,3.589969822097311,,,,,
ALP-photon-cascades,0.7090930978140025,4.151278002752295e-08,1.7233109056135084e-15,63.640668568662655,1.096726581849112e-13,0.0001663891898319,172.0441832481282,0.8819152039813225,0.94687,0.0476499119350748,4511.827211396432,0.9999999999999996,94687,6.84572237970317,,,,,
ALP-photon-cascades,0.7090930978140025,4.908051271653861e-08,2.4088967285183085e-15,45.52816934263922,1.096726581849112e-13,0.0001663891898319,240.48862502815683,0.8819152039813225,0.94667,0.0644055358738018,6097.078864565198,0.9999999999999996,94667,12.931329609676306,,,,,
ALP-photon-cascades,0.7090930978140025,5.8027834486661855e-08,3.367229575211422e-15,32.57059126359837,1.096726581849112e-13,0.0001663891898319,336.16236059850866,0.8819152039813225,0.94645,0.0859720165148672,8136.821503049612,0.9999999999999996,94645,24.12296593607415,,,,,
ALP-photon-cascades,0.7090930978140025,6.860624286177782e-08,4.70681655960924e-15,23.30081421189191,1.096726581849112e-13,0.0001663891898319,469.8980364245128,0.8819152039813225,0.94632,0.1128569691076471,10679.880700594862,0.9999999999999996,94632,44.25851738942172,,,,,
ALP-photon-cascades,0.7090930978140025,8.111308307896874e-08,6.5793322465756826e-15,16.66926886721552,1.096726581849112e-13,0.0001663891898319,656.8378572856592,0.8819152039813225,0.94595,0.1448647181712175,13703.47801540632,0.9999999999999996,94595,79.38086240996267,,,,,
ALP-photon-cascades,0.7090930978140025,9.589990607459972e-08,9.196791985117044e-15,11.925099356644347,1.096726581849112e-13,0.0001663891898319,918.1480604738018,0.8819152039813225,0.94532,0.1806184978821534,17074.227841795724,0.9999999999999996,94532,138.2549289501035,,,,,
ALP-photon-cascades,0.7090930978140025,1.1338235012178497e-07,1.2855557319139032e-14,8.53114769451755,1.096726581849112e-13,0.0001663891898319,1283.4154603016252,0.8819152039813225,0.94454,0.217023793068122,20498.765350456404,0.9999999999999996,94454,232.01806498139777,,,,,
ALP-photon-cascades,0.7090930978140025,1.3405182387914728e-07,1.796989148532592e-14,6.103134138259492,1.096726581849112e-13,0.0001663891898319,1793.9974113665571,0.8819152039813225,0.94356,0.2490959492786226,23503.697390133715,0.9999999999999996,94356,371.8645927428631,,,,,
ALP-photon-cascades,0.7090930978140025,1.584893192461111e-07,2.5118864315095722e-14,4.366147163707598,1.096726581849112e-13,0.0001663891898319,2507.704489732048,0.8819152039813225,0.9422,0.2706504199753419,25500.68257007672,0.9999999999999996,94220,563.968688331509,,,,,
ALP-photon-cascades,0.7090930978140025,1.873817422860383e-07,3.5111917342151274e-14,3.123516642973267,1.096726581849112e-13,0.0001663891898319,3505.346088003572,0.8819152039813225,0.94037,0.2759603316817303,25950.48171035488,0.9999999999999996,94037,802.2378653345224,,,,,
ALP-photon-cascades,0.7090930978140025,2.215412212581185e-07,4.908051271653862e-14,2.234545894382128,1.096726581849112e-13,0.0001663891898319,4899.880048464115,0.8819152039813225,0.93755,0.2622214544878918,24584.5724655123,0.9999999999999996,93755,1062.3678964929404,,,,,
ALP-photon-cascades,0.7090930978140025,2.619279344815628e-07,6.860624286177782e-14,1.5985813186982207,1.096726581849112e-13,0.0001663891898319,6849.202300309966,0.8819152039813225,0.93444,0.2308763868212111,21574.01309012125,0.9999999999999996,93444,1303.1600616883834,,,,,
ALP-photon-cascades,0.7090930978140025,3.096770996935348e-07,9.58999060745995e-14,1.1436159082324648,1.096726581849112e-13,0.0001663891898319,9574.024606026,0.8819152039813225,0.93107,0.1876774045352564,17474.080104064116,0.9999999999999996,93107,1475.4200854099345,,,,,
ALP-photon-cascades,0.7090930978140025,3.6613088353640324e-07,1.3405182387914726e-13,0.8181362626127727,1.096726581849112e-13,0.0001663891898319,13382.864622445664,0.8819152039813225,0.92688,0.1405427636017898,13026.6276727227,0.9999999999999996,92688,1537.4744766984163,,,,,
ALP-photon-cascades,0.7090930978140025,4.328761281083062e-07,1.873817422860387e-13,0.5852899906197669,1.096726581849112e-13,0.0001663891898319,18706.97777296076,0.8819152039813225,0.92346,0.096686693103839,8928.62936136712,0.9999999999999996,92346,1473.0424254586944,,,,,
ALP-photon-cascades,0.7090930978140025,5.117889550210738e-07,2.619279344815628e-13,0.4187131029074377,1.096726581849112e-13,0.0001663891898319,26149.18608764154,0.8819152039813225,0.91958,0.0610368181942986,5612.823727511312,0.9999999999999996,91958,1294.3937543960528,,,,,
ALP-photon-cascades,0.7090930978140025,6.050875007272935e-07,3.661308835364024e-13,0.2995449526835859,1.096726581849112e-13,0.0001663891898319,36552.13265044062,0.8819152039813225,0.91566,0.0352015342844853,3223.263688293185,0.9999999999999996,91566,1039.0474637116254,,,,,
ALP-photon-cascades,0.7090930978140025,7.153942654376493e-07,5.117889550210738e-13,0.2142927413906289,1.096726581849112e-13,0.0001663891898319,51093.68975452938,0.8819152039813225,0.91148,0.0184282673942149,1679.6997164479008,0.9999999999999996,91148,756.8777619351081,,,,,
ALP-photon-cascades,0.7090930978140025,8.458098281751346e-07,7.153942654376507e-13,0.1533037983157688,1.096726581849112e-13,0.0001663891898319,71420.32334194408,0.8819152039813225,0.9082,0.0086472994847216,785.3477392024223,0.9999999999999996,90820,494.66438121441456,,,,,
ALP-photon-cascades,0.7090930978140025,1e-06,1e-12,0.1096726581849111,1.096726581849112e-13,0.0001663891898319,99833.51389915304,0.8819152039813225,0.90568,0.0035800238575201,324.2356007278821,0.9999999999999996,90568,285.47224176891604,,,,,
ALP-photon-cascades,0.7090930978140025,1.1822988651687062e-06,1.3978306065792105e-12,0.078459190740789,1.096726581849112e-13,0.0001663891898319,139550.34129058712,0.8819152039813225,0.90425,0.0012810133084127,115.83562841322708,0.9999999999999996,90425,142.56072384904053,,,,,
ALP-photon-cascades,0.7090930978140025,1.3978306065792132e-06,1.9539304046896118e-12,0.0561292551268391,1.096726581849112e-13,0.0001663891898319,195067.73821455805,0.8819152039813225,0.90335,0.0003860513032519,34.87394447926705,0.9999999999999996,90335,59.99476409687416,,,,,
ALP-photon-cascades,0.7090930978140025,1.6526535398566878e-06,2.731263722800841e-12,0.0401545472410275,1.096726581849112e-13,0.0001663891898319,272671.65483249025,0.8819152039813225,0.90299,9.443673506727518e-05,8.527542739839882,0.9999999999999996,90299,20.506461567148406,,,,,
ALP-photon-cascades,0.7090930978140025,1.9539304046896112e-06,3.817844026370508e-12,0.0287263328274762,1.096726581849112e-13,0.0001663891898319,381148.7846714585,0.8819152039813225,0.90289,1.7731814300591593e-05,1.6009877813861144,0.9999999999999996,90289,5.381574868214323,,,,,
ALP-photon-cascades,0.7090930978140025,2.310129700083158e-06,5.336699231206303e-12,0.0205506537718298,1.096726581849112e-13,0.0001663891898319,532781.4368742338,0.8819152039813225,0.90285,2.336784657140256e-06,0.210976602769908,0.9999999999999996,90285,0.9913116485017393,,,,,
ALP-photon-cascades,0.7090930978140025,2.7312637228008467e-06,7.45980152348794e-12,0.0147018198593616,1.096726581849112e-13,0.0001663891898319,744738.1990800563,0.8819152039813225,0.90285,1.88457207336755e-07,0.0170148589643989,0.9999999999999996,90285,0.1117529030032532,,,,,
ALP-photon-cascades,0.7090930978140025,3.2291699999438967e-06,1.0427538888537664e-11,0.0105175976188846,1.096726581849112e-13,0.0001663891898319,1041017.848562784,0.8819152039813225,0.90285,7.686605503534681e-09,0.0006939851778866,0.9999999999999996,90285,0.0063714048294864,,,,,
ALP-photon-cascades,0.7090930978140025,3.817844026370508e-06,1.4575933009692968e-11,0.0075242290227307,1.096726581849112e-13,0.0001663891898319,1455166.6107163068,0.8819152039813225,0.90285,1.215861079207819e-10,1.0977401753627794e-05,0.9999999999999996,90285,0.0001408766805355,,,,,
ALP-photon-cascades,0.7090930978140025,4.513832659768975e-06,2.0374685280397063e-11,0.0053827902947011,1.096726581849112e-13,0.0001663891898319,2034076.426131389,0.8819152039813225,0.90285,4.973445205256898e-13,4.4902750035661895e-08,0.9999999999999996,90285,8.055027663133078e-07,,,,,
ALP-photon-cascades,0.7090930978140025,5.336699231206302e-06,2.8480358684357936e-11,0.0038508173088826,1.096726581849112e-13,0.0001663891898319,2843294.284567712,0.8819152039813225,0.90285,2.8520166779435844e-16,2.5749432576813653e-11,0.9999999999999996,90285,6.456784697918482e-10,,,,,
ALP-photon-cascades,0.7090930978140025,6.30957344480193e-06,3.981071705534969e-11,0.0027548526200226,1.096726581849112e-13,0.0001663891898319,3974443.774480502,0.8819152039813225,0.90285,9.739479697367028e-21,8.793289244767821e-16,0.9999999999999996,90285,3.0821555031900663e-14,,,,,
ALP-photon-cascades,0.7090930978140025,7.459801523487925e-06,5.564863876983277e-11,0.0019708057664901,1.096726581849112e-13,0.0001663891898319,5555599.152097047,0.8819152039813225,0.90285,6.20436686615184e-27,5.60161262510519e-22,0.9999999999999996,90285,2.744547837830514e-20,,,,,
ALP-photon-cascades,0.7090930978140025,8.819714875603578e-06,7.778737048694305e-11,0.0014099031436384,1.096726581849112e-13,0.0001663891898319,7765786.532686795,0.8819152039813225,0.90285,1.5051918380001885e-35,1.3589624509384702e-30,0.9999999999999996,90285,9.30721476118736e-29,,,,,
ALP-photon-cascades,0.7090930978140025,1.0427538888537664e-05,1.0873356727196532e-10,0.0010086366237814,1.096726581849112e-13,0.0001663891898319,10855254.099550243,0.8819152039813225,0.90285,1.5263167376193875e-47,1.3780350665596645e-42,0.9999999999999996,90285,1.3192499693607452e-40,,,,,
ALP-photon-cascades,0.7090930978140025,1.2328467394420658e-05,1.519911082952933e-10,0.0007215728565636,1.096726581849112e-13,0.0001663891898319,15173806.42254584,0.8819152039813225,0.90285,2.914694986917047e-64,2.631532368938056e-59,0.9999999999999996,90285,3.521519401935336e-57,,,,,
ALP-photon-cascades,0.7090930978140025,1.457593300969294e-05,2.1245782310305629e-10,0.0005162090836811,1.096726581849112e-13,0.0001663891898319,21210411.03574277,0.8819152039813225,0.90285,1.3475805102401453e-87,1.2166630636703152e-82,0.9999999999999996,90285,2.2758636439518223e-80,,,,,
ALP-photon-cascades,0.7090930978140025,1.7233109056135083e-05,2.9698004774064503e-10,0.0003692930182322,1.096726581849112e-13,0.0001663891898319,29648561.723886818,0.8819152039813225,0.90285,3.397948714546172e-120,3.0678379969280118e-115,0.9999999999999996,90285,8.021634728379839e-113,,,,,
ALP-photon-cascades,0.7090930978140025,2.037468528039706e-05,4.1512780027522854e-10,0.0002641901075095,1.096726581849112e-13,0.0001663891898319,41443667.01870186,0.8819152039813225,0.90285,9.380138849685489e-166,8.468858360438541e-161,0.9999999999999996,90285,3.0953507974724644e-158,,,,,
ALP-photon-cascades,0.7090930978140025,2.408896728518304e-05,5.802783448666184e-10,0.0001890000878976,1.096726581849112e-13,0.0001663891898319,57931226.20761908,0.8819152039813225,0.90285,1.951434138585498e-229,1.7618523120219168e-224,0.9999999999999996,90285,9.001379076906457e-222,,,,,
ALP-photon-cascades,0.7090930978140025,2.848035868435799e-05,8.111308307896855e-10,0.0001352095790492,1.096726581849112e-13,0.0001663891898319,80978041.06967363,0.8819152039813225,0.90285,1.879925e-318,1.69729187223e-313,0.9999999999999996,90285,1.2121339851565e-310,,,,,
ALP-photon-cascades,0.7090930978140025,3.3672295752114224e-05,1.1338235012178495e-09,9.672815748404478e-05,1.096726581849112e-13,0.0001663891898319,113193584.26801854,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,3.9810717055349695e-05,1.5848931924611111e-09,6.919876917043559e-05,1.096726581849112e-13,0.0001663891898319,158225456.55823937,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,4.706816559609249e-05,2.215412212581185e-09,4.950440263987313e-05,1.096726581849112e-13,0.0001663891898319,221172385.9170771,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,5.564863876983289e-05,3.096770996935348e-09,3.5415165762481736e-05,1.096726581849112e-13,0.0001663891898319,309161530.3650391,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,6.579332246575683e-05,4.328761281083062e-09,2.5335806496003156e-05,1.096726581849112e-13,0.0001663891898319,432155449.5211214,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,7.778737048694304e-05,6.0508750072729365e-09,1.812509067747864e-05,1.096726581849112e-13,0.0001663891898319,604080114.1406205,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,9.196791985117043e-05,8.45809828175131e-09,1.2966585931205645e-05,1.096726581849112e-13,0.0001663891898319,844401672.371622,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.0001087335672719,1.1822988651687065e-08,9.276221217489e-06,1.096726581849112e-13,0.0001663891898319,1180330501.8877292,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.0001285555731913,1.6526535398566844e-08,6.636155463922694e-06,1.096726581849112e-13,0.0001663891898319,1649902101.4176676,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.0001519911082952,2.3101297000831583e-08,4.747467563443008e-06,1.096726581849112e-13,0.0001663891898319,2306283655.220982,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.0001796989148532,3.22916999994389e-08,3.396311070238385e-06,1.096726581849112e-13,0.0001663891898319,3223793880.7212634,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.000212457823103,4.5138326597689756e-08,2.429701463290941e-06,1.096726581849112e-13,0.0001663891898319,4506317755.774969,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.0002511886431509,6.309573444801916e-08,1.738194493563808e-06,1.096726581849112e-13,0.0001663891898319,6299068881.99359,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.0002969800477406,8.81971487560358e-08,1.2434943729108443e-06,1.096726581849112e-13,0.0001663891898319,8805031276.201366,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.0003511191734215,1.2328467394420633e-07,8.895887434844059e-07,1.096726581849112e-13,0.0001663891898319,12307942209.761473,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.0004151278002752,1.7233109056135085e-07,6.364066856866266e-07,1.096726581849112e-13,0.0001663891898319,17204418324.81282,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.0004908051271653,2.408896728518298e-07,4.5528169342639436e-07,1.096726581849112e-13,0.0001663891898319,24048862502.81558,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.0005802783448666,3.367229575211422e-07,3.257059126359837e-07,1.096726581849112e-13,0.0001663891898319,33616236059.85087,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
ALP-photon-cascades,0.7090930978140025,0.0006860624286177,4.70681655960924e-07,2.3300814211891917e-07,1.096726581849112e-13,0.0001663891898319,46989803642.45127,0.8819152039813225,0.90285,0.0,0.0,0.9999999999999996,90285,0.0,,,,,
