model,mass_GeV,event_level,status,number_of_crossings,maximum_N_events,peak_coupling_GeV_inv,lower_coupling_GeV_inv,upper_coupling_GeV_inv,is_interpolated
ALP-SU2L,3.065801548740353,2.3,resolved,2.0,6705.259506067724,1.7247216878837446e-05,1.0983303755711682e-06,6.498196464750491e-05,False
ALP-SU2L,3.4817739646853774,2.3,resolved,2.0,3451.655891628712,1.2094545346424157e-05,1.0377766000944356e-06,4.806481969215955e-05,False
ALP-SU2L,3.9541861234109583,2.3,resolved,2.0,1349.6664382656768,1.012802602156392e-05,1.0625083817489487e-06,3.537254138244544e-05,False
ALP-SU2L,4.3,2.3,resolved,2.0,669.3042620099237,8.481253999663866e-06,1.1089935720103269e-06,2.883088070196621e-05,False
ALP-SU2L,4.323529411764706,2.3,resolved,2.0,634.5985318832148,8.481253999663866e-06,1.1152866490451476e-06,2.821755231414854e-05,False
ALP-SU2L,4.347058823529411,2.3,resolved,2.0,596.597020463999,8.481253999663866e-06,1.1234745478179319e-06,2.784729987600939e-05,False
ALP-SU2L,4.370588235294117,2.3,resolved,2.0,567.5063081537569,8.481253999663866e-06,1.1266567482895798e-06,2.747461073452593e-05,False
ALP-SU2L,4.394117647058823,2.3,resolved,2.0,537.4759939112166,8.481253999663866e-06,1.1322966047074005e-06,2.7105246667393995e-05,False
ALP-SU2L,4.417647058823529,2.3,resolved,2.0,521.1727979287488,8.481253999663866e-06,1.1325035682222157e-06,2.6776663235364794e-05,False
ALP-SU2L,4.441176470588236,2.3,resolved,2.0,498.313201631397,8.481253999663866e-06,1.1364260460185465e-06,2.6414331905620573e-05,False
ALP-SU2L,4.464705882352941,2.3,resolved,2.0,471.3605187354904,8.481253999663866e-06,1.1430682263306766e-06,2.605421993479445e-05,False
ALP-SU2L,4.488235294117647,2.3,resolved,2.0,438.26190291283,8.481253999663866e-06,1.152228487212079e-06,2.5684892384217374e-05,False
ALP-SU2L,4.490695851357099,2.3,resolved,2.0,435.9620840288098,8.481253999663866e-06,1.1542915276021532e-06,2.56874627624628e-05,False
ALP-SU2L,4.511764705882353,2.3,resolved,2.0,409.3051972055839,8.481253999663866e-06,1.1650399343773645e-06,2.5321983141069332e-05,False
ALP-SU2L,4.535294117647059,2.3,resolved,2.0,384.0693413531882,8.481253999663866e-06,1.1730832021393878e-06,2.505391091317188e-05,False
ALP-SU2L,4.5588235294117645,2.3,resolved,2.0,360.7717196099968,8.481253999663866e-06,1.1790431270376808e-06,2.4665724045427165e-05,False
ALP-SU2L,4.58235294117647,2.3,resolved,2.0,339.4502187719325,8.481253999663866e-06,1.1882369723549864e-06,2.4300501282009904e-05,False
ALP-SU2L,4.605882352941176,2.3,resolved,2.0,318.8245412618569,7.102239790227848e-06,1.1992979244293157e-06,2.4001602380912617e-05,False
ALP-SU2L,4.629411764705882,2.3,resolved,2.0,298.63679975619624,7.102239790227848e-06,1.2108670097267272e-06,2.3532015657596826e-05,False
ALP-SU2L,4.652941176470588,2.3,resolved,2.0,277.93754989229683,7.102239790227848e-06,1.226048535139636e-06,2.321296544649887e-05,False
ALP-SU2L,4.6764705882352935,2.3,resolved,2.0,252.36178611980435,7.102239790227848e-06,1.247414363704338e-06,2.2741619324409653e-05,False
ALP-SU2L,4.699999999999999,2.3,resolved,2.0,225.27850073587845,7.102239790227848e-06,1.2752920269531645e-06,2.234264983562266e-05,False
ALP-SU2L,4.723529411764706,2.3,resolved,2.0,196.6896635682816,7.102239790227848e-06,1.3125648320624814e-06,2.1865129173785947e-05,False
ALP-SU2L,4.747058823529412,2.3,resolved,2.0,165.95110107232264,7.102239790227848e-06,1.3609350451883417e-06,2.134309139974793e-05,False
ALP-SU2L,4.753,2.3,resolved,2.0,157.23998220801678,7.102239790227848e-06,1.3791797307876718e-06,2.1160765083717592e-05,False
ALP-SU2L,4.759,2.3,resolved,2.0,138.3850469668448,7.102239790227848e-06,1.425180301362258e-06,2.092425433713391e-05,False
ALP-SU2L,4.765,2.3,resolved,2.0,115.5093708478528,7.102239790227848e-06,1.4949044596202183e-06,2.0533296932300425e-05,False
ALP-SU2L,4.770588235294118,2.3,resolved,2.0,94.9544737440363,7.102239790227848e-06,1.5731956283649957e-06,1.9987618168203942e-05,False
ALP-SU2L,4.794117647058823,2.3,resolved,2.0,52.134598598322825,7.102239790227848e-06,1.8427426911987666e-06,1.8422329894801442e-05,False
ALP-SU2L,4.817647058823529,2.3,resolved,2.0,30.59707743592305,7.102239790227848e-06,2.1324110469450094e-06,1.7143632356759568e-05,False
ALP-SU2L,4.8235,2.3,resolved,2.0,26.706104464174643,7.102239790227848e-06,2.2171881706049617e-06,1.6710534387739406e-05,False
ALP-SU2L,4.8295,2.3,resolved,2.0,23.519576219550423,7.102239790227848e-06,2.2973575632081432e-06,1.6345083709383873e-05,False
ALP-SU2L,4.8355,2.3,resolved,2.0,20.682376631100563,7.102239790227848e-06,2.3816264649622714e-06,1.5984150125549983e-05,False
ALP-SU2L,4.841176470588235,2.3,resolved,2.0,18.505340431619867,7.102239790227848e-06,2.4582720173222662e-06,1.5667476660194718e-05,False
ALP-SU2L,4.864705882352941,2.3,resolved,2.0,12.175324779757664,7.102239790227848e-06,2.7934098218359785e-06,1.453047629070906e-05,False
ALP-SU2L,4.8706,2.3,resolved,2.0,11.204160570943246,7.102239790227848e-06,2.8629518836916397e-06,1.4259767065500026e-05,False
ALP-SU2L,4.8765,2.3,resolved,2.0,10.42509340075232,7.102239790227848e-06,2.92127019722998e-06,1.3980307025889926e-05,False
ALP-SU2L,4.8824,2.3,resolved,2.0,9.820495562822552,7.102239790227848e-06,2.9856016817533603e-06,1.3781209814182896e-05,False
ALP-SU2L,4.888235294117647,2.3,resolved,2.0,9.26006125022224,7.102239790227848e-06,3.044619637995976e-06,1.354759966841868e-05,False
ALP-SU2L,4.911764705882352,2.3,resolved,2.0,8.156909407012982,7.102239790227848e-06,3.1662887023774137e-06,1.3112370627814213e-05,False
ALP-SU2L,4.935294117647058,2.3,resolved,2.0,7.6764661763884465,7.102239790227848e-06,3.217148242426503e-06,1.2826310198787625e-05,False
ALP-SU2L,4.958823529411765,2.3,resolved,2.0,7.248043240292703,7.102239790227848e-06,3.2564688284468396e-06,1.2588647489294584e-05,False
ALP-SU2L,4.982352941176471,2.3,resolved,2.0,6.8417558533662906,7.102239790227848e-06,3.2950728559354076e-06,1.2327806506224332e-05,False
ALP-SU2L,5.005882352941176,2.3,resolved,2.0,6.285710385584825,7.102239790227848e-06,3.3752549196519657e-06,1.2046075324994016e-05,False
ALP-SU2L,5.029411764705882,2.3,resolved,2.0,5.593806574227054,7.102239790227848e-06,3.505297083682225e-06,1.1511579931454728e-05,False
ALP-SU2L,5.052941176470588,2.3,resolved,2.0,4.825873101348361,7.102239790227848e-06,3.718215642239051e-06,1.0933628414668318e-05,False
ALP-SU2L,5.076470588235294,2.3,resolved,2.0,4.044818631334886,7.102239790227848e-06,3.99229190189574e-06,1.030520845517715e-05,False
ALP-SU2L,5.1,2.3,resolved,2.0,3.35100020994933,7.102239790227848e-06,4.38035740867091e-06,9.42958214985042e-06,False
ALP-SU2L,0.01,3.0,upper_boundary_above_scan,1.0,37109978678254.336,1.475238711134399,0.0004551712515413777,,False
ALP-SU2L,0.0113568145534923,3.0,upper_boundary_above_scan,1.0,22654750297436.09,1.235371452702448,0.000400438509543036,,False
ALP-SU2L,0.0128977236802415,3.0,upper_boundary_above_scan,1.0,13436808302162.996,1.0345055445153106,0.0003524111034275418,,False
ALP-SU2L,0.0146477055998689,3.0,upper_boundary_above_scan,1.0,8159412776381.136,0.7254430849431621,0.0003103575249445318,,False
ALP-SU2L,0.0166351276131863,3.0,upper_boundary_above_scan,1.0,4903497920606.829,0.6074892632189962,0.00027334461414034537,,False
ALP-SU2L,0.0188922059376636,3.0,upper_boundary_above_scan,1.0,2932525130017.165,0.425999539118871,0.00024097116736427162,,False
ALP-SU2L,0.0214555279340432,3.0,resolved,2.0,1775571822270.994,0.3567339072109715,0.00021182073242016698,2.727917344033479,False
ALP-SU2L,0.0243666451894203,3.0,resolved,2.0,1057909455869.5356,0.250158297867997,0.0001864738884295254,2.1087696892345,False
ALP-SU2L,0.0276727470706993,3.0,resolved,2.0,638641079407.8031,0.2094836703445237,0.00016420999085349318,1.6156067429231589,False
ALP-SU2L,0.031427425666763,3.0,resolved,2.0,380205590666.2948,0.1754225564972839,0.00014469518451399295,1.2291305346348977,False
ALP-SU2L,0.0356915445191093,3.0,resolved,2.0,231791381366.2922,0.1230144016421195,0.00012755114429679017,0.938228114461726,False
ALP-SU2L,0.040534225223124,3.0,resolved,2.0,138120756214.1434,0.103012806614253,0.00011228150763907145,0.7119746843806529,False
ALP-SU2L,0.046033967892851,3.0,resolved,2.0,83492631836.82222,0.0722373394856089,9.876061784542437e-05,0.546199547311655,False
ALP-SU2L,0.052279923652053,3.0,resolved,2.0,50197209344.01478,0.06049186910983,8.699832950189447e-05,0.4243680046690563,False
ALP-SU2L,0.0593733397787103,3.0,resolved,2.0,30094636607.32911,0.0424196935180019,7.644640261970993e-05,0.3182950155646161,False
ALP-SU2L,0.0674292009288303,3.0,resolved,2.0,18268108928.08256,0.0355224398661759,6.737395113612604e-05,0.2476299859786024,False
ALP-SU2L,0.0765780930438898,3.0,resolved,2.0,10783361507.367731,0.0297466490065655,5.9417493071788643e-05,0.18835701231800828,False
ALP-SU2L,0.0869683201559538,3.0,resolved,2.0,6571969584.830806,0.0208597246640711,5.227854694319478e-05,0.14318709681756292,False
ALP-SU2L,0.0987683084039917,3.0,resolved,2.0,3915571509.669448,0.0174680261348422,4.605506885538257e-05,0.11019957169798794,False
ALP-SU2L,0.1121693362306272,3.0,resolved,2.0,2364090529.033165,0.0122493869987568,4.054792269447485e-05,0.08409944482346621,False
ALP-SU2L,0.1273886350159562,3.0,resolved,2.0,1422857686.950808,0.0102576911093475,3.5690359519030586e-05,0.06408426249711831,False
ALP-SU2L,0.1446729104098734,3.0,resolved,2.0,848967581.6272573,0.0071931669406814,3.1458846658296446e-05,0.04981136013907898,False
ALP-SU2L,0.1643023414438944,3.0,resolved,2.0,520108973.8371612,0.0060235899627441,2.7662513494556013e-05,0.03735624591433747,False
